Temps,vitesse,I moteur,accélération,position,U moteur,Sortie Reg.
0.530,67.050,194.336,118.944,39.556,16.450,199.707
0.540,68.634,199.707,118.944,40.227,16.938,199.707
0.550,70.085,205.078,124.351,40.912,17.231,199.707
0.560,71.669,197.754,121.648,41.612,17.491,199.707
0.570,72.989,202.148,118.944,42.326,17.763,199.707
0.580,74.573,201.172,124.351,43.056,18.153,199.707
0.590,76.025,201.172,118.944,43.795,18.262,199.707
0.600,77.609,198.730,127.054,44.553,18.978,199.707
0.610,79.193,198.242,121.648,45.326,18.989,199.707
0.620,80.512,199.219,124.351,46.113,19.282,199.707
0.630,81.832,197.754,116.241,46.913,19.846,199.707
0.640,83.416,196.777,118.944,47.729,20.009,199.707
0.650,85.000,196.289,124.351,48.559,20.302,199.707
0.660,86.320,200.684,118.944,49.403,20.714,199.707
0.670,87.640,196.289,113.538,50.260,21.083,199.707
0.680,89.224,204.102,118.944,51.132,21.300,199.707
0.690,90.016,190.918,108.131,52.016,21.777,199.707
0.700,92.127,199.219,118.944,52.915,21.994,199.707
0.710,93.447,201.172,113.538,53.829,22.081,199.707
0.720,94.767,204.590,129.757,54.755,22.190,199.707
0.730,96.219,195.801,100.021,55.694,22.211,199.707
0.740,97.539,205.566,127.054,56.649,22.211,199.707
0.750,98.859,200.195,110.834,57.615,22.211,199.707
0.760,100.047,186.035,105.428,58.590,22.211,199.707
0.770,101.102,170.410,102.725,59.577,22.211,199.707
0.780,101.630,161.133,83.802,60.569,22.211,199.707
0.790,102.026,153.809,67.582,61.566,22.211,199.707
0.800,102.290,149.902,48.659,62.565,22.211,199.707
0.810,102.422,149.902,37.846,63.565,22.211,199.707
0.820,102.554,149.902,21.626,64.566,22.211,199.707
0.830,101.894,144.043,0.000,65.562,22.211,199.707
0.840,102.422,147.949,5.407,66.562,22.211,199.707
0.850,102.422,147.949,0.000,67.561,22.211,199.707
0.860,102.290,147.949,10.813,68.560,22.211,199.707
0.870,102.290,146.973,-16.220,69.559,22.211,199.707
0.880,102.158,147.461,5.407,70.557,22.211,199.707
0.890,102.290,146.973,0.000,71.555,22.211,199.707
0.900,102.158,145.508,-5.407,72.552,22.211,199.707
0.910,102.026,150.391,-2.703,73.549,22.211,199.707
0.920,101.894,146.973,-10.813,74.545,22.211,199.707
0.930,101.894,148.926,-2.703,75.540,22.211,199.707
0.940,101.894,147.461,-5.407,76.536,22.211,199.707
0.950,102.026,149.902,0.000,77.532,22.211,199.707
0.960,102.158,146.973,2.703,78.529,22.211,199.707
0.970,101.630,147.949,-5.407,79.524,22.211,199.707
0.980,100.970,146.973,-21.626,80.518,22.211,199.707
0.990,101.762,146.973,-5.407,81.514,22.211,199.707
1.000,102.158,147.949,13.516,82.512,22.211,199.707
1.010,102.158,146.973,13.516,83.510,22.211,199.707
1.020,102.422,146.973,0.000,84.510,22.211,199.707
1.030,102.554,142.578,24.330,85.513,22.211,199.707
1.040,102.818,137.207,21.626,86.516,22.211,199.707
1.050,102.422,134.766,0.000,87.519,22.211,199.707
1.060,103.082,131.836,16.220,88.525,22.211,199.707
1.070,103.214,129.883,10.813,89.534,22.211,199.707
1.080,103.214,127.930,21.626,90.542,22.211,199.707
1.090,103.346,128.906,-2.703,91.551,22.211,199.707
1.100,103.478,125.000,18.923,92.561,22.211,199.707
1.110,103.346,126.953,5.407,93.570,22.211,199.707
1.120,102.422,127.441,-18.923,94.575,22.211,199.707
1.130,103.346,123.047,0.000,95.584,22.211,199.707
1.140,102.686,126.465,-10.813,96.590,22.211,199.707
1.150,103.346,129.395,16.220,97.599,22.211,199.707
1.160,102.818,125.000,-29.736,98.605,22.211,199.707
1.170,103.214,125.977,29.736,99.614,22.211,199.707
1.180,103.214,129.883,-16.220,100.622,22.211,199.707
1.190,103.082,129.883,18.923,101.630,22.211,199.707
1.200,103.214,130.859,-10.813,102.638,22.211,199.707
1.210,103.214,129.395,8.110,103.645,22.211,199.707
1.220,103.082,133.789,0.000,104.650,22.211,199.707
1.230,102.554,131.836,-16.220,105.654,22.211,199.707
1.240,102.290,136.230,-16.220,106.656,22.211,199.707
1.250,103.082,134.766,0.000,107.661,22.211,199.707
1.260,102.686,140.137,0.000,108.664,22.211,199.707
1.270,102.026,139.160,-16.220,109.661,22.211,199.707
1.280,102.422,142.578,-18.923,110.659,22.211,199.707
1.290,102.290,147.949,8.110,111.657,22.211,199.707
1.300,102.158,147.949,-5.407,112.655,22.211,199.707
1.310,102.158,149.414,-18.923,113.652,22.211,199.707
1.320,102.026,148.926,2.703,114.648,22.211,199.707
1.330,101.498,147.949,-16.220,115.644,22.211,199.707
1.340,101.894,148.438,-8.110,116.634,22.211,199.707
1.350,101.894,149.902,-2.703,117.626,22.211,199.707
1.360,101.894,151.367,5.407,118.619,22.211,199.707
1.370,101.894,146.973,-10.813,119.614,22.211,199.707
1.380,101.762,149.902,5.407,120.607,22.211,199.707
1.390,101.894,149.902,0.000,121.601,22.211,199.707
1.400,101.894,148.926,0.000,122.596,22.211,199.707
1.410,101.762,149.414,0.000,123.589,22.211,199.707
1.420,101.894,148.926,-2.703,124.585,22.211,199.707
1.430,101.762,151.367,0.000,125.579,22.211,199.707
1.440,101.366,149.414,-8.110,126.572,22.211,199.707
1.450,101.894,149.414,-2.703,127.567,22.211,199.707
1.460,101.894,149.414,5.407,128.563,22.211,199.707
1.470,102.290,146.484,16.220,129.562,22.211,199.707
1.480,102.422,146.973,2.703,130.562,22.211,199.707
1.490,102.686,142.090,27.033,131.564,22.211,199.707
1.500,102.686,135.742,8.110,132.567,22.211,199.707
1.510,102.818,133.301,16.220,133.569,22.211,199.707
1.520,102.950,134.277,8.110,134.574,22.211,199.707
1.530,103.082,133.789,13.516,135.581,22.211,199.707
1.540,103.214,126.465,8.110,136.589,22.211,199.707
1.550,103.214,130.859,8.110,137.596,22.211,199.707
1.560,103.214,127.930,5.407,138.604,22.211,199.707
1.570,103.346,129.395,5.407,139.612,22.211,199.707
1.580,103.214,126.953,2.703,140.618,22.211,199.707
1.590,103.346,124.023,2.703,141.628,22.211,199.707
1.600,103.214,123.535,-2.703,142.636,22.211,199.707
1.610,103.346,124.023,5.407,143.645,22.211,199.707
1.620,103.214,125.000,-5.407,144.653,22.211,199.707
1.630,103.214,124.023,2.703,145.662,22.211,199.707
1.640,102.554,128.418,-18.923,146.667,22.211,199.707
1.650,103.214,130.859,2.703,147.670,22.211,199.707
1.660,103.214,130.859,-2.703,148.678,22.211,199.707
1.670,103.346,132.324,16.220,149.687,22.211,199.707
1.680,103.478,130.371,-8.110,150.698,22.211,199.707
1.690,103.346,132.324,16.220,151.704,22.211,199.707
1.700,103.346,131.836,0.000,152.712,22.211,199.707
1.710,103.214,131.348,-2.703,153.719,22.211,199.707
1.720,103.082,135.254,-2.703,154.725,22.211,199.707
1.730,102.950,132.813,-10.813,155.731,22.211,199.707
1.740,102.686,139.160,-10.813,156.734,22.211,199.707
1.750,102.686,133.789,-10.813,157.737,22.211,199.707
1.760,102.554,139.160,-10.813,158.736,22.211,199.707
1.770,102.554,144.043,-5.407,159.737,22.211,199.707
1.780,102.290,144.043,-13.516,160.736,22.211,199.707
1.790,101.498,146.484,-21.626,161.731,22.211,199.707
1.800,101.630,145.996,-21.626,162.725,22.211,199.707
1.810,101.366,148.438,-18.923,163.719,22.211,199.707
1.820,101.894,147.949,2.703,164.714,22.211,199.707
1.830,101.762,149.414,-13.516,165.707,22.211,199.707
1.840,101.894,148.438,13.516,166.702,22.211,199.707
1.850,102.026,147.949,-2.703,167.697,22.211,199.707
1.860,102.158,147.949,18.923,168.692,22.211,199.707
1.870,102.026,147.949,0.000,169.687,22.211,199.707
1.880,101.762,151.367,-2.703,170.682,22.211,199.707
1.890,101.234,149.414,-16.220,171.672,22.211,199.707
1.900,101.630,154.297,-5.407,172.665,22.211,199.707
1.910,101.630,152.832,-5.407,173.658,22.211,199.707
1.920,101.762,148.926,5.407,174.649,22.211,199.707
1.930,102.026,147.461,-2.703,175.644,22.211,199.707
1.940,102.026,147.461,16.220,176.642,22.211,199.707
1.950,102.290,145.508,10.813,177.639,22.211,199.707
1.960,101.762,145.508,-2.703,178.636,22.211,199.707
1.970,102.686,139.648,18.923,179.638,22.211,199.707
1.980,102.554,137.695,5.407,180.640,22.211,199.707
1.990,102.686,137.695,24.330,181.643,22.211,199.707
2.000,102.818,132.324,-8.110,182.647,22.211,199.707
2.010,103.082,134.766,29.736,183.653,22.211,199.707
2.020,102.686,129.395,-2.703,184.659,22.211,199.707
2.030,103.214,125.000,10.813,185.666,22.211,199.707
2.040,103.346,127.441,8.110,186.672,22.211,199.707
2.050,102.818,130.371,8.110,187.680,22.211,199.707
2.060,103.478,128.418,-2.703,188.687,22.211,199.707
2.070,103.346,125.488,10.813,189.697,22.211,199.707
2.080,103.478,124.512,16.220,190.707,22.211,199.707
2.090,103.478,123.535,-10.813,191.717,22.211,199.707
2.100,103.478,125.488,16.220,192.728,22.211,199.707
2.110,103.346,123.535,-5.407,193.737,22.211,199.707
2.120,103.346,125.977,0.000,194.748,22.211,199.707
2.130,103.478,125.488,0.000,195.758,22.211,199.707
2.140,103.346,128.418,0.000,196.768,22.211,199.707
2.150,103.346,129.395,-2.703,197.778,22.211,199.707
2.160,103.346,124.023,-2.703,198.788,22.211,199.707
2.170,103.214,129.395,0.000,199.796,22.211,199.707
2.180,103.214,131.836,-5.407,200.804,22.211,199.707
2.190,103.082,132.324,-5.407,201.810,22.211,199.707
2.200,102.950,132.813,-5.407,202.813,22.211,199.707
2.210,103.082,135.254,-5.407,203.818,22.211,199.707
2.220,102.158,134.277,-18.923,204.820,22.211,199.707
2.230,102.686,133.789,-8.110,205.823,22.211,0.000
2.240,102.554,140.137,-13.516,206.824,22.211,0.000
2.250,102.554,140.137,10.813,207.825,22.211,0.000
2.260,102.290,144.043,-27.033,208.824,22.211,0.000
2.270,102.290,143.555,5.407,209.823,22.211,0.000
2.280,101.630,16.113,-21.626,210.812,22.016,0.000
2.290,98.727,2.930,-72.989,211.776,21.257,0.000
2.300,96.219,1.465,-129.757,212.714,20.953,0.000
2.310,93.447,0.977,-167.603,213.624,20.378,0.000
2.320,90.675,2.441,-178.416,214.509,19.965,0.000
2.330,88.168,-0.488,-224.372,215.368,19.466,0.000
2.340,85.132,-4.883,-221.669,216.200,18.446,0.000
2.350,82.624,3.418,-221.669,217.005,17.763,0.000
2.360,79.852,1.953,-227.075,217.784,17.166,0.000
2.370,77.213,0.000,-213.559,218.536,16.743,0.000
2.380,74.573,-2.930,-227.075,219.264,16.135,0.000
2.390,72.065,1.465,-210.856,219.967,15.961,0.000
2.400,69.425,1.465,-216.262,220.643,15.419,0.000
2.410,66.522,-3.906,-218.966,221.292,14.464,0.000
2.420,64.278,-0.488,-213.559,221.918,13.770,0.000
2.430,61.902,-1.465,-205.449,222.521,13.346,0.000
2.440,59.526,3.418,-197.339,223.101,12.967,0.000
2.450,57.019,-1.465,-208.152,223.656,12.196,0.000
2.460,54.775,-0.977,-191.933,224.190,11.947,0.000
2.470,52.399,-2.441,-194.636,224.702,11.469,0.000
2.480,50.155,5.371,-189.230,225.191,10.862,0.000
2.490,47.780,1.953,-194.636,225.657,10.373,0.000
2.500,45.800,0.977,-181.120,226.103,9.603,0.000
2.510,43.424,-3.418,-186.526,226.526,9.256,0.000
2.520,41.312,1.953,-178.416,226.929,9.060,0.000
2.530,39.200,-1.465,-183.823,227.311,8.898,0.000
2.540,36.825,0.000,-175.713,227.670,8.084,0.000
2.550,34.845,3.906,-181.120,228.009,7.661,0.000
2.560,32.733,0.977,-175.713,228.328,7.227,0.000
2.570,30.753,1.465,-167.603,228.627,7.020,0.000
2.580,28.509,0.977,-178.416,228.904,6.489,0.000
2.590,26.398,-2.441,-170.307,229.162,5.610,0.000
2.600,24.286,0.000,-175.713,229.399,5.067,0.000
2.610,22.438,-3.906,-164.900,229.617,4.698,0.000
2.620,20.458,1.953,-167.603,229.816,4.156,0.000
2.630,18.082,-1.953,-170.307,229.992,3.711,0.000
2.640,15.970,-0.977,-175.713,230.146,3.212,0.000
2.650,13.859,5.371,-173.010,230.282,2.799,0.000
2.660,12.011,-1.953,-164.900,230.398,2.463,0.000
2.670,10.031,-2.930,-170.307,230.496,2.105,0.000
2.680,8.183,-3.418,-159.493,230.574,1.714,0.000
2.690,6.203,1.465,-162.197,230.632,1.139,0.000
2.700,4.092,3.906,-159.493,230.670,0.608,0.000
2.710,2.244,-7.324,-162.197,230.691,0.586,0.000
