temps;APEG;TV;TPC;MDR;EFN;TRH1
temps;Angle Pivot;Gyromètre;Consigne tangage PC;Commande Moteur Droit;Effort milli N;trs/min Droit
0010.402;-481;0;51;4416;245;2234
0010.415;-501;0;51;4416;245;2234
0010.433;-481;2;51;4416;245;2234
0010.450;-481;0;51;4416;245;2234
0010.463;-501;0;51;4416;245;2234
0010.481;-481;2;51;4416;245;2234
0010.494;-501;0;51;4416;245;2234
0010.511;-501;0;51;4416;235;2234
0010.528;-481;0;51;4416;235;2234
0010.542;-481;4;51;4416;235;2234
0010.559;-481;0;51;4416;245;2234
0010.572;-481;2;51;4416;235;2234
0010.589;-501;0;51;4416;235;2234
0010.602;-481;2;51;4416;235;2256
0010.620;-481;0;51;4416;235;2234
0010.637;-481;0;51;4416;235;2234
0010.650;-481;2;51;4416;235;2234
0010.668;-481;4;51;4416;235;2256
0010.681;-481;0;51;4416;235;2234
0010.698;-481;0;51;4416;235;2256
0010.711;-501;0;51;4416;235;2234
0010.729;-481;0;51;4416;235;2234
0010.746;-481;0;51;4416;235;2256
0010.759;-481;0;51;4416;235;2234
0010.777;-501;0;51;4416;235;2234
0010.790;-481;2;51;4416;235;2234
0010.807;-501;0;51;4416;235;2234
0010.820;-481;2;51;4416;235;2234
0010.838;-501;0;51;4416;235;2234
0010.868;-481;2;51;4416;235;2234
0010.885;-481;4;51;4416;235;2234
0010.903;-501;-2;51;4416;235;2234
0010.916;-481;2;51;4416;235;2234
0010.929;-481;0;51;4416;235;2256
0010.946;-481;2;51;4416;235;2234
0010.964;-481;0;51;4416;235;2256
0010.977;-501;-2;51;4416;235;2234
0010.994;-481;0;51;4416;235;2234
0011.007;-481;0;51;4416;235;2256
0011.025;-461;4;51;4416;235;2256
0011.051;-481;4;51;4416;235;2256
0011.073;-501;0;51;4416;235;2256
0011.086;-501;0;51;4416;235;2256
0011.103;-481;4;-51;4416;235;2256
0011.116;-481;2;-51;4779;235;2256
0011.134;-501;-2;-51;4779;245;2397
0011.151;-481;4;-51;4779;235;2806
0011.164;-501;0;-51;4779;235;2913
0011.181;-481;-4;-51;4779;235;3196
0011.194;-481;-6;-51;4779;235;3335
0011.212;-481;0;-51;4779;245;3540
0011.225;-461;-2;-51;4779;235;3595
0011.242;-481;0;-51;4779;245;3772
0011.260;-481;-2;-51;4779;235;3900
0011.273;-501;-4;-51;4779;245;3967
0011.290;-501;-6;-51;4779;245;4037
0011.303;-521;-8;-51;4779;245;4109
0011.321;-521;-8;-51;4779;245;4261
0011.338;-521;-2;-51;4779;245;4261
0011.351;-501;-2;-51;4779;235;4342
0011.369;-501;-2;-51;4779;245;4425
0011.382;-521;-2;-51;4779;235;4512
0011.399;-521;-2;-51;4779;245;4512
0011.412;-521;-2;-51;4779;245;4512
0011.429;-521;-2;-51;4779;245;4602
0011.447;-561;-2;-51;4779;275;4603
0011.460;-541;2;-51;4779;275;4602
0011.477;-521;4;-51;4779;284;4696
0011.490;-541;-2;-51;4779;275;4697
0011.508;-521;2;-51;4779;284;4696
0011.525;-541;-2;-51;4779;284;4696
0011.538;-521;2;-51;4779;275;4696
0011.556;-521;0;-51;4779;275;4794
0011.569;-521;0;-51;4779;265;4794
0011.586;-541;-4;-51;4779;265;4794
0011.599;-541;-2;-51;4779;265;4794
0011.617;-501;4;-51;4779;275;4794
0011.630;-541;-4;-51;4779;275;4794
0011.647;-521;-2;-51;4779;275;4794
0011.664;-521;-2;-51;4779;275;4794
0011.678;-541;0;-51;4779;275;4794
0011.695;-521;2;-51;4779;265;4896
0011.708;-541;0;-51;4779;265;4896
0011.725;-541;0;-51;4779;275;4896
0011.743;-521;0;-51;4779;284;4896
0011.756;-541;0;-51;4779;284;4794
0011.773;-541;2;-51;4779;294;4896
0011.786;-541;-4;-51;4779;304;4896
0011.804;-541;0;-51;4779;304;4794
0011.817;-541;0;-51;4779;294;4794
0011.834;-541;-2;-51;4779;294;4794
0011.847;-541;-2;-51;4779;294;4794
0011.865;-541;-2;-51;4779;304;4794
0011.882;-541;4;-51;4779;304;4794
0011.895;-521;0;-51;4779;294;4896
0011.913;-521;0;-51;4779;304;4896
0011.930;-521;2;-51;4779;314;4896
0011.943;-521;0;-51;4779;314;4896
0011.960;-521;0;-51;4779;324;4896
0011.973;-521;0;-51;4779;324;4794
0011.991;-521;0;-51;4779;314;4794
0012.004;-521;-2;-51;4779;324;4794
0012.021;-521;0;-51;4779;343;4794
0012.039;-521;0;-51;4779;324;4794
0012.052;-521;0;-51;4779;334;4794
0012.069;-521;4;-51;4779;334;4794
0012.082;-521;2;-51;4779;324;4794
0012.100;-541;0;-51;4779;343;4896
0012.113;-521;2;-51;4779;343;4794
0012.130;-521;0;-51;4779;334;4896
0012.147;-521;0;-51;4779;334;4896
0012.161;-521;0;-51;4779;324;4896
0012.178;-541;2;-51;4779;314;4896
0012.191;-521;0;-51;4779;324;4794
0012.208;-541;0;-51;4779;314;4794
0012.222;-521;0;-51;4779;304;4896
0012.239;-521;-2;-51;4779;304;4896
0012.256;-541;4;-51;4779;304;4896
0012.274;-521;4;-51;4779;304;4897
0012.287;-541;4;-51;4779;314;4896
0012.304;-501;2;-51;4779;314;4896
0012.317;-541;-2;-51;4779;314;4896
0012.330;-521;6;-51;4779;304;4794
0012.348;-521;4;-51;4779;304;4896
0012.365;-501;4;-51;4779;314;4794
0012.378;-521;2;-51;4779;304;4896
0012.396;-521;-2;-51;4779;304;4896
0012.409;-521;4;-51;4779;294;4896
0012.426;-541;0;-51;4779;275;4795
0012.439;-541;-2;-51;4779;275;4896
0012.457;-541;2;-51;4779;284;4896
0012.474;-541;6;-51;4779;275;4896
0012.487;-521;4;-51;4779;275;4896
0012.504;-521;6;-51;4779;284;4794
0012.522;-521;4;-51;4779;284;4896
0012.535;-541;0;-51;4779;284;4896
0012.552;-521;4;-51;4779;284;4896
0012.565;-521;-2;-51;4779;284;4896
0012.583;-521;6;-51;4779;294;4896
0012.596;-521;6;-51;4779;314;4896
0012.613;-521;2;-51;4779;294;5003
0012.626;-521;6;-51;4779;294;4897
0012.644;-541;-2;-51;4779;304;4896
0012.661;-541;2;-51;4779;314;4896
0012.674;-541;0;-51;4779;314;5003
0012.692;-541;0;-51;4779;304;4896
0012.705;-541;4;-51;4779;304;5003
0012.722;-521;6;-51;4779;314;4896
0012.753;-521;0;-51;4779;304;4896
0012.770;-541;4;-51;4779;294;5003
0012.783;-541;4;-51;4779;304;5003
0012.801;-541;2;-51;4779;304;4896
0012.818;-521;4;-51;4779;314;4896
0012.831;-521;6;-51;4779;314;4896
0012.862;-521;0;-51;4779;304;5003
0012.879;-521;-4;-51;4779;314;4897
0012.892;-541;-4;-51;4779;304;4896
0012.909;-521;4;-51;4779;304;4896
0012.927;-521;4;-51;4779;304;4897
0012.940;-521;2;-51;4779;304;4896
0012.957;-541;4;-51;4779;294;4896
0012.970;-521;6;-51;4779;294;4896
0012.988;-521;2;-51;4779;294;4896
0013.001;-521;6;-51;4779;304;4896
0013.018;-521;4;-51;4779;314;4896
0013.031;-521;4;-51;4779;314;4896
0013.049;-541;-4;-51;4779;304;4896
0013.079;-521;2;-51;4779;304;4794
0013.097;-541;-2;-51;4779;314;4896
0013.127;-521;-2;-51;4779;304;4896
0013.140;-521;0;-51;4779;294;4896
0013.157;-521;0;-51;4779;284;4896
0013.175;-521;4;-51;4779;304;4896
0013.188;-521;6;-51;4779;304;4896
0013.205;-541;0;-51;4779;304;4896
0013.218;-541;0;-51;4779;314;4896
0013.236;-521;0;-51;4779;304;4897
0013.249;-521;0;-51;4779;304;4794
0013.266;-521;0;-51;4779;314;4794
0013.284;-541;-4;-51;4779;304;4795
0013.297;-541;-2;-51;4779;304;4897
0013.314;-541;-2;-51;4779;314;4897
0013.327;-521;-2;-51;4779;314;4897
0013.345;-541;0;-51;4779;304;4897
0013.362;-541;0;-51;4779;304;4897
0013.379;-521;4;-51;4779;294;4897
0013.392;-521;4;-51;4779;304;4897
0013.406;-521;6;-51;4779;304;4896
0013.423;-521;6;-51;4779;304;4897
0013.440;-340;16;-51;4779;314;4896
0013.453;-521;4;-51;4779;314;4897
0013.471;-541;2;-51;4779;314;4896
0013.484;-521;0;-51;4779;314;4794
0013.501;-521;-2;-51;4779;304;4897
0013.514;-541;0;-51;4779;314;4896
0013.532;-521;4;-51;4779;304;4896
0013.549;-541;6;-51;4779;314;4897
0013.562;-521;6;-51;4779;314;4897
0013.580;-521;4;-51;4779;304;4897
0013.597;-501;8;-51;4779;314;4896
0013.610;-541;4;-51;4779;304;4897
0013.623;-541;6;-51;4779;304;4897
0013.641;-541;0;-51;4779;304;4896
0013.654;-521;0;-51;4779;304;4897
0013.676;-541;-2;-51;4779;294;4897
0013.689;-521;0;-51;4779;304;4897
0013.702;-521;-2;-51;4779;304;4897
0013.719;-521;0;-51;4779;314;4897
0013.736;-521;4;-51;4779;314;4897
0013.749;-521;4;-51;4779;304;4794
0013.762;-541;0;-51;4779;294;4897
0013.780;-521;0;-51;4779;304;4897
0013.797;-501;4;-51;4779;294;4897
0013.810;-521;4;-51;4779;314;4897
0013.828;-521;2;-51;4779;314;4897
0013.845;-521;-4;-51;4779;314;4897
0013.858;-541;0;-51;4779;314;4897
0013.871;-521;0;-51;4779;304;4795
0013.889;-541;-4;-51;4779;314;4897
0013.906;-521;-2;-51;4779;314;4897
0013.919;-521;-2;-51;4779;304;4897
0013.937;-541;0;-51;4779;324;4897
0013.954;-521;4;-51;4779;324;4795
0013.967;-521;0;-51;4779;314;4795
0013.984;-541;2;-51;4779;324;4897
0013.998;-541;4;-51;4779;314;4897
0014.015;-521;4;-51;4779;324;4897
0014.028;-521;8;-51;4779;314;4795
0014.045;-521;6;-51;4779;324;4795
0014.063;-521;4;-51;4779;304;4897
0014.076;-521;-2;-51;4779;314;4897
