0.026,0
0.057,0
0.078,0
0.096,0
0.109,0
0.139,0
0.157,0
0.17,0
0.187,0
0.2,0
0.217,0
0.248,1280
0.265,1280
0.278,3538
0.296,1106
0.309,1106
0.326,1485
0.357,2448
0.374,2676
0.387,2841
0.405,3110
0.418,3288
0.435,3487
0.466,3712
0.483,3901
0.496,3968
0.514,4038
0.527,4184
0.544,4184
0.561,4343
0.574,4343
0.592,4426
0.605,4512
0.622,4513
0.635,4603
0.653,4603
0.67,4603
0.683,4603
0.701,4697
0.714,4697
0.731,4697
0.748,4795
0.761,4795
0.779,4795
0.792,4795
0.809,4795
0.822,4795
0.84,4897
0.857,4795
0.87,4897
0.888,4795
0.901,4897
0.918,4795
0.949,4897
0.966,4897
0.979,4795
0.997,4897
1.01,4897
1.027,4897
1.058,4897
1.075,4897
1.088,4897
1.106,4897
1.123,4794
1.136,4897
1.166,4897
1.184,4897
1.197,4897
1.214,4795
1.227,4897
1.245,4897
1.275,4897
1.293,4896
1.306,4795
1.323,4794
1.336,4896
1.354,4897
1.371,4897
1.384,4794
1.401,4795
1.415,4896
1.432,4897
1.449,4897
1.462,4896
1.48,4897
1.497,4897
1.51,4896
1.528,4896
1.541,4794
1.558,4896
1.571,4794
1.589,4896
1.602,4794
1.619,4896
1.632,4794
1.65,4897
1.667,4897
1.684,4896
1.698,4897
1.715,4794
1.728,4896
1.758,4896
1.776,4795
1.789,4897
1.806,4896
1.824,4896
1.837,4897
1.854,4896
1.867,4896
1.885,4897
1.902,4896
1.915,4896
1.932,4896
1.945,4896
1.963,4896
1.976,4896
1.993,4896
2.006,4896
2.024,4896
2.037,4896
2.054,4896
2.085,4897
2.102,4896
2.119,4896
2.133,4896
2.15,4794
2.163,4697
2.18,4603
2.194,4512
2.211,4425
2.228,4342
2.241,4184
2.259,4037
2.272,4037
2.289,3900
2.307,3772
2.32,3773
2.337,3653
2.35,3653
2.368,3540
2.381,3486
2.398,3384
2.411,3384
2.429,3335
2.446,3241
2.459,3241
2.476,3152
2.494,3110
2.507,3110
2.52,3028
2.537,3028
2.555,2950
2.568,2950
2.585,2913
2.598,2876
2.616,2841
2.629,2841
2.646,2806
2.663,2772
2.677,2739
2.694,2707
2.711,2676
2.724,2676
2.742,2645
2.755,2645
2.772,2615
2.786,2585
2.803,2557
2.816,2585
2.833,2557
2.846,2557
2.864,2529
2.881,2501
2.894,2529
2.912,2474
2.929,2501
2.942,2474
2.959,2474
2.973,2448
2.99,2448
3.003,2422
3.02,2422
3.038,2422
3.051,2397
3.068,2397
3.086,2397
3.099,2397
3.112,2372
3.129,2372
3.147,2372
3.16,2372
3.177,2348
3.194,2372
3.207,2348
3.221,2324
3.238,2348
3.255,2348
3.268,2324
3.286,2324
3.299,2324
3.316,2324
3.334,2301
3.347,2324
3.364,2301
3.382,2324
3.395,2301
3.408,2301
3.425,2301
3.443,2301
3.456,2301
3.473,2301
3.486,2301
3.504,2278
3.517,2301
3.534,2301
3.551,2278
3.564,2301
3.582,2278
3.595,2301
3.612,2301
3.63,2278
3.643,2278
3.66,2301
3.673,2278
3.691,2278
3.704,2278
3.721,2278
3.738,2278
3.751,2278
3.769,2278
3.782,2278
3.799,2278
3.812,2278
3.83,2278
3.847,2278
3.86,2256
3.878,2278
3.895,2278
3.908,2278
3.921,2278
3.939,2278
3.956,2278
3.969,2278
3.987,2278
4.004,2278
4.017,2278
4.03,2278
4.048,2278
4.065,2301
4.078,2278
4.095,2278
4.108,2278
4.126,2278
4.143,2278
4.156,2278
4.174,2278
4.187,2278
4.204,2278
4.222,2278
4.235,2278
4.248,2278
4.265,2278
4.283,2278
4.296,2278
4.313,2278
4.33,2278
4.343,2278
4.361,2278
4.374,2278
4.391,2256
4.404,2278
4.422,2278
4.439,2256
4.452,2278
4.47,2278
4.483,2278
4.5,2256
4.513,2278
4.531,2278
4.548,2256
4.561,2278
4.578,2256
4.592,2278
4.609,2256
4.622,2256
4.639,2278
4.657,2256
4.67,2256
4.687,2256
4.705,2278
4.718,2256
4.735,2256
4.748,2256
4.766,2256
4.779,2278
4.796,2256
4.809,2256
4.826,2256
4.84,2256
4.857,2256
4.874,2256
4.887,2256
4.905,2256
4.922,2256
4.935,2256
4.953,2256
4.966,2256
4.983,2256
4.996,2256
5.014,2256
5.027,2234
5.044,2278
5.061,2234
5.075,2256
5.092,2256
5.105,2256
5.122,2256
5.14,2256
5.153,2585
5.17,2772
5.183,3027
5.201,3152
5.218,3384
5.231,3540
5.249,3652
5.262,3835
5.279,3900
5.297,3967
5.31,4109
5.323,4109
5.34,4184
5.357,4342
5.371,4341
5.388,4425
5.401,4425
5.418,4512
5.431,4602
5.449,4602
5.466,4696
5.479,4602
5.497,4602
5.514,4696
5.527,4794
5.545,4696
5.558,4794
5.575,4696
5.588,4794
5.606,4794
5.623,4794
5.636,4794
5.653,4794
5.666,4794
5.684,4896
5.697,4794
5.714,4794
5.732,4794
5.745,4794
5.762,4794
5.775,4896
5.793,4794
5.806,4896
5.823,4794
5.841,4794
5.854,4794
5.871,4794
5.884,4794
5.902,4794
5.919,4896
5.932,4896
5.949,4895
5.962,4895
5.98,4794
5.993,4896
6.01,4794
6.023,4794
6.041,4794
6.058,4896
6.071,4895
6.089,4794
6.106,4896
6.119,4895
6.136,4794
6.149,4896
6.167,4896
6.184,4896
6.197,4794
6.21,4896
6.228,4896
6.241,4896
6.258,4794
6.276,4895
6.289,4895
6.306,4895
6.324,4895
6.337,4896
6.354,4895
6.367,4895
6.385,4896
6.398,4896
6.415,4896
6.433,5002
6.446,4895
6.463,4896
6.476,4895
6.493,4896
6.506,5002
6.524,4896
6.541,4896
6.554,4896
6.572,4896
6.585,4896
6.602,4896
6.615,4896
6.633,4896
6.65,4896
6.667,4896
6.68,4793
6.698,4794
6.711,4895
6.728,4895
6.741,4895
6.759,4895
6.772,4895
6.789,4896
6.802,4896
6.82,4896
6.833,4895
6.85,4895
6.868,4895
6.881,4895
6.898,4896
6.911,4896
6.929,4896
6.946,4895
6.959,4895
6.977,4895
6.99,4895
7.007,4895
7.025,4794
7.038,4896
7.055,4895
7.068,4895
7.085,4895
7.099,4895
7.116,4896
7.133,4895
7.146,4895
7.164,4895
7.177,4895
7.194,4895
7.207,4895
7.225,4895
7.242,4896
7.255,4895
7.273,4896
7.286,4896
7.303,4896
7.316,4896
7.333,4896
