temps;APEG;TV;TPC
temps;Angle Pivot;Gyromètre;Consigne tangage PC
0015.230;-2243;22;1820
0015.246;-2223;24;1820
0015.262;-2203;26;1820
0015.278;-2143;34;1820
0015.294;-2143;32;1820
0015.310;-2103;34;1820
0015.323;-2083;30;1820
0015.339;-2063;28;1820
0015.355;-2063;22;1820
0015.371;-2003;26;1820
0015.387;-1983;22;1820
0015.401;-2023;20;1820
0015.417;-1983;20;1820
0015.433;-1963;22;1820
0015.449;-1923;22;1820
0015.465;-1923;22;1820
0015.481;-1883;30;1820
0015.497;-1863;26;1820
0015.513;-1823;26;1820
0015.526;-1803;24;1820
0015.542;-1763;26;1820
0015.558;-1763;32;1820
0015.574;-1702;38;1820
0015.587;-1682;36;1820
0015.603;-1662;36;1820
0015.619;-1642;28;1820
0015.635;-1522;40;1820
0015.651;-1562;34;1820
0015.668;-1562;30;1820
0015.683;-1522;30;1820
0015.699;-1482;26;1820
0015.713;-1462;32;1820
0015.729;-1442;28;1820
0015.745;-1442;22;1820
0015.761;-1382;26;1820
0015.777;-1362;32;1820
0015.790;-1342;36;1820
0015.806;-1362;30;1820
0015.822;-1302;28;1820
0015.838;-1282;30;1820
0015.854;-1262;26;1820
0015.870;-1182;30;1820
0015.886;-1182;28;1820
0015.899;-1142;34;1820
0015.915;-1122;30;1820
0015.931;-1102;32;1820
0015.947;-1082;30;1820
0015.963;-1062;26;1820
0015.979;-1021;30;1820
0015.995;-981;24;1820
0016.009;-981;28;1820
0016.025;-941;26;1820
0016.041;-921;26;1820
0016.057;-861;30;1820
0016.073;-861;26;1820
0016.089;-841;26;1820
0016.102;-821;26;1820
0016.118;-781;26;1820
0016.134;-761;30;1820
0016.150;-721;34;1820
0016.166;-721;28;1820
0016.179;-681;32;1820
0016.195;-661;32;1820
0016.211;-641;30;1820
0016.227;-581;32;1820
0016.243;-581;30;1820
0016.259;-541;30;1820
0016.275;-521;32;1820
0016.289;-461;30;1820
0016.305;-461;32;1820
0016.321;-441;26;1820
0016.337;-421;28;1820
0016.353;-381;28;1820
0016.366;-340;28;1820
0016.382;-340;24;1820
0016.398;-300;28;1820
0016.414;-260;26;1820
0016.430;-260;26;1820
0016.446;-220;32;1820
0016.462;-200;38;1820
0016.478;-160;28;1820
0016.494;-160;32;1820
0016.510;-100;34;1820
0016.523;-80;32;1820
0016.539;-40;32;1820
0016.555;-20;32;1820
0016.569;0;34;1820
0016.585;40;38;1820
0016.601;60;32;1820
0016.617;120;34;1820
0016.633;140;34;1820
0016.649;180;32;1820
0016.665;180;30;1820
0016.681;200;26;1820
0016.694;240;30;1820
0016.710;300;30;1820
0016.726;320;34;1820
0016.742;320;28;1820
0016.755;340;28;1820
0016.771;361;26;1820
0016.787;381;26;1820
0016.803;421;26;1820
0016.819;461;28;1820
0016.835;461;28;1820
0016.851;501;32;1820
0016.867;521;30;1820
0016.883;541;28;1820
0016.897;601;32;1820
0016.913;621;30;1820
0016.929;661;32;1820
0016.945;681;32;1820
0016.961;721;34;1820
0016.974;721;38;1820
0016.990;761;36;1820
0017.006;821;34;1820
0017.022;861;36;1820
0017.038;881;38;1820
0017.054;921;34;1820
0017.067;941;34;1820
0017.083;981;40;-1820
0017.102;1041;38;-1820
0017.115;1041;28;-1820
0017.132;1041;18;-1820
0017.145;1041;12;-1820
0017.161;1041;4;-1820
0017.177;1041;-2;-1820
0017.193;1021;-6;-1820
0017.209;1001;-12;-1820
0017.225;981;-12;-1820
0017.241;961;-14;-1820
0017.257;941;-12;-1820
0017.270;941;-10;-1820
0017.286;901;-10;-1820
0017.302;921;-6;-1820
0017.318;901;-8;-1820
0017.334;881;-10;-1820
0017.347;901;-4;-1820
0017.364;861;-6;-1820
0017.380;861;-4;-1820
0017.395;881;-4;-1820
0017.411;861;-4;-1820
0017.427;861;-4;-1820
0017.443;841;-8;-1820
0017.457;841;-10;-1820
0017.473;821;-10;-1820
0017.489;801;-10;-1820
0017.505;801;-8;-1820
0017.521;761;-10;-1820
0017.534;781;-8;-1820
0017.550;761;-6;-1820
0017.566;721;-10;-1820
0017.582;721;-10;-1820
0017.598;741;-10;-1820
0017.614;701;-10;-1820
0017.630;721;-10;-1820
0017.646;701;-10;-1820
0017.662;661;-12;-1820
0017.675;681;-8;-1820
0017.691;661;-14;-1820
0017.707;641;-14;-1820
0017.723;621;-14;-1820
0017.737;581;-16;-1820
0017.753;581;-14;-1820
0017.769;581;-18;-1820
0017.785;541;-14;-1820
0017.801;541;-14;-1820
0017.817;521;-16;-1820
0017.833;501;-16;-1820
0017.846;481;-12;-1820
0017.862;441;-18;-1820
0017.878;441;-18;-1820
0017.894;401;-18;-1820
0017.910;381;-18;-1820
0017.924;381;-18;-1820
0017.940;361;-18;-1820
0017.956;340;-20;-1820
0017.972;300;-18;-1820
0017.988;280;-16;-1820
0018.004;260;-18;-1820
0018.020;220;-18;-1820
0018.035;200;-18;-1820
0018.049;200;-20;-1820
0018.065;160;-20;-1820
0018.081;160;-20;-1820
0018.097;140;-16;-1820
0018.113;100;-20;-1820
0018.126;100;-20;-1820
0018.142;40;-22;-1820
0018.158;60;-18;-1820
0018.174;0;-22;-1820
0018.190;0;-20;-1820
0018.206;-20;-22;-1820
0018.222;-40;-20;-1820
0018.235;-100;-24;-1820
0018.251;-80;-18;-1820
0018.267;-100;-20;-1820
0018.283;-160;-24;-1820
0018.299;-180;-26;-1820
0018.313;-220;-26;-1820
0018.331;-240;-24;-1820
0018.347;-240;-20;-1820
0018.361;-280;-22;-1820
0018.377;-300;-22;-1820
0018.393;-340;-24;-1820
0018.409;-340;-22;-1820
0018.425;-561;-38;-1820
0018.438;-421;-22;-1820
0018.454;-461;-24;-1820
0018.470;-461;-24;-1820
0018.486;-521;-24;-1820
0018.502;-541;-22;-1820
0018.516;-521;-22;-1820
0018.532;-561;-22;-1820
0018.548;-601;-26;-1820
0018.564;-601;-26;-1820
0018.580;-661;-28;-1820
0018.596;-701;-28;-1820
0018.612;-721;-30;-1820
0018.628;-761;-30;-1820
0018.644;-801;-28;-1820
0018.657;-821;-28;-1820
0018.673;-841;-28;-1820
0018.689;-861;-30;-1820
0018.705;-921;-30;-1820
0018.718;-921;-26;-1820
0018.734;-961;-28;-1820
0018.750;-1001;-30;-1820
0018.766;-1041;-26;-1820
0018.782;-1062;-26;-1820
0018.798;-1082;-26;-1820
0018.814;-1102;-26;-1820
0018.827;-1142;-28;-1820
0018.843;-1162;-24;-1820
0018.859;-1222;-26;-1820
0018.875;-1222;-24;-1820
0018.891;-1242;-24;-1820
0018.907;-1282;-26;-1820
0018.921;-1322;-26;-1820
0018.937;-1362;-32;-1820
0018.953;-1382;-30;-1820
0018.969;-1422;-30;-1820
0018.985;-1442;-30;-1820
0019.001;-1502;-32;-1820
0019.014;-1502;-30;-1820
0019.030;-1542;-30;-1820
0019.046;-1562;-30;-1820
0019.062;-1622;-28;-1820
0019.078;-1642;-26;-1820
0019.094;-1642;-22;-1820
0019.108;-1682;-24;-1820
0019.124;-1702;-24;-1820
0019.140;-1682;-20;-1820
0019.156;-1742;-22;-1820
0019.172;-1763;-22;-1820
0019.188;-1803;-20;-1820
0019.204;-1823;-20;-1820
0019.217;-1843;-22;-1820
0019.233;-1883;-22;-1820
0019.249;-1923;-24;-1820
0019.265;-1923;-22;-1820
0019.281;-1963;-22;-1820
0019.294;-2143;-38;-1820
0019.310;-2003;-26;-1820
0019.326;-2043;-24;-1820
0019.342;-2063;-22;-1820
0019.358;-2103;-26;-1820
0019.374;-2123;-26;-1820
0019.390;-2163;-28;-1820
0019.403;-2183;-26;-1820
0019.419;-2183;-26;-1820
0019.436;-2243;-26;-1820
0019.452;-2243;-24;-1820
0019.467;-2303;-24;-1820
0019.481;-2323;-26;-1820
0019.497;-2323;-22;-1820
0019.513;-2363;-22;-1820
0019.529;-2403;-22;-1820
0019.545;-2423;-24;-1820
0019.561;-2423;-20;-1820
0019.577;-2504;-24;-1820
0019.593;-2484;-20;-1820
0019.606;-2504;-22;-1820
0019.622;-2544;-24;-1820
0019.638;-2544;-26;-1820
0019.654;-2604;-22;-1820
0019.670;-2584;-22;-1820
0019.686;-2644;-24;-1820
0019.702;-2644;-28;-1820
0019.716;-2704;-26;-1820
0019.732;-2724;-28;-1820
0019.750;-2764;-30;-1820
0019.764;-2784;-28;-1820
0019.780;-2784;-28;-1820
0019.793;-2844;-28;-1820
0019.809;-2864;-26;-1820
0019.825;-2904;-26;-1820
0019.841;-2924;-24;-1820
0019.857;-2964;-28;-1820
0019.873;-2984;-26;-1820
0019.889;-3024;-28;-1820
0019.905;-3044;-28;-1820
0019.918;-3064;-28;-1820
0019.934;-3104;-32;-1820
0019.950;-3124;-28;-1820
0019.966;-3165;-26;-1820
0019.982;-3185;-28;-1820
0019.998;-3225;-30;-1820
0020.014;-3265;-30;-1820
0020.028;-3285;-28;-1820
0020.044;-3325;-30;-1820
0020.060;-3345;-28;-1820
0020.076;-3365;-24;-1820
0020.092;-3405;-26;-1820
0020.105;-3445;-26;-1820
0020.121;-3485;-26;-1820
0020.137;-3485;-26;-1820
0020.153;-3525;-28;-1820
0020.169;-3545;-26;-1820
0020.185;-3585;-26;-1820
0020.198;-3585;-24;-1820
0020.214;-3645;-28;-1820
0020.230;-3665;-26;-1820
0020.246;-3705;-26;-1820
0020.276;-3765;-26;-1820
0020.292;-3765;-26;-1820
0020.308;-3785;-26;-1820
0020.324;-3825;-28;-1820
0020.340;-3846;-26;-1820
0020.356;-3886;-26;-1820
0020.372;-3926;-26;-1820
0020.385;-3946;-26;-1820
0020.401;-3986;-26;-1820
0020.417;-4006;-24;-1820
0020.433;-4026;-22;-1820
0020.449;-4046;-24;-1820
0020.462;-4086;-22;-1820
0020.478;-4106;-24;-1820
0020.494;-4106;-26;-1820
0020.510;-4166;-26;-1820
0020.526;-4206;-28;-1820
0020.542;-4226;-28;-1820
0020.558;-4226;-24;-1820
0020.572;-4226;-22;-1820
0020.588;-4266;-22;-1820
0020.604;-4326;-26;-1820
0020.620;-4326;-22;-1820
0020.636;-4386;-22;-1820
0020.652;-4406;-24;-1820
0020.665;-4406;-20;-1820
0020.681;-4466;-22;-1820
0020.697;-4486;-22;-1820
0020.713;-4506;-28;-1820
0020.729;-4526;-26;-1820
0020.745;-4547;-24;-1820
0020.761;-4587;-22;-1820
0020.774;-4607;-26;-1820
0020.790;-4647;-28;-1820
0020.806;-4687;-26;-1820
0020.822;-4707;-26;-1820
0020.838;-4727;-26;-1820
0020.852;-4767;-26;-1820
0020.868;-4767;-28;-1820
0020.884;-4807;-30;-1820
0020.900;-4827;-26;-1820
0020.916;-4887;-28;-1820
0020.932;-4847;-22;-1820
0020.948;-4907;-22;-1820
0020.961;-4927;-20;-1820
0020.977;-4967;-22;-1820
0020.993;-4987;-24;-1820
0021.009;-5007;-22;-1820
0021.025;-5047;-22;-1820
0021.038;-5087;-22;-1820
0021.054;-5107;-20;-1820
0021.070;-5107;-20;-1820
0021.086;-5167;-24;-1820
0021.102;-5147;-24;-1820
0021.118;-5227;-26;-1820
0021.134;-5227;-24;-1820
0021.150;-5248;-24;-1820
0021.164;-5268;-26;-1820
0021.180;-5308;-30;-1820
0021.196;-5308;-26;-1820
0021.212;-5348;-20;-1820
0021.228;-5388;-22;-1820
0021.241;-5428;-26;-1820
0021.257;-5428;-22;-1820
0021.273;-5468;-22;-1820
0021.289;-5468;-20;-1820
0021.305;-5508;-22;-1820
0021.321;-5528;-20;-1820
0021.337;-5548;-20;-1820
0021.350;-5568;-20;-1820
0021.366;-5588;-20;-1820
0021.382;-5608;-18;-1820
0021.398;-5648;-22;-1820
0021.414;-5688;-24;-1820
0021.428;-5688;-24;-1820
0021.444;-5728;-24;-1820
0021.460;-5728;-24;-1820
0021.476;-5788;-24;-1820
0021.492;-5768;-22;-1820
0021.508;-5808;-22;-1820
0021.524;-5828;-24;-1820
0021.540;-5868;-22;-1820
0021.556;-5868;-20;-1820
0021.569;-5929;-24;-1820
0021.585;-5969;-24;-1820
0021.601;-5969;-24;-1820
0021.617;-5989;-26;-1820
0021.630;-6029;-26;-1820
0021.646;-6029;-26;-1820
0021.662;-6029;-24;-1820
0021.678;-6049;-22;-1820
0021.694;-6109;-22;-1820
0021.710;-6089;-18;-1820
0021.726;-6129;-20;-1820
0021.742;-6169;-22;-1820
0021.756;-6169;-24;-1820
0021.772;-6189;-24;-1820
0021.788;-6189;-22;-1820
0021.804;-6189;-24;-1820
0021.817;-6209;-18;-1820
0021.833;-6209;-4;-1820
0021.849;-6149;8;-1820
0021.865;-6209;4;-1820
0021.881;-6229;-2;-1820
0021.897;-6229;0;-1820
0021.926;-6229;10;-1820
0021.958;-6209;4;-1820
0021.974;-6229;0;-1820
0021.990;-6169;6;-1820
0022.006;-6229;-2;-1820
0022.020;-6209;0;-1820
0022.038;-6189;4;-1820
0022.052;-6229;-4;-1820
0022.068;-6229;0;-1820
0022.084;-6189;6;1820
0022.100;-6229;2;1820
0022.116;-6229;4;1820
0022.129;-6209;8;1820
0022.145;-6209;8;1820
0022.161;-6229;8;1820
0022.177;-6229;6;1820
0022.193;-6189;6;1820
0022.209;-6209;0;1820
0022.222;-6209;-2;1820
0022.238;-6189;-2;1820
0022.257;-6209;2;1820
0022.270;-6209;2;1820
0022.286;-6209;4;1820
0022.302;-6229;-2;1820
0022.332;-6209;4;1820
0022.348;-6189;6;1820
0022.364;-6229;0;1820
0022.380;-6189;0;1820
0022.396;-6189;6;1820
0022.409;-6229;4;1820
0022.425;-6209;4;1820
0022.441;-6209;4;1820
0022.457;-6189;6;1820
0022.473;-6209;4;1820
0022.489;-6229;4;1820
0022.518;-6209;6;1820
0022.534;-6189;4;1820
0022.550;-6189;4;1820
0022.566;-6209;2;1820
0022.582;-6209;6;1820
0022.598;-6229;2;1820
0022.612;-6229;4;1820
0022.628;-6189;6;1820
0022.644;-6229;4;1820
0022.660;-6209;4;1820
0022.676;-6189;4;1820
0022.692;-6229;4;1820
0022.708;-6209;6;1820
0022.721;-6209;8;1820
0022.737;-6209;2;1820
0022.753;-6209;2;1820
0022.769;-6229;0;1820
0022.785;-6189;4;1820
0022.798;-6209;6;1820
0022.814;-6209;8;1820
0022.830;-6189;10;1820
0022.846;-6189;10;1820
0022.862;-6189;12;1820
0022.878;-6189;8;1820
0022.908;-6189;6;1820
0022.924;-6169;6;1820
0022.940;-6189;6;1820
0022.956;-6189;-2;1820
0022.972;-6169;6;1820
0022.985;-6169;6;1820
0023.001;-6169;4;1820
0023.017;-6189;8;1820
0023.033;-6169;8;1820
0023.049;-6149;10;1820
0023.078;-6169;8;1820
0023.110;-6169;8;1820
0023.126;-6129;6;1820
0023.142;-6149;4;1820
0023.158;-6129;8;1820
0023.174;-6149;4;1820
0023.188;-6149;8;1820
0023.204;-6109;10;1820
0023.220;-6149;10;1820
0023.236;-6109;10;1820
0023.252;-6109;10;1820
0023.268;-6089;12;1820
0023.284;-6089;12;1820
0023.297;-6069;14;1820
0023.329;-6049;14;1820
0023.345;-6049;16;1820
0023.361;-6009;16;1820
0023.374;-6009;18;1820
0023.390;-6009;18;1820
0023.406;-5969;18;1820
0023.422;-5969;16;1820
0023.438;-5929;16;1820
0023.454;-5949;14;1820
0023.484;-5868;14;1820
0023.500;-5888;20;1820
0023.516;-5868;14;1820
0023.532;-5888;14;1820
0023.548;-5848;18;1820
0023.564;-5848;16;1820
0023.577;-5868;14;1820
0023.593;-5828;20;1820
0023.609;-5808;14;1820
0023.625;-5788;16;1820
0023.641;-5768;16;1820
0023.670;-5748;18;1820
0023.686;-5728;20;1820
0023.702;-5708;16;1820
0023.718;-5688;20;1820
0023.734;-5668;20;1820
0023.750;-5648;20;1820
0023.766;-5628;22;1820
0023.780;-5608;22;1820
0023.796;-5628;22;1820
0023.812;-5588;20;1820
0023.828;-5588;16;1820
0023.844;-5528;20;1820
0023.873;-5528;20;1820
0023.889;-5508;16;1820
0023.905;-5488;18;1820
0023.921;-5488;14;1820
0023.937;-5448;20;1820
0023.953;-5448;24;1820
0023.966;-5428;22;1820
0023.982;-5368;28;1820
0023.998;-5328;26;1820
0024.014;-5328;26;1820
0024.030;-5328;22;1820
0024.046;-5288;26;1820
0024.076;-4927;56;1820
0024.092;-5187;28;1820
0024.108;-5187;28;1820
0024.124;-5167;30;1820
0024.140;-5127;30;1820
0024.153;-5147;26;1820
0024.169;-5107;24;1820
0024.185;-5107;20;1820
0024.201;-5107;16;1820
0024.217;-5087;16;1820
0024.233;-5067;16;1820
0024.262;-5027;20;1820
0024.278;-5007;24;1820
0024.294;-5007;24;1820
0024.310;-4927;22;1820
0024.326;-4927;24;1820
0024.342;-4907;24;1820
0024.358;-4887;24;1820
0024.372;-4887;22;1820
0024.390;-4847;24;1820
0024.404;-4867;20;1820
0024.420;-4827;22;1820
0024.449;-4767;20;1820
0024.465;-4767;22;1820
0024.481;-4727;24;1820
0024.497;-4747;24;1820
0024.513;-4687;28;1820
0024.529;-4667;26;1820
0024.545;-4627;26;1820
0024.561;-4607;30;1820
0024.574;-4587;32;1820
0024.590;-4547;30;1820
0024.606;-4526;26;1820
0024.636;-4486;24;1820
0024.668;-4446;28;1820
0024.684;-4406;28;1820
0024.700;-4386;22;1820
0024.716;-4366;22;1820
0024.732;-4346;20;1820
0024.745;-4326;24;1820
0024.761;-4326;24;1820
0024.777;-4286;26;1820
0024.793;-4286;24;1820
0024.809;-4246;26;1820
0024.838;-4206;24;1820
0024.854;-4186;22;1820
0024.870;-4186;18;1820
0024.886;-4166;24;1820
0024.902;-4126;22;1820
0024.918;-4126;24;1820
0024.932;-4086;24;1820
0024.948;-4086;22;1820
0024.964;-4046;22;1820
0024.980;-4046;24;1820
0024.996;-4006;24;1820
0025.012;-3986;24;1820
0025.041;-3966;24;1820
0025.057;-3926;20;1820
0025.073;-3906;28;1820
0025.089;-3906;24;1820
0025.105;-3866;26;1820
0025.121;-3825;22;1820
0025.134;-3785;28;1820
0025.153;-3805;22;1820
0025.166;-3765;26;1820
0025.182;-3725;26;1820
0025.198;-3705;30;1820
0025.244;-3645;24;1820
0025.260;-3625;22;1820
0025.276;-3625;24;1820
0025.292;-3585;24;1820
0025.308;-3545;24;1820
0025.324;-3505;30;1820
0025.337;-3525;20;1820
0025.353;-3485;22;1820
0025.369;-3485;26;1820
0025.385;-3445;24;1820
0025.414;-3405;24;1820
0025.446;-3365;22;1820
0025.462;-3365;20;1820
0025.478;-3345;24;1820
0025.494;-3305;24;1820
0025.510;-3285;20;1820
0025.524;-3305;16;1820
0025.540;-3265;20;1820
0025.556;-3225;18;1820
0025.572;-3225;16;1820
0025.588;-3225;18;1820
0025.617;-3205;16;1820
0025.633;-3145;22;1820
0025.649;-3145;24;1820
0025.665;-3104;20;1820
0025.681;-3084;22;1820
0025.697;-3084;28;1820
0025.710;-3044;28;1820
0025.726;-3044;24;1820
0025.742;-3004;24;1820
0025.758;-2964;22;1820
0025.774;-2944;24;1820
0025.790;-2944;26;1820
0025.820;-2864;28;1820
0025.836;-2844;24;1820
0025.852;-2804;26;1820
0025.868;-2784;30;1820
0025.884;-2764;34;1820
0025.900;-2744;36;1820
0025.916;-2724;30;1820
0025.932;-2684;28;1820
0025.945;-2684;26;1820
0025.961;-2664;26;1820
0025.977;-2664;22;1820
0026.006;-2584;24;1820
0026.022;-2564;22;1820
0026.038;-2524;22;1820
0026.054;-2524;26;1820
0026.070;-2524;30;1820
0026.086;-2484;32;1820
0026.102;-2444;28;1820
0026.116;-2444;28;1820
0026.132;-2403;30;1820
0026.148;-2383;28;1820
0026.164;-2383;26;1820
0026.180;-2343;22;1820
0026.196;-2343;20;1820
0026.225;-2303;18;1820
0026.241;-2303;20;1820
0026.257;-2283;18;1820
0026.273;-2243;18;1820
0026.289;-2263;20;1820
0026.302;-2223;24;1820
0026.321;-2203;24;1820
0026.334;-2183;24;1820
0026.350;-2143;24;1820
0026.366;-2143;22;1820
0026.380;-2123;26;1820
0026.398;-2103;22;1820
0026.412;-2063;22;1820
0026.428;-2043;24;1820
0026.444;-2023;24;1820
0026.460;-1983;28;1820
0026.476;-1963;26;1820
0026.492;-1943;22;1820
0026.505;-1903;22;1820
0026.521;-1883;28;1820
0026.537;-1843;32;1820
0026.553;-1823;36;1820
0026.582;-1783;32;1820
0026.598;-1763;28;1820
0026.614;-1702;30;1820
0026.630;-1722;30;1820
0026.646;-1682;30;1820
0026.662;-1642;26;1820
0026.678;-1622;26;1820
0026.692;-1642;24;1820
0026.708;-1602;26;1820
0026.724;-1602;26;1820
0026.740;-1582;24;1820
0026.756;-1542;22;1820
0026.785;-1502;26;1820
0026.801;-1482;30;1820
0026.817;-1462;24;1820
0026.833;-1442;22;1820
0026.849;-1422;20;1820
0026.865;-1402;20;1820
0026.881;-1362;24;1820
0026.894;-1342;24;1820
0026.913;-1302;24;1820
0026.926;-1302;26;1820
0026.942;-1262;34;1820
0026.972;-1222;34;1820
0027.004;-1162;34;1820
0027.020;-1082;28;1820
0027.036;-1082;30;1820
0027.052;-1102;30;-1820
0027.068;-1021;30;-1820
0027.081;-1041;28;-1820
0027.097;-1021;20;-1820
0027.113;-1021;14;-1820
0027.129;-1041;2;-1820
0027.145;-1021;0;-1820
0027.158;-1041;-2;-1820
0027.174;-1041;-8;-1820
0027.190;-1082;-10;-1820
0027.206;-1082;-8;-1820
0027.222;-1102;-8;-1820
0027.238;-1122;-10;-1820
0027.254;-1122;-10;-1820
0027.268;-1102;-8;-1820
0027.284;-1122;-8;-1820
0027.300;-1142;-8;-1820
0027.316;-1142;-8;-1820
0027.332;-1162;-6;-1820
0027.361;-1162;-2;-1820
0027.380;-1182;-4;-1820
0027.393;-1202;-6;-1820
0027.409;-1202;-8;-1820
0027.425;-1182;-6;-1820
0027.441;-1222;-6;-1820
0027.457;-1222;-4;-1820
0027.473;-1222;-6;-1820
0027.486;-1242;-10;-1820
0027.502;-1242;-8;-1820
0027.518;-1262;-10;-1820
0027.534;-1302;-14;-1820
0027.548;-1282;-12;-1820
0027.566;-1322;-14;-1820
0027.580;-1302;-14;-1820
0027.596;-1322;-10;-1820
0027.612;-1342;-12;-1820
0027.628;-1362;-12;-1820
0027.644;-1382;-12;-1820
0027.660;-1382;-14;-1820
0027.673;-1402;-10;-1820
0027.692;-1462;-12;-1820
0027.705;-1442;-10;-1820
0027.721;-1442;-8;-1820
0027.737;-1442;-8;-1820
0027.753;-1462;-10;-1820
0027.766;-1482;-10;-1820
0027.782;-1482;-10;-1820
0027.798;-1522;-12;-1820
0027.814;-1522;-12;-1820
0027.830;-1542;-14;-1820
0027.846;-1582;-16;-1820
0027.860;-1562;-16;-1820
0027.878;-1602;-18;-1820
0027.892;-1642;-20;-1820
0027.908;-1662;-18;-1820
0027.924;-1662;-18;-1820
0027.937;-1682;-18;-1820
0027.953;-1722;-18;-1820
0027.969;-1722;-16;-1820
0027.985;-1763;-16;-1820
0028.001;-1742;-16;-1820
0028.017;-1783;-16;-1820
0028.033;-1823;-18;-1820
0028.046;-1803;-16;-1820
0028.065;-1843;-16;-1820
0028.078;-1863;-18;-1820
0028.094;-1863;-16;-1820
0028.110;-1883;-18;-1820
0028.126;-1903;-18;-1820
0028.140;-1903;-16;-1820
0028.158;-1943;-16;-1820
0028.172;-1963;-14;-1820
0028.188;-1983;-14;-1820
0028.204;-1983;-12;-1820
0028.220;-2023;-16;-1820
0028.236;-2043;-22;-1820
0028.252;-2063;-20;-1820
0028.265;-2103;-22;-1820
0028.281;-2143;-22;-1820
0028.297;-2123;-18;-1820
0028.313;-2163;-22;-1820
0028.329;-2183;-20;-1820
0028.345;-2223;-22;-1820
0028.358;-2263;-22;-1820
0028.374;-2263;-22;-1820
0028.390;-2303;-22;-1820
0028.406;-2303;-20;-1820
0028.422;-2323;-20;-1820
0028.438;-2363;-20;-1820
0028.452;-2383;-18;-1820
0028.470;-2403;-22;-1820
0028.484;-2423;-22;-1820
0028.500;-2464;-22;-1820
0028.529;-2524;-24;-1820
0028.561;-2564;-22;-1820
0028.577;-2584;-22;-1820
0028.596;-2604;-22;-1820
0028.609;-2604;-20;-1820
0028.625;-2664;-22;-1820
0028.638;-2684;-22;-1820
0028.654;-2684;-22;-1820
0028.670;-2744;-24;-1820
0028.686;-2764;-28;-1820
0028.702;-2784;-24;-1820
0028.718;-2824;-24;-1820
0028.732;-2844;-26;-1820
0028.748;-2864;-24;-1820
0028.764;-2884;-24;-1820
0028.780;-2924;-26;-1820
0028.796;-2944;-26;-1820
0028.812;-2984;-24;-1820
0028.825;-3004;-24;-1820
0028.841;-3044;-24;-1820
0028.857;-3064;-24;-1820
0028.873;-3084;-24;-1820
0028.889;-3124;-26;-1820
0028.905;-3165;-26;-1820
0028.918;-3165;-22;-1820
0028.937;-3185;-22;-1820
0028.950;-3205;-22;-1820
0028.966;-3245;-24;-1820
0028.982;-3265;-24;-1820
0028.998;-3285;-26;-1820
0029.014;-3325;-26;-1820
0029.030;-3365;-28;-1820
0029.044;-3385;-28;-1820
0029.060;-3425;-30;-1820
0029.076;-3425;-30;-1820
0029.092;-3485;-28;-1820
0029.121;-3545;-26;-1820
0029.140;-3585;-26;-1820
0029.153;-3625;-28;-1820
0029.169;-3645;-26;-1820
0029.185;-3645;-24;-1820
0029.201;-3665;-22;-1820
0029.217;-3705;-22;-1820
0029.233;-3745;-22;-1820
0029.249;-3725;-20;-1820
0029.262;-3765;-20;-1820
0029.278;-3805;-22;-1820
0029.292;-3785;-22;-1820
0029.310;-3825;-18;-1820
0029.324;-3846;-18;-1820
0029.340;-3906;-20;-1820
0029.356;-3886;-20;-1820
0029.372;-3926;-18;-1820
0029.388;-3966;-24;-1820
0029.404;-3986;-22;-1820
0029.420;-4026;-24;-1820
0029.436;-4026;-22;-1820
0029.449;-4046;-20;-1820
0029.465;-4086;-24;-1820
0029.481;-4106;-22;-1820
0029.497;-4146;-20;-1820
0029.510;-4166;-22;-1820
0029.526;-4186;-20;-1820
0029.542;-4186;-18;-1820
0029.558;-4206;-18;-1820
0029.574;-4266;-22;-1820
0029.590;-4246;-22;-1820
0029.604;-4286;-24;-1820
0029.622;-4306;-22;-1820
0029.636;-4326;-22;-1820
0029.652;-4366;-22;-1820
0029.668;-4386;-22;-1820
0029.684;-4406;-20;-1820
0029.697;-4446;-22;-1820
0029.716;-4466;-24;-1820
0029.729;-4486;-24;-1820
0029.745;-4547;-26;-1820
0029.761;-4547;-22;-1820
0029.777;-4567;-26;-1820
0029.793;-4607;-24;-1820
0029.809;-4627;-22;-1820
0029.822;-4647;-24;-1820
0029.838;-4667;-20;-1820
0029.854;-4667;-20;-1820
0029.870;-4727;-20;-1820
0029.886;-4767;-24;-1820
0029.902;-4767;-20;-1820
0029.916;-4767;-20;-1820
0029.932;-4827;-22;-1820
0029.948;-4847;-26;-1820
0029.964;-4867;-22;-1820
0029.980;-4907;-24;-1820
0029.996;-4947;-22;-1820
0030.009;-4947;-24;-1820
0030.028;-4967;-20;-1820
0030.041;-4987;-22;-1820
0030.057;-5027;-20;-1820
0030.070;-5047;-22;-1820
0030.089;-5067;-22;-1820
0030.102;-5107;-24;-1820
0030.118;-5127;-22;-1820
0030.134;-5147;-20;-1820
0030.150;-5187;-22;-1820
0030.166;-5187;-20;-1820
0030.182;-5207;-22;-1820
0030.198;-5227;-18;-1820
0030.214;-5268;-20;-1820
0030.228;-5308;-24;-1820
0030.244;-5328;-26;-1820
0030.260;-5348;-26;-1820
0030.276;-5368;-24;-1820
0030.289;-5408;-26;-1820
0030.321;-5468;-26;-1820
0030.337;-5488;-26;-1820
0030.353;-5528;-28;-1820
0030.369;-5548;-26;-1820
0030.382;-5588;-30;-1820
0030.401;-5628;-26;-1820
0030.414;-5648;-28;-1820
0030.430;-5688;-28;-1820
