temps;APEG;TV;TPC
temps;Angle Pivot;Gyromètre;Consigne tangage PC
0030.446;-5708;-28;-1820
0030.462;-5748;-28;-1820
0030.478;-5768;-28;-1820
0030.494;-5788;-26;-1820
0030.508;-5828;-28;-1820
0030.524;-5868;-26;-1820
0030.540;-5868;-24;-1820
0030.556;-5929;-28;-1820
0030.572;-5929;-28;-1820
0030.588;-5989;-28;-1820
0030.601;-5989;-28;-1820
0030.617;-6029;-28;-1820
0030.633;-6049;-26;-1820
0030.649;-6069;-26;-1820
0030.662;-6109;-28;-1820
0030.678;-6129;-28;-1820
0030.694;-6129;-28;-1820
0030.710;-6149;-24;-1820
0030.726;-6189;-28;-1820
0030.742;-6209;-26;-1820
0030.758;-6209;-24;-1820
0030.772;-6189;-2;-1820
0030.790;-6189;8;-1820
0030.804;-6209;6;-1820
0030.820;-6209;0;-1820
0030.836;-6209;-4;-1820
0030.865;-6189;6;-1820
0030.881;-6189;2;-1820
0030.897;-6229;-2;-1820
0030.913;-6229;-4;-1820
0030.929;-6209;-2;-1820
0030.945;-6189;-4;-1820
0030.961;-6209;-4;-1820
0030.974;-6229;6;-1820
0030.990;-6209;10;-1820
0031.006;-6149;4;-1820
0031.022;-6209;6;-1820
0031.038;-6209;4;-1820
0031.068;-6189;4;-1820
0031.084;-6189;2;-1820
0031.100;-6229;-2;-1820
0031.116;-6209;0;-1820
0031.132;-6189;4;-1820
0031.148;-6189;0;-1820
0031.161;-6209;4;-1820
0031.177;-6249;4;-1820
0031.193;-6209;4;-1820
0031.209;-6209;4;-1820
0031.225;-6209;4;-1820
0031.254;-6209;4;-1820
0031.270;-6229;2;-1820
0031.286;-6189;4;-1820
0031.302;-6229;4;-1820
0031.318;-6209;4;-1820
0031.334;-6149;4;-1820
0031.350;-6269;6;-1820
0031.366;-6209;0;-1820
0031.380;-6209;4;-1820
0031.396;-6209;4;-1820
0031.412;-6169;4;-1820
0031.428;-6209;6;-1820
0031.441;-6229;0;-1820
0031.457;-6189;4;-1820
0031.473;-6249;0;-1820
0031.489;-6189;4;-1820
0031.505;-6229;4;-1820
0031.521;-6189;6;-1820
0031.537;-6229;0;-1820
0031.553;-6209;4;-1820
0031.566;-6229;0;-1820
0031.582;-6209;4;-1820
0031.598;-6209;4;-1820
0031.614;-6229;0;-1820
0031.630;-6209;6;-1820
0031.644;-6209;2;-1820
0031.660;-6189;4;-1820
0031.676;-6169;4;-1820
0031.692;-6229;4;-1820
0031.708;-6189;6;-1820
0031.724;-6189;4;-1820
0031.740;-6209;4;-1820
0031.753;-6269;2;-1820
0031.769;-6229;0;-1820
0031.785;-6209;4;-1820
0031.801;-6209;4;-1820
0031.817;-6229;6;-1820
0031.830;-6189;4;-1820
0031.846;-6229;0;-1820
0031.862;-6209;2;-1820
0031.878;-6209;4;-1820
0031.894;-6209;2;-1820
0031.910;-6229;0;-1820
0031.926;-6209;4;-1820
0031.942;-6209;0;-1820
0031.958;-6209;4;-1820
0031.972;-6209;4;-1820
0031.988;-6209;2;-1820
0032.004;-6209;4;-1820
