temps;MDR;TRH1;EFN
0002.681;05061;06088; 00490
0002.697;05057;06252; 00471
0002.713;05050;06252; 00471
0002.729;05043;06252; 00461
0002.742;05043;06088; 00451
0002.758;05036;06088; 00451
0002.774;05032;06088; 00471
0002.790;05025;05932; 00481
0002.803;05025;06088; 00490
0002.819;05018;05932; 00500
0002.835;05011;06088; 00471
0002.851;05004;05932; 00451
0002.867;04997;05932; 00461
0002.883;04997;05932; 00461
0002.899;04990;05932; 00461
0002.913;04983;05932; 00461
0002.929;04972;05932; 00441
0002.947;04972;05932; 00432
0002.961;04965;05932; 00451
0002.977;04958;05932; 00441
0002.990;04950;05783; 00441
0003.006;04940;05784; 00432
0003.022;04940;05784; 00432
0003.038;04933;05783; 00432
0003.054;04925;05643; 00441
0003.070;04915;05642; 00432
0003.086;04908;05643; 00432
0003.102;04901;05642; 00432
0003.115;04901;05643; 00432
0003.131;04890;05643; 00441
0003.150;04883;05643; 00432
0003.163;04883;05508; 00432
0003.179;04872;05508; 00412
0003.195;04865;05380; 00422
0003.225;04854;05380; 00412
0003.241;04847;05380; 00412
0003.257;04836;05380; 00412
0003.273;04829;05380; 00412
0003.289;04818;05258; 00412
0003.302;04818;05258; 00412
0003.318;04808;05380; 00402
0003.334;04801;05257; 00402
0003.350;04790;05258; 00402
0003.366;04790;05258; 00392
0003.382;04783;05141; 00383
0003.398;04776;05141; 00383
0003.414;04769;05141; 00353
0003.427;04758;05141; 00343
0003.446;04758;05029; 00363
0003.459;04751;05029; 00353
0003.475;04740;05029; 00353
0003.491;04729;04922; 00363
0003.505;04729;04922; 00363
0003.521;04722;04922; 00353
0003.537;04712;04819; 00353
0003.553;04704;04820; 00343
0003.569;04694;04819; 00324
0003.585;04694;04721; 00343
0003.601;04687;04721; 00353
0003.614;04676;04721; 00353
0003.630;04669;04721; 00363
0003.646;04669;04627; 00353
0003.662;04658;04627; 00353
0003.678;04644;04627; 00353
0003.691;04644;04536; 00353
0003.707;04633;04536; 00363
0003.726;04626;04449; 00353
0003.739;04626;04449; 00353
0003.755;04619;04449; 00353
0003.771;04608;04365; 00353
0003.787;04608;04284; 00353
0003.803;04601;04284; 00353
0003.817;04594;04206; 00343
0003.833;04587;04206; 00353
0003.849;04576;04206; 00343
0003.865;04576;04131; 00343
0003.881;04569;04058; 00343
0003.910;04555;04058; 00343
0003.926;04555;03988; 00334
0003.942;04547;03921; 00324
0003.958;04540;03921; 00324
0003.974;04533;03855; 00324
0003.990;04526;03855; 00324
0004.003;04526;03855; 00324
0004.019;04523;03731; 00324
0004.035;04515;03731; 00324
0004.051;04508;03731; 00324
0004.067;04508;03672; 00324
0004.083;04501;03615; 00324
0004.099;04498;03559; 00324
0004.115;04490;03559; 00324
0004.129;04487;03505; 00324
0004.145;04487;03505; 00324
0004.161;04480;03453; 00324
0004.177;04476;03402; 00314
0004.193;04469;03353; 00314
0004.206;04469;03352; 00314
0004.225;04465;03305; 00314
0004.238;04462;03305; 00314
0004.254;04458;03258; 00314
0004.270;04451;03213; 00314
0004.286;04448;03169; 00314
0004.302;04444;03169; 00314
0004.315;04444;03126; 00314
0004.334;04440;03084; 00314
0004.347;04440;03043; 00314
0004.363;04437;03043; 00314
0004.379;04437;03004; 00314
0004.393;04433;02966; 00314
0004.409;04433;02966; 00314
0004.425;04430;02928; 00314
0004.441;04426;02891; 00314
0004.457;04426;02856; 00314
0004.473;04423;02856; 00314
0004.489;04423;02787; 00314
0004.505;04423;02821; 00314
0004.518;04419;02754; 00314
0004.534;04419;02754; 00314
0004.550;04419;02721; 00314
0004.566;04419;02721; 00314
0004.582;04416;02659; 00314
0004.611;04416;02628; 00314
0004.643;04416;02629; 00314
0004.659;04416;02599; 00314
0004.675;04416;02542; 00314
0004.691;04416;02542; 00314
0004.705;04416;02514; 00314
0004.721;04419;02514; 00314
0004.737;04419;02514; 00314
0004.753;04419;02487; 00314
0004.769;04419;02487; 00314
0004.785;04423;02461; 00314
0004.801;04423;02461; 00314
0004.817;04426;02435; 00304
0004.830;04426;02435; 00304
0004.849;04426;02435; 00304
0004.862;04430;02409; 00304
0004.878;04433;02435; 00304
0004.894;04433;02409; 00294
0004.910;04440;02409; 00294
0004.923;04440;02409; 00294
0004.939;04440;02435; 00294
0004.955;04444;02409; 00294
0004.971;04448;02409; 00294
0004.987;04451;02409; 00294
0005.003;04451;02435; 00294
0005.017;04458;02435; 00294
0005.033;04462;02461; 00294
0005.049;04465;02461; 00294
0005.065;04469;02461; 00294
0005.081;04469;02487; 00294
0005.094;04476;02487; 00284
0005.110;04480;02514; 00284
0005.126;04487;02542; 00284
0005.142;04487;02570; 00284
0005.158;04490;02570; 00284
0005.174;04498;02570; 00284
0005.190;04501;02628; 00284
0005.206;04508;02628; 00284
0005.219;04508;02658; 00284
0005.235;04515;02690; 00284
0005.251;04523;02689; 00284
0005.267;04526;02721; 00284
0005.283;04526;02787; 00284
0005.313;04540;02856; 00284
0005.329;04540;02855; 00284
0005.345;04547;02891; 00284
0005.361;04555;02928; 00284
0005.377;04562;02965; 00284
0005.393;04569;03004; 00284
0005.406;04576;03043; 00284
0005.422;04576;03084; 00284
0005.438;04587;03084; 00284
0005.454;04594;03126; 00284
0005.470;04601;03169; 00284
0005.486;04608;03258; 00284
0005.502;04619;03258; 00284
0005.518;04626;03352; 00275
0005.531;04626;03352; 00275
0005.550;04633;03402; 00275
0005.564;04633;03452; 00275
0005.579;04644;03505; 00275
0005.595;04651;03559; 00275
0005.611;04658;03614; 00275
0005.625;04658;03614; 00275
0005.641;04669;03731; 00275
0005.657;04676;03731; 00284
0005.673;04687;03731; 00275
0005.689;04687;03855; 00275
0005.705;04694;03921; 00275
0005.718;04704;03920; 00275
0005.734;04712;03921; 00275
0005.750;04712;03988; 00275
0005.766;04722;04058; 00275
0005.782;04729;04131; 00275
0005.795;04740;04130; 00275
0005.811;04751;04205; 00275
0005.827;04751;04205; 00275
0005.843;04758;04206; 00275
0005.859;04769;04284; 00284
0005.875;04776;04365; 00284
0005.891;04783;04448; 00284
0005.908;04783;04448; 00284
0005.921;04790;04535; 00284
0005.937;04801;04627; 00284
0005.953;04808;04626; 00284
0005.969;04808;04626; 00294
0005.985;04818;04626; 00304
0006.014;04836;04819; 00284
0006.030;04836;04819; 00284
0006.046;04847;04819; 00294
0006.062;04854;04819; 00294
0006.078;04872;04922; 00294
0006.094;04872;04922; 00304
0006.108;04872;04922; 00314
0006.124;04883;05029; 00304
0006.139;04890;05140; 00314
0006.155;04901;05029; 00343
0006.171;04908;05140; 00343
0006.187;04908;05257; 00343
0006.203;04915;05257; 00353
0006.219;04925;05257; 00353
0006.235;04933;05257; 00353
0006.249;04933;05257; 00373
0006.265;04940;05380; 00363
0006.281;04950;05257; 00373
0006.297;04958;05380; 00363
0006.310;04965;05380; 00353
0006.326;04965;05508; 00363
0006.342;04972;05508; 00363
0006.358;04983;05508; 00363
0006.374;04990;05642; 00363
0006.390;04990;05642; 00363
0006.406;04997;05642; 00363
0006.420;05004;05642; 00363
0006.436;05011;05783; 00353
0006.452;05018;05642; 00363
0006.468;05018;05783; 00363
0006.484;05025;05783; 00363
0006.497;05032;05783; 00363
0006.516;05036;05783; 00363
0006.529;05036;05783; 00373
0006.545;05043;05783; 00373
0006.561;05050;05932; 00373
0006.577;05057;05932; 00373
0006.593;05068;05931; 00383
0006.609;05068;05932; 00373
0006.622;05072;06088; 00383
0006.638;05079;06088; 00392
0006.654;05082;05932; 00392
0006.670;05082;05932; 00392
0006.686;05093;06087; 00402
0006.699;05093;06087; 00412
0006.716;05097;06088; 00422
0006.731;05097;06088; 00432
0006.747;05100;06087; 00432
0006.763;05107;06252; 00412
0006.779;05111;06087; 00402
0006.796;05114;06088; 00412
0006.809;05114;06252; 00412
0006.825;05118;06252; 00422
0006.841;05122;06088; 00422
0006.857;05122;06252; 00432
0006.873;05122;06252; 00451
0006.889;05125;06252; 00471
0006.918;05132;06088; 00490
0006.950;05132;06252; 00549
0006.966;05132;06252; 00549
0006.982;05136;06252; 00569
0006.998;05136;06252; 00569
0007.012;05139;06252; 00569
0007.028;05139;06252; 00569
0007.044;05139;06252; 00569
0007.060;05139;06252; 00579
0007.076;05143;06252; 00579
0007.092;05143;06425; 00589
0007.108;05143;06252; 00589
0007.121;05143;06252; 00589
0007.137;05143;06252; 00598
0007.153;05143;06426; 00598
0007.169;05143;06426; 00589
0007.185;05143;06252; 00589
0007.198;05143;06252; 00569
0007.214;05139;06252; 00559
0007.230;05139;06252; 00549
0007.246;05139;06252; 00540
0007.262;05136;06426; 00540
0007.278;05136;06252; 00540
0007.294;05132;06252; 00540
0007.310;05132;06425; 00540
0007.324;05132;06425; 00530
0007.340;05132;06252; 00510
0007.356;05129;06252; 00510
0007.372;05125;06426; 00510
0007.388;05122;06425; 00500
0007.401;05122;06426; 00500
0007.417;05122;06426; 00500
0007.433;05122;06425; 00490
0007.449;05114;06252; 00500
0007.465;05114;06252; 00500
0007.481;05111;06252; 00500
0007.497;05107;06252; 00500
0007.513;05100;06252; 00500
0007.526;05100;06426; 00490
0007.542;05097;06426; 00481
0007.558;05093;06426; 00461
0007.574;05089;06252; 00461
0007.604;05082;06252; 00471
0007.636;05068;06252; 00481
0007.652;05068;06252; 00490
0007.668;05061;06088; 00500
0007.684;05057;06252; 00510
0007.700;05050;06088; 00520
0007.713;05050;06088; 00530
0007.729;05043;06087; 00530
0007.745;05036;06087; 00530
0007.761;05032;06088; 00520
0007.777;05025;06087; 00500
0007.793;05025;05932; 00500
0007.809;05018;06088; 00500
0007.825;05011;05932; 00500
0007.838;05004;05932; 00510
0007.854;05004;05931; 00500
0007.870;04990;05932; 00481
0007.886;04983;05932; 00481
0007.902;04972;05783; 00490
0007.918;04972;05931; 00490
0007.932;04972;05783; 00490
0007.948;04965;05783; 00490
0007.964;04958;05783; 00481
0007.980;04950;05783; 00481
0007.996;04950;05783; 00481
0008.012;04940;05783; 00481
0008.025;04933;05642; 00481
0008.041;04925;05642; 00481
0008.057;04915;05642; 00481
0008.073;04915;05642; 00471
0008.092;04901;05642; 00471
0008.108;04890;05507; 00461
0008.118;04890;05508; 00461
0008.134;04890;05508; 00451
0008.150;04883;05508; 00461
0008.166;04872;05508; 00451
0008.182;04865;05380; 00441
0008.198;04854;05508; 00441
0008.212;04854;05508; 00432
0008.228;04847;05380; 00441
0008.244;04836;05380; 00432
0008.260;04829;05257; 00422
0008.276;04829;05257; 00422
0008.305;04808;05257; 00412
0008.324;04801;05257; 00412
0008.337;04790;05140; 00402
0008.353;04790;05257; 00412
0008.369;04783;05140; 00402
0008.385;04776;05140; 00392
0008.401;04769;05029; 00392
0008.414;04769;05029; 00392
0008.430;04758;05029; 00383
0008.446;04751;05029; 00383
0008.462;04740;05029; 00363
0008.478;04729;04921; 00373
0008.494;04722;04922; 00363
0008.510;04712;04922; 00353
0008.524;04712;04819; 00353
0008.542;04704;04819; 00343
0008.556;04704;04819; 00343
0008.572;04694;04819; 00334
0008.588;04687;04721; 00334
0008.604;04676;04721; 00334
0008.620;04676;04721; 00324
0008.633;04669;04626; 00324
0008.649;04658;04535; 00324
0008.665;04651;04535; 00334
0008.681;04644;04536; 00324
0008.697;04644;04535; 00334
0008.713;04633;04449; 00334
0008.726;04626;04449; 00334
0008.742;04619;04449; 00324
0008.758;04619;04365; 00324
0008.774;04608;04364; 00324
0008.790;04601;04206; 00324
0008.804;04594;04205; 00314
0008.820;04587;04131; 00314
0008.836;04587;04131; 00314
0008.852;04576;04058; 00314
0008.868;04569;04058; 00324
0008.884;04562;03988; 00324
0008.900;04562;03988; 00314
0008.913;04555;03920; 00324
0008.929;04547;03855; 00324
0008.948;04540;03855; 00314
0008.961;04540;03792; 00304
0008.977;04533;03792; 00304
0008.990;04526;03731; 00304
0009.006;04523;03731; 00304
0009.025;04523;03614; 00304
0009.038;04515;03672; 00304
0009.054;04508;03614; 00294
0009.070;04501;03558; 00294
0009.086;04498;03559; 00294
0009.102;04490;03452; 00304
0009.116;04490;03505; 00294
0009.132;04487;03401; 00304
0009.148;04480;03401; 00294
0009.164;04480;03352; 00294
0009.180;04476;03352; 00284
0009.196;04469;03304; 00284
0009.212;04465;03258; 00284
0009.228;04462;03213; 00284
0009.241;04462;03213; 00294
0009.257;04458;03168; 00284
0009.273;04451;03168; 00284
0009.289;04448;03126; 00284
0009.302;04448;03084; 00284
0009.318;04444;03043; 00284
0009.334;04440;03004; 00284
0009.350;04437;03004; 00284
0009.366;04437;02965; 00284
0009.382;04437;02928; 00284
0009.398;04433;02891; 00284
0009.414;04430;02855; 00284
0009.428;04426;02855; 00284
0009.444;04426;02821; 00284
0009.460;04426;02787; 00284
0009.476;04423;02787; 00284
0009.492;04423;02721; 00284
0009.505;04419;02721; 00284
0009.521;04419;02689; 00284
0009.537;04419;02658; 00284
0009.553;04419;02659; 00284
0009.569;04416;02599; 00284
0009.585;04416;02599; 00284
0009.601;04416;02599; 00284
0009.614;04416;02570; 00284
0009.630;04416;02542; 00284
0009.646;04416;02514; 00284
0009.662;04416;02514; 00284
0009.678;04416;02487; 00284
0009.694;04419;02487; 00284
0009.710;04419;02487; 00284
0009.724;04419;02460; 00284
0009.740;04419;02435; 00284
0009.756;04419;02435; 00284
0009.772;04423;02409; 00284
0009.788;04423;02409; 00284
0009.804;04423;02384; 00284
0009.817;04426;02409; 00284
0009.833;04426;02384; 00284
0009.852;04430;02360; 00284
0009.865;04430;02384; 00284
0009.881;04433;02360; 00284
0009.897;04437;02360; 00284
0009.913;04437;02360; 00284
0009.929;04437;02360; 00284
0009.958;04444;02360; 00284
0009.974;04448;02360; 00284
0009.990;04451;02384; 00275
0010.006;04451;02360; 00275
0010.020;04458;02384; 00275
0010.036;04462;02385; 00275
0010.052;04465;02409; 00275
0010.068;04465;02409; 00275
0010.084;04476;02409; 00275
0010.100;04480;02435; 00275
0010.116;04487;02461; 00275
0010.129;04487;02487; 00275
0010.145;04490;02487; 00275
0010.161;04498;02542; 00275
0010.177;04501;02542; 00275
0010.193;04508;02570; 00275
0010.206;04508;02599; 00275
0010.222;04515;02628; 00275
0010.238;04523;02628; 00275
0010.254;04526;02690; 00275
0010.270;04533;02721; 00275
0010.286;04540;02753; 00275
0010.302;04547;02787; 00275
0010.318;04555;02821; 00275
0010.332;04555;02855; 00275
0010.348;04555;02855; 00275
0010.364;04562;02928; 00275
0010.380;04569;02965; 00275
0010.393;04576;03004; 00275
0010.412;04576;03043; 00275
0010.425;04587;03084; 00275
0010.441;04594;03126; 00275
0010.457;04601;03169; 00284
0010.473;04608;03168; 00275
0010.489;04608;03258; 00275
0010.505;04619;03304; 00275
0010.518;04626;03304; 00275
0010.537;04633;03402; 00275
0010.550;04633;03452; 00275
0010.566;04644;03505; 00275
0010.582;04651;03505; 00275
0010.598;04658;03614; 00275
0010.628;04669;03672; 00275
0010.660;04687;03731; 00275
0010.676;04694;03792; 00275
0010.692;04694;03792; 00275
0010.708;04704;03855; 00275
0010.721;04712;03988; 00275
0010.737;04722;03988; 00275
0010.753;04729;04058; 00275
0010.769;04729;04058; 00275
0010.785;04740;04131; 00275
0010.801;04740;04206; 00275
0010.817;04758;04206; 00275
0010.830;04758;04284; 00275
0010.846;04769;04284; 00275
0010.862;04776;04364; 00275
0010.878;04783;04448; 00284
0010.894;04790;04449; 00284
0010.908;04790;04535; 00275
0010.924;04801;04535; 00284
0010.940;04808;04535; 00284
0010.956;04818;04626; 00284
0010.972;04818;04626; 00284
0010.988;04829;04626; 00284
0011.004;04836;04721; 00284
0011.020;04847;04819; 00284
0011.033;04847;04819; 00284
0011.049;04854;04819; 00284
0011.065;04865;04922; 00275
0011.081;04872;04922; 00284
0011.097;04872;04922; 00284
0011.110;04883;05029; 00294
0011.126;04890;05029; 00284
0011.145;04901;05029; 00294
0011.158;04908;05141; 00294
0011.174;04908;05140; 00304
0011.190;04915;05140; 00324
0011.206;04925;05258; 00324
0011.222;04933;05257; 00334
0011.236;04933;05257; 00324
0011.252;04940;05257; 00324
0011.268;04950;05380; 00324
0011.284;04958;05380; 00343
0011.313;04965;05508; 00343
0011.329;04965;05380; 00343
0011.345;04983;05508; 00343
0011.361;04983;05508; 00343
0011.377;04990;05508; 00343
0011.393;04997;05508; 00343
0011.409;05004;05642; 00343
0011.422;05004;05508; 00353
0011.441;05011;05642; 00343
0011.454;05018;05642; 00353
0011.470;05025;05642; 00363
0011.486;05032;05783; 00353
0011.502;05036;05642; 00363
0011.518;05043;05783; 00373
0011.532;05043;05932; 00373
0011.548;05050;05783; 00373
0011.564;05050;05932; 00373
0011.580;05057;05783; 00373
0011.596;05061;05931; 00373
0011.612;05068;05932; 00373
0011.628;05072;05932; 00373
0011.641;05072;06087; 00383
0011.657;05079;06088; 00383
0011.673;05082;06088; 00373
0011.689;05089;06088; 00373
0011.705;05089;06088; 00383
0011.721;05093;06088; 00392
0011.734;05097;06088; 00412
0011.750;05100;06088; 00422
0011.766;05107;06088; 00441
0011.782;05107;06088; 00432
0011.796;05111;06088; 00441
0011.812;05114;06252; 00412
0011.828;05118;06088; 00412
0011.844;05118;06252; 00412
0011.860;05122;06252; 00412
0011.876;05122;06252; 00412
0011.892;05125;06252; 00432
0011.908;05129;06252; 00441
0011.921;05129;06252; 00451
0011.953;05132;06252; 00490
0011.972;05136;06252; 00510
0011.985;05136;06252; 00510
0012.014;05139;06252; 00520
0012.046;05139;06252; 00530
0012.062;05139;06252; 00530
0012.078;05143;06426; 00520
0012.094;05143;06425; 00510
0012.108;05143;06252; 00500
0012.126;05143;06426; 00500
0012.140;05143;06252; 00510
0012.156;05143;06426; 00510
0012.172;05143;06252; 00510
0012.188;05143;06426; 00500
0012.204;05139;06252; 00490
0012.220;05139;06426; 00481
0012.233;05139;06426; 00481
0012.249;05139;06252; 00481
0012.265;05136;06425; 00481
0012.281;05136;06426; 00490
0012.297;05136;06426; 00490
0012.313;05132;06426; 00490
0012.329;05132;06252; 00500
0012.345;05129;06426; 00490
0012.358;05125;06426; 00500
0012.374;05125;06252; 00500
0012.390;05122;06426; 00510
0012.406;05122;06252; 00500
0012.420;05118;06252; 00500
0012.438;05118;06426; 00500
0012.452;05114;06252; 00481
0012.470;05111;06252; 00490
0012.484;05107;06252; 00490
0012.500;05100;06426; 00481
0012.513;05100;06252; 00490
0012.529;05097;06252; 00490
0012.545;05093;06426; 00490
0012.561;05089;06088; 00490
0012.577;05089;06252; 00490
0012.593;05082;06252; 00481
0012.609;05079;06252; 00471
0012.625;05072;06252; 00471
0012.646;05068;06088; 00461
0012.654;05068;06252; 00451
0012.670;05057;06252; 00451
0012.686;05050;06252; 00441
0012.700;05050;06252; 00422
0012.716;05050;06088; 00422
0012.732;05043;06087; 00412
0012.748;05036;06252; 00392
0012.764;05032;06088; 00412
0012.780;05032;06088; 00422
0012.796;05025;06088; 00441
0012.812;05018;06088; 00451
0012.825;05011;06088; 00441
0012.841;05004;06088; 00432
0012.857;05004;06088; 00422
0012.873;04997;06088; 00422
0012.889;04990;05932; 00432
0012.905;04983;05932; 00441
0012.921;04983;05932; 00441
0012.934;04972;05783; 00441
0012.950;04965;05783; 00432
0012.966;04958;05783; 00441
0012.982;04950;05783; 00432
0012.998;04950;05783; 00432
0013.012;04940;05783; 00432
0013.028;04933;05783; 00432
0013.044;04925;05642; 00432
0013.060;04925;05642; 00432
0013.076;04915;05642; 00422
0013.092;04908;05642; 00432
0013.108;04901;05642; 00422
0013.124;04890;05642; 00432
0013.137;04890;05508; 00422
0013.156;04883;05508; 00422
0013.169;04872;05508; 00412
0013.185;04865;05380; 00402
0013.198;04865;05380; 00402
0013.214;04854;05380; 00402
0013.230;04847;05380; 00392
0013.246;04836;05380; 00402
0013.262;04829;05257; 00392
0013.278;04829;05258; 00402
0013.294;04808;05257; 00392
0013.310;04801;05257; 00392
0013.324;04801;05257; 00392
0013.340;04801;05257; 00383
0013.356;04790;05257; 00383
0013.372;04783;05141; 00383
0013.388;04776;05140; 00383
0013.401;04769;05141; 00383
0013.417;04769;05029; 00373
0013.433;04758;05140; 00373
0013.449;04751;05029; 00383
0013.465;04740;05029; 00363
0013.481;04740;05029; 00353
0013.497;04729;05029; 00353
0013.510;04722;04922; 00334
0013.526;04712;04819; 00334
0013.542;04712;04922; 00343
0013.558;04704;04819; 00343
0013.574;04694;04819; 00324
0013.590;04687;04721; 00304
0013.606;04676;04721; 00284
0013.636;04669;04627; 00304
0013.652;04658;04627; 00314
0013.668;04651;04627; 00314
0013.684;04651;04536; 00304
0013.713;04633;04448; 00294
0013.732;04626;04449; 00294
0013.748;04619;04365; 00304
0013.761;04619;04365; 00304
0013.777;04608;04284; 00304
0013.793;04601;04284; 00294
0013.809;04594;04284; 00294
0013.822;04594;04206; 00294
0013.838;04587;04131; 00294
0013.854;04576;04131; 00304
0013.870;04569;04131; 00304
0013.886;04562;04058; 00304
0013.902;04555;03988; 00304
0013.916;04555;03988; 00304
0013.932;04547;03988; 00304
0013.948;04540;03921; 00304
0013.964;04540;03855; 00294
0013.980;04533;03792; 00294
0013.996;04526;03731; 00294
0014.012;04523;03731; 00294
0014.025;04515;03672; 00304
0014.041;04515;03614; 00294
0014.057;04508;03614; 00294
0014.073;04501;03559; 00294
0014.089;04498;03559; 00294
0014.102;04498;03505; 00284
0014.118;04490;03453; 00284
0014.134;04487;03453; 00284
0014.153;04480;03402; 00284
0014.166;04469;03402; 00284
0014.182;04469;03305; 00284
0014.198;04465;03304; 00284
0014.214;04462;03213; 00275
0014.228;04458;03258; 00275
0014.244;04458;03169; 00275
0014.260;04451;03126; 00275
0014.276;04448;03126; 00275
0014.321;04440;03004; 00275
0014.337;04440;03004; 00275
0014.353;04437;02928; 00275
0014.369;04437;02928; 00275
0014.385;04433;02891; 00275
0014.401;04430;02856; 00275
0014.414;04426;02821; 00275
0014.430;04426;02821; 00275
0014.446;04426;02787; 00275
0014.462;04423;02754; 00275
0014.478;04419;02721; 00275
0014.494;04419;02721; 00275
0014.510;04419;02659; 00275
0014.526;04419;02659; 00275
0014.540;04419;02629; 00275
0014.558;04416;02599; 00275
0014.572;04416;02570; 00275
0014.588;04416;02570; 00275
0014.601;04416;02570; 00275
0014.617;04416;02542; 00275
0014.633;04416;02514; 00275
0014.649;04416;02514; 00275
0014.665;04416;02487; 00275
0014.681;04416;02461; 00275
0014.697;04419;02461; 00275
0014.713;04419;02435; 00275
0014.726;04419;02435; 00275
0014.742;04419;02409; 00275
0014.758;04423;02410; 00275
0014.774;04423;02385; 00275
0014.790;04423;02409; 00275
0014.804;04426;02385; 00275
0014.820;04426;02385; 00275
0014.836;04430;02360; 00275
0014.852;04430;02385; 00275
0014.868;04433;02360; 00275
0014.884;04437;02360; 00275
