temps;MDR;TRH1;EFN
0006.912;04515;04277; 00334
0006.928;04501;04199; 00334
0006.944;04501;04199; 00334
0006.960;04487;04124; 00324
0006.976;04473;04051; 00324
0006.990;04462;03982; 00324
0007.006;04462;03914; 00314
0007.022;04440;03786; 00314
0007.038;04433;03725; 00324
0007.054;04426;03666; 00314
0007.070;04423;03608; 00314
0007.099;04419;03499; 00304
0007.115;04419;03447; 00304
0007.131;04416;03347; 00304
0007.147;04416;03347; 00304
0007.163;04419;03253; 00304
0007.179;04423;03207; 00304
0007.192;04423;03163; 00304
0007.211;04426;03121; 00304
0007.227;04433;03039; 00304
0007.240;04433;03079; 00304
0007.256;04440;02999; 00304
0007.272;04451;02999; 00304
0007.288;04451;02961; 00304
0007.302;04462;02923; 00304
0007.318;04473;02923; 00304
0007.334;04487;02923; 00304
0007.350;04487;02923; 00304
0007.366;04501;02923; 00304
0007.379;04515;02923; 00304
0007.395;04530;02923; 00304
0007.411;04530;02960; 00304
0007.427;04547;02961; 00304
0007.443;04565;02999; 00304
0007.459;04587;03038; 00304
0007.475;04605;03079; 00304
0007.491;04605;03121; 00304
0007.504;04626;03163; 00304
0007.520;04647;03207; 00304
0007.536;04669;03299; 00304
0007.552;04669;03396; 00304
0007.579;04712;03499; 00304
0007.598;04712;03608; 00304
0007.614;04736;03666; 00304
0007.630;04758;03786; 00304
0007.646;04779;03849; 00304
0007.662;04801;03982; 00304
0007.678;04822;04124; 00304
0007.691;04822;04199; 00304
0007.707;04847;04199; 00314
0007.723;04868;04357; 00314
0007.739;04890;04441; 00304
0007.755;04890;04529; 00294
0007.784;04933;04713; 00314
0007.816;04972;04914; 00353
0007.832;04972;05020; 00373
0007.848;04993;05132; 00373
0007.864;05011;05132; 00363
0007.880;05029;05249; 00383
0007.894;05029;05371; 00392
0007.910;05043;05498; 00392
0007.926;05057;05498; 00383
0007.942;05072;05499; 00383
0007.958;05086;05633; 00383
0007.974;05086;05774; 00392
0007.990;05097;05774; 00383
0008.003;05107;05774; 00392
0008.019;05118;05774; 00392
0008.035;05118;05922; 00402
0008.051;05125;06078; 00392
0008.067;05132;05922; 00402
0008.083;05136;06078; 00412
0008.112;05139;06078; 00412
0008.128;05143;06242; 00412
0008.144;05143;06242; 00422
0008.160;05143;06242; 00412
0008.176;05143;06242; 00422
0008.192;05139;06242; 00422
0008.206;05136;06242; 00422
0008.224;05132;06242; 00432
0008.238;05132;06242; 00432
0008.254;05125;06241; 00451
0008.270;05118;06242; 00451
0008.283;05107;06242; 00451
0008.302;05107;06242; 00461
0008.315;05097;06242; 00461
0008.331;05097;06242; 00461
0008.347;05072;06242; 00471
0008.363;05057;06242; 00481
0008.379;05043;06242; 00490
0008.395;05029;06078; 00510
0008.408;05029;06078; 00500
0008.424;05029;06078; 00510
0008.440;05011;06078; 00500
0008.456;04993;06078; 00500
0008.472;04972;05922; 00500
0008.486;04954;05922; 00490
0008.502;04954;05921; 00481
0008.518;04933;05921; 00490
0008.534;04911;05922; 00490
0008.550;04890;05774; 00490
0008.566;04890;05774; 00471
0008.582;04847;05774; 00461
0008.595;04822;05774; 00461
0008.611;04801;05633; 00451
0008.630;04779;05633; 00441
0008.643;04779;05498; 00441
0008.659;04758;05371; 00432
0008.675;04736;05371; 00422
0008.691;04712;05249; 00422
0008.704;04712;05248; 00412
0008.720;04690;05248; 00412
0008.736;04669;05132; 00402
0008.752;04647;05020; 00402
0008.768;04626;04914; 00392
0008.782;04626;04811; 00392
0008.798;04605;04811; 00383
0008.814;04587;04713; 00383
0008.830;04565;04619; 00373
0008.846;04565;04619; 00373
0008.862;04547;04528; 00363
0008.878;04530;04528; 00363
0008.894;04515;04357; 00343
0008.910;04501;04277; 00343
0008.923;04501;04199; 00343
0008.939;04487;04124; 00343
0008.955;04462;04124; 00343
0008.971;04462;03982; 00343
0008.984;04462;03914; 00343
0009.000;04451;03849; 00343
0009.016;04440;03786; 00343
0009.032;04433;03666; 00343
0009.048;04426;03666; 00343
0009.064;04426;03553; 00343
0009.080;04423;03499; 00343
0009.094;04419;03499; 00334
0009.110;04416;03396; 00334
0009.126;04416;03347; 00324
0009.142;04416;03299; 00314
0009.158;04416;03253; 00314
0009.187;04423;03163; 00314
0009.203;04423;03121; 00314
0009.219;04426;03039; 00314
0009.235;04433;03038; 00314
0009.254;04440;02999; 00314
0009.267;04440;02961; 00314
0009.283;04451;02923; 00314
0009.296;04462;02923; 00314
0009.312;04473;02923; 00314
0009.328;04473;02887; 00314
0009.344;04487;02923; 00314
0009.360;04501;02887; 00314
0009.376;04515;02887; 00314
0009.392;04530;02923; 00314
0009.408;04530;02923; 00314
0009.422;04547;02961; 00314
0009.438;04565;02999; 00314
0009.454;04587;03039; 00314
0009.470;04587;03039; 00314
0009.483;04605;03121; 00314
0009.499;04626;03163; 00314
0009.515;04647;03207; 00314
0009.531;04669;03299; 00314
0009.547;04669;03396; 00314
0009.563;04712;03447; 00314
0009.579;04736;03553; 00314
0009.595;04736;03608; 00304
0009.608;04736;03666; 00304
0009.624;04758;03786; 00304
0009.640;04779;03849; 00294
0009.656;04801;03914; 00294
0009.672;04822;04051; 00284
0009.686;04822;04124; 00284
0009.702;04847;04277; 00284
0009.718;04868;04357; 00284
0009.734;04890;04441; 00294
0009.750;04890;04619; 00294
0009.766;04911;04713; 00304
0009.782;04933;04713; 00294
0009.795;04954;04914; 00304
0009.811;04954;04914; 00314
0009.827;04972;05021; 00324
0009.843;04993;05132; 00334
0009.859;05011;05249; 00334
0009.875;05029;05249; 00334
0009.888;05029;05371; 00334
0009.907;05043;05499; 00324
0009.920;05057;05498; 00343
0009.936;05072;05499; 00343
0009.952;05086;05633; 00353
0009.968;05086;05633; 00363
0009.984;05097;05774; 00363
0009.998;05107;05774; 00363
0010.014;05107;05922; 00373
0010.030;05118;05922; 00383
0010.046;05125;05922; 00383
0010.062;05132;06078; 00392
0010.078;05136;06078; 00392
0010.094;05136;06242; 00402
0010.110;05139;06242; 00412
0010.126;05143;06078; 00412
0010.139;05143;06078; 00412
0010.155;05143;06242; 00412
0010.171;05139;06416; 00422
0010.187;05136;06242; 00412
0010.200;05136;06242; 00422
0010.216;05132;06242; 00422
0010.232;05132;06416; 00422
0010.248;05125;06242; 00432
0010.264;05118;06416; 00432
0010.280;05107;06416; 00441
0010.296;05107;06242; 00441
0010.310;05097;06242; 00441
0010.326;05086;06242; 00441
0010.342;05072;06242; 00432
0010.358;05057;06242; 00451
0010.374;05057;06242; 00451
0010.390;05043;06242; 00451
0010.406;05029;06242; 00471
0010.419;05011;06242; 00461
0010.435;05011;06078; 00461
0010.451;04993;06078; 00471
0010.467;04972;06078; 00451
0010.483;04954;06078; 00432
0010.499;04933;06078; 00432
0010.512;04933;05921; 00432
0010.528;04911;05774; 00432
0010.544;04890;05774; 00432
0010.560;04868;05774; 00432
0010.574;04868;05633; 00422
0010.590;04847;05774; 00432
0010.606;04822;05633; 00422
0010.622;04801;05499; 00412
0010.638;04779;05371; 00412
0010.654;04779;05371; 00402
0010.670;04758;05371; 00402
0010.686;04736;05249; 00392
0010.699;04712;05249; 00392
0010.715;04712;05132; 00392
0010.731;04690;05133; 00383
0010.747;04669;05021; 00363
0010.763;04626;04914; 00353
0010.779;04626;04914; 00353
0010.795;04605;04812; 00353
0010.808;04605;04713; 00343
0010.840;04565;04619; 00324
0010.856;04565;04442; 00314
0010.872;04547;04358; 00314
0010.886;04530;04277; 00314
0010.902;04515;04277; 00314
0010.918;04501;04199; 00304
0010.934;04501;04124; 00294
0010.950;04487;04124; 00294
0010.966;04473;03982; 00294
0010.982;04462;03914; 00294
0010.998;04462;03849; 00294
0011.011;04451;03786; 00294
0011.027;04440;03786; 00294
0011.043;04433;03666; 00294
0011.059;04433;03609; 00304
0011.075;04426;03553; 00294
0011.088;04423;03447; 00294
0011.107;04419;03447; 00294
0011.123;04416;03347; 00294
0011.136;04416;03299; 00294
0011.152;04416;03253; 00294
0011.168;04416;03164; 00294
0011.184;04419;03164; 00294
0011.198;04419;03121; 00294
0011.214;04423;03079; 00294
0011.230;04426;02999; 00294
0011.246;04433;03039; 00294
0011.262;04440;02961; 00294
0011.275;04440;02961; 00294
0011.291;04451;02923; 00294
0011.307;04462;02923; 00294
0011.323;04473;02887; 00294
0011.339;04473;02887; 00294
0011.355;04501;02851; 00294
0011.371;04515;02887; 00294
0011.387;04530;02887; 00294
0011.403;04530;02923; 00294
0011.416;04530;02923; 00294
0011.432;04547;02961; 00294
0011.448;04565;02961; 00294
0011.464;04587;02999; 00294
0011.480;04587;03039; 00294
0011.496;04605;03079; 00294
0011.510;04626;03164; 00294
0011.526;04647;03208; 00294
0011.542;04669;03299; 00294
0011.558;04669;03396; 00294
0011.574;04690;03447; 00294
0011.587;04712;03499; 00294
0011.603;04736;03609; 00294
0011.619;04736;03725; 00294
0011.635;04758;03725; 00294
0011.651;04779;03849; 00294
0011.667;04801;03982; 00294
0011.683;04822;04052; 00304
0011.699;04822;04199; 00304
0011.712;04847;04277; 00284
0011.731;04868;04358; 00294
0011.744;04890;04442; 00284
0011.760;04890;04619; 00294
0011.776;04911;04714; 00294
0011.790;04933;04812; 00284
0011.808;04954;04812; 00284
0011.822;04972;04914; 00294
0011.838;04972;05021; 00294
0011.854;04993;05133; 00304
0011.870;05011;05249; 00294
0011.886;05029;05371; 00304
0011.902;05029;05371; 00314
0011.915;05043;05371; 00314
0011.931;05057;05499; 00314
0011.947;05072;05633; 00324
0011.963;05086;05633; 00334
0011.976;05086;05633; 00334
0011.992;05097;05633; 00343
0012.008;05107;05774; 00353
0012.024;05118;05923; 00353
0012.040;05118;05922; 00373
0012.056;05125;05923; 00383
0012.072;05132;05923; 00373
0012.088;05136;05922; 00383
0012.104;05139;06078; 00392
0012.120;05139;06078; 00412
0012.134;05143;06242; 00422
0012.150;05143;06242; 00432
0012.166;05143;06078; 00432
0012.195;05139;06242; 00422
0012.214;05139;06242; 00422
0012.227;05125;06242; 00422
0012.243;05125;06242; 00402
0012.259;05118;06242; 00402
0012.275;05107;06242; 00402
0012.288;05097;06242; 00383
0012.304;05097;06242; 00392
0012.320;05086;06242; 00373
0012.336;05072;06416; 00363
0012.352;05057;06078; 00373
0012.368;05043;06242; 00373
0012.384;05043;06242; 00373
0012.400;05029;06242; 00373
0012.414;05011;06078; 00383
0012.432;04993;06242; 00402
0012.446;04993;06078; 00412
0012.462;04972;06078; 00422
0012.478;04954;05922; 00422
0012.491;04933;05922; 00422
0012.507;04911;05922; 00412
0012.526;04911;05922; 00402
0012.539;04890;05921; 00422
0012.555;04868;05774; 00432
0012.571;04847;05774; 00412
0012.587;04822;05633; 00422
0012.600;04822;05633; 00412
0012.616;04801;05499; 00412
0012.632;04779;05500; 00412
0012.648;04758;05499; 00402
0012.664;04758;05371; 00392
0012.680;04736;05371; 00392
0012.696;04712;05249; 00383
0012.712;04690;05133; 00383
0012.726;04690;05132; 00373
0012.742;04669;05021; 00383
0012.758;04647;05021; 00373
0012.774;04626;04812; 00373
0012.790;04605;04812; 00373
0012.803;04605;04713; 00363
0012.819;04587;04713; 00334
0012.835;04565;04619; 00334
0012.851;04547;04529; 00324
0012.867;04547;04441; 00324
0012.896;04515;04358; 00334
0012.912;04501;04277; 00324
0012.928;04487;04124; 00314
0012.944;04487;04052; 00314
0012.960;04473;03982; 00314
0012.976;04462;03915; 00314
0012.992;04451;03849; 00314
0013.006;04451;03786; 00314
0013.022;04440;03725; 00314
0013.038;04433;03666; 00324
0013.054;04426;03553; 00314
0013.070;04423;03553; 00314
0013.086;04423;03447; 00304
0013.102;04419;03347; 00294
0013.115;04416;03299; 00294
0013.134;04416;03253; 00294
0013.147;04416;03253; 00304
0013.163;04419;03208; 00294
0013.179;04423;03121; 00294
0013.192;04423;03079; 00294
0013.208;04426;03039; 00294
0013.224;04426;02999; 00294
0013.240;04433;02961; 00294
0013.256;04440;02923; 00294
0013.272;04451;02923; 00294
0013.288;04451;02887; 00294
0013.304;04462;02851; 00294
0013.318;04473;02851; 00294
0013.334;04487;02851; 00294
0013.350;04501;02851; 00294
0013.368;04515;02851; 00294
0013.379;04515;02851; 00294
0013.395;04530;02887; 00294
0013.411;04547;02887; 00294
0013.427;04547;02923; 00294
0013.443;04565;02961; 00294
0013.459;04587;02999; 00294
0013.475;04605;03039; 00294
0013.491;04605;03079; 00294
0013.507;04626;03164; 00294
0013.520;04647;03208; 00294
0013.536;04669;03253; 00294
0013.552;04690;03347; 00294
0013.568;04690;03447; 00294
0013.598;04736;03609; 00294
0013.616;04758;03725; 00294
0013.630;04779;03849; 00294
0013.646;04779;03915; 00294
0013.662;04801;03982; 00284
0013.678;04822;04052; 00265
0013.694;04847;04199; 00245
0013.707;04847;04277; 00245
0013.723;04868;04358; 00255
0013.739;04890;04529; 00265
0013.755;04911;04619; 00255
0013.771;04933;04714; 00265
0013.787;04954;04812; 00265
0013.803;04972;04915; 00275
0013.816;04972;05021; 00265
0013.835;04993;05133; 00265
0013.848;04993;05133; 00265
0013.864;05011;05371; 00265
0013.880;05029;05249; 00275
0013.894;05043;05500; 00294
0013.926;05072;05499; 00294
0013.942;05072;05633; 00324
0013.958;05086;05774; 00334
0013.974;05097;05633; 00334
0013.990;05097;05923; 00343
0014.003;05107;05922; 00353
0014.019;05118;05923; 00363
0014.035;05125;05922; 00363
0014.051;05125;05922; 00373
0014.067;05132;06078; 00383
0014.080;05136;06078; 00392
0014.096;05139;06078; 00402
0014.115;05143;06242; 00402
0014.128;05143;06078; 00392
0014.144;05143;06242; 00402
0014.160;05143;06242; 00412
0014.176;05139;06242; 00422
0014.192;05139;06242; 00441
0014.208;05136;06242; 00461
0014.222;05132;06416; 00471
0014.238;05125;06242; 00490
0014.254;05118;06242; 00510
0014.270;05118;06243; 00510
0014.286;05107;06242; 00520
0014.302;05097;06243; 00530
0014.315;05086;06242; 00520
0014.331;05086;06243; 00530
0014.347;05072;06243; 00540
0014.363;05057;06078; 00530
0014.379;05029;06243; 00549
0014.395;05029;06242; 00549
0014.408;05029;06242; 00549
0014.424;05011;06078; 00559
0014.440;04993;06079; 00549
0014.456;04972;06078; 00549
0014.472;04972;05923; 00530
0014.488;04954;06078; 00510
0014.504;04933;05923; 00510
0014.520;04911;05923; 00510
0014.534;04890;05923; 00520
0014.550;04890;05775; 00500
0014.566;04868;05775; 00490
0014.582;04847;05634; 00481
0014.598;04822;05634; 00481
0014.611;04822;05634; 00461
