0.024,2
0.035,4
0.048,2
0.067,4
0.08,0
0.094,2
0.11,0
0.126,2
0.142,4
0.155,0
0.171,2
0.187,0
0.203,4
0.219,2
0.235,4
0.248,2
0.267,4
0.28,4
0.296,4
0.312,4
0.328,4
0.342,2
0.358,2
0.374,4
0.39,4
0.406,4
0.422,4
0.438,0
0.451,4
0.467,4
0.483,4
0.499,4
0.515,0
0.528,2
0.547,0
0.56,0
0.576,2
0.592,0
0.608,-2
0.624,-2
0.64,-8
0.654,-8
0.67,-10
0.686,-10
0.702,-14
0.715,-14
0.734,-16
0.747,-24
0.763,-28
0.779,-32
0.795,-36
0.811,-34
0.827,-42
0.84,-42
0.859,-46
0.872,-46
0.889,-46
0.904,-46
0.918,-58
0.934,-56
0.95,-54
0.966,-54
0.982,-54
0.998,-54
1.014,-54
1.027,-48
1.043,-48
1.059,-48
1.075,-46
1.091,-44
1.104,-42
1.123,-44
1.136,-44
1.152,-40
1.168,-38
1.184,-38
1.2,-40
1.216,-38
1.232,-36
1.248,-36
1.262,-32
1.278,-30
1.294,-34
1.31,-32
1.323,-38
1.339,-34
1.355,-34
1.371,-34
1.387,-30
1.403,-32
1.416,-32
1.435,-30
1.448,-26
1.464,-28
1.48,-30
1.496,-30
1.51,-32
1.528,-32
1.542,-32
1.558,-34
1.574,-34
1.59,-30
1.606,-34
1.619,-28
1.635,-30
1.651,-28
1.667,-30
1.683,-28
1.697,-28
1.712,-30
1.728,-34
1.745,-30
1.761,-34
1.777,-30
1.793,-34
1.806,-34
1.822,-30
1.841,-30
1.857,-34
1.87,-42
1.883,-34
1.899,-36
1.915,-34
1.931,-30
1.947,-26
1.963,-26
1.979,-28
1.995,-28
2.008,-30
2.027,-26
2.04,-30
2.056,-28
2.072,-28
2.088,-24
2.102,-26
2.118,-24
2.134,-20
2.15,-16
2.166,-10
2.182,-2
2.198,8
2.214,12
2.227,18
2.243,16
2.259,16
2.273,16
2.289,14
2.307,12
2.321,10
2.337,8
2.353,4
2.369,8
2.385,6
2.401,4
2.414,6
2.43,10
2.446,8
2.462,6
2.475,8
2.494,4
2.507,6
2.523,6
2.539,8
2.555,8
2.571,10
2.587,6
2.6,8
2.616,8
2.633,10
2.648,12
2.662,10
2.678,10
2.694,12
2.71,8
2.726,10
2.742,12
2.758,16
2.774,16
2.787,18
2.803,16
2.819,16
2.835,12
2.851,14
2.865,14
2.881,14
2.897,12
2.913,16
2.929,16
2.945,14
2.961,14
2.974,14
2.99,12
3.006,12
3.022,16
3.038,16
3.054,12
3.067,14
3.083,12
3.099,14
3.115,8
3.131,16
3.147,14
3.163,14
3.177,14
3.193,12
3.209,16
3.225,14
3.241,14
3.257,14
3.27,14
3.286,18
3.302,16
3.318,14
3.334,14
3.35,18
3.366,14
3.379,14
3.395,16
3.411,16
3.427,20
3.441,18
3.457,14
3.473,20
3.489,24
3.505,18
3.521,22
3.537,14
3.553,18
3.566,20
3.585,18
3.598,14
3.614,16
3.63,22
3.646,14
3.662,14
3.675,14
3.691,20
3.707,20
3.723,18
3.739,12
3.753,14
3.769,12
3.785,14
3.801,16
3.817,24
3.83,26
3.846,24
3.862,28
3.878,26
3.894,26
3.91,22
3.926,26
3.942,20
3.955,20
3.971,22
3.987,24
4.003,24
4.019,22
4.033,22
4.051,18
4.065,18
4.081,22
4.097,22
4.113,20
4.129,30
4.145,32
4.158,32
4.177,24
4.19,22
4.209,18
4.219,20
4.235,22
4.251,26
4.267,28
4.283,26
4.299,22
4.315,24
4.331,30
4.347,26
4.361,22
4.377,24
4.393,28
4.409,28
4.422,22
4.441,24
4.454,26
4.47,22
4.486,18
4.502,20
4.518,26
4.531,26
4.55,30
4.566,24
4.579,24
4.595,26
4.609,28
4.625,24
4.643,18
4.657,24
4.673,26
4.689,32
4.705,26
4.721,30
4.734,32
4.75,32
4.766,26
4.782,28
4.798,26
4.811,30
4.827,28
4.843,32
4.859,34
4.875,28
4.891,28
4.907,30
4.923,34
4.937,30
4.953,28
4.969,28
4.985,30
5.001,28
5.014,28
5.03,26
5.046,28
5.062,24
5.078,26
5.094,28
5.11,24
5.123,30
5.142,26
5.155,28
5.171,32
5.187,28
5.203,28
5.217,28
5.233,34
5.249,30
5.267,32
5.281,30
5.297,30
5.31,28
5.326,30
5.342,30
5.358,30
5.374,30
5.387,28
5.406,30
5.419,32
5.435,34
5.451,32
5.467,32
5.483,34
5.499,32
5.513,32
5.529,32
5.545,32
5.561,30
5.577,34
5.59,30
5.606,28
5.622,28
5.638,30
5.654,32
5.67,30
5.686,28
5.699,28
5.715,28
5.731,30
5.747,28
5.763,26
5.777,22
5.793,22
5.809,24
5.825,24
5.841,30
5.857,28
5.886,30
5.902,34
5.918,32
5.934,34
5.95,32
5.966,34
5.979,34
5.995,32
6.011,32
6.027,32
6.043,34
6.059,36
6.075,32
6.089,34
6.105,34
6.121,38
6.137,36
6.153,32
6.169,30
6.182,32
6.198,32
6.214,30
6.23,32
6.246,28
6.262,26
6.278,28
6.291,28
6.307,30
6.323,34
6.339,34
6.355,30
6.369,32
6.385,32
6.401,30
6.417,28
6.433,26
6.449,26
6.465,28
6.478,26
6.497,26
6.51,26
6.526,28
6.542,28
6.555,28
6.571,24
6.587,28
6.603,30
6.619,30
6.635,28
6.651,28
6.667,26
6.681,24
6.697,26
6.713,30
6.729,28
6.745,28
6.758,26
6.774,30
6.79,28
6.806,28
6.822,24
6.838,22
6.854,24
6.867,22
6.883,22
6.899,20
6.915,24
6.931,28
6.945,30
6.961,26
6.977,28
6.993,26
7.009,26
7.025,30
7.041,32
7.057,32
7.073,30
7.086,30
7.102,30
7.118,18
7.134,14
7.147,10
7.163,4
7.179,-2
7.195,-8
7.211,-8
7.227,-12
7.243,-12
7.257,-14
7.273,-10
7.302,-8
7.321,-10
7.334,-10
7.35,-8
7.366,-8
7.382,-10
7.398,-8
7.414,-8
7.43,-8
7.446,-4
7.459,-6
7.475,-6
7.491,-4
7.507,-22
7.523,-6
7.539,-6
7.555,-10
7.569,-8
7.585,-10
7.601,-12
7.63,-16
7.646,-16
7.662,-16
7.678,-16
7.694,-16
7.71,-14
7.726,-16
7.739,-14
7.766,-12
7.771,-14
7.787,-16
7.803,-14
7.819,-16
7.835,-18
7.849,-16
7.865,-24
7.881,-12
7.897,-14
7.913,-16
7.926,-12
7.942,-14
7.958,-14
7.974,-16
7.99,-16
8.006,-20
8.035,-18
8.051,-18
8.081,-20
8.099,-20
8.113,-20
8.129,-18
8.145,-20
8.161,-20
8.177,-18
8.193,-20
8.209,-20
8.225,-24
8.238,-18
8.254,-20
8.27,-20
8.286,-20
8.302,-20
8.318,-20
8.334,-22
8.347,-20
8.363,-24
8.379,-22
8.395,-22
8.411,-22
8.441,-22
8.457,-18
8.473,-20
8.489,-18
8.502,-18
8.521,-20
8.534,-18
8.55,-22
8.566,-20
8.582,-22
8.598,-22
8.614,-22
8.627,-28
8.643,-24
8.659,-30
8.675,-26
8.691,-30
8.705,-26
8.721,-30
8.737,-28
8.753,-28
8.769,-24
8.785,-24
8.801,-22
8.814,-22
8.83,-24
8.846,-22
8.862,-24
8.878,-22
8.891,-22
8.907,-22
8.923,-24
8.939,-26
8.955,-34
8.971,-26
8.987,-26
9.003,-24
9.033,-26
9.049,-24
9.065,-22
9.081,-22
9.097,-22
9.11,-22
9.126,-26
9.142,-28
9.158,-26
9.174,-26
9.19,-24
9.203,-26
9.219,-22
9.235,-26
9.251,-24
9.267,-26
9.283,-28
9.297,-30
9.315,-32
9.329,-32
9.345,-30
9.361,-30
9.39,-26
9.406,-26
9.422,-26
9.438,-28
9.454,-28
9.47,-26
9.486,-28
9.502,-30
9.515,-30
9.531,-28
9.547,-26
9.563,-26
9.579,-26
9.609,-26
