-4409.99890918	1980.24999768	2429.2489115	0.0
-4409.99563654	1980.49998104	2428.4956555	0.5
-4409.99018186	1980.74993623	2427.74024563	1.0
-4409.98254395	1980.99984868	2426.98269527	1.5
-4409.97272396	1981.24970573	2426.22301823	2.0
-4409.96071935	1981.49949257	2425.46122678	2.5
-4409.94652946	1981.74919582	2424.69733364	3.0
-1293.7290322	594.342012477	695.387019724	3.5
-1653.34482154	594.495291291	1054.34953025	4.0
-4409.89083488	1982.49767108	2422.39316379	4.5
-13532.582069	6714.80313423	6812.27893475	5.0
-47249.8427521	23582.9959929	23660.8467592	5.5
-22769.8154191	11343.2449162	11420.0705029	6.0
-22769.7858888	11343.4936672	11419.2922215	6.5
-22769.7541591	11343.7422238	11418.5119353	7.0
-4530.70857235	2035.5806176	2487.12795475	7.5
-1290.33965247	595.737528091	686.102124383	8.0
-9209.97267593	4555.89492806	4645.07774787	8.5
-1889.60519329	904.734331293	975.370861997	9.0
-4529.24458238	2036.21122707	2483.03335531	9.5
-4528.88348032	2036.37014113	2482.01333919	10.0
1231.47564849	-843.470424931	-399.005223554	10.5
-4528.16720352	2036.68953603	2479.97766749	11.0
-2969.36916704	1265.96875752	1691.40040952	11.5
-4527.45888079	2037.01106839	2477.9478124	12.0
-9449.25917575	4506.46044858	4929.79872718	12.5
-4526.75857404	2037.33479575	2475.92377829	13.0
-4526.41144617	2037.49750018	2474.91394598	13.5
-4526.06634576	2037.66077434	2473.90557142	14.0
-4525.72328068	2037.82462506	2472.89865562	14.5
-4525.38225888	2037.98905904	2471.89319984	15.0
-4525.04328824	2038.15408301	2470.88920523	15.5
-4524.70637674	2038.31970347	2469.88667327	16.0
1711.27053405	-891.586924912	-836.683609141	16.5
271.346906753	548.655384654	-837.502291407	17.0
1711.42555009	-891.102733641	-838.322816453	17.5
1711.50646806	-890.861289894	-839.14517817	18.0
1711.58966469	-890.620294085	-839.969370609	18.5
4837.27140848	-2280.67369144	-2576.09771704	19.0
-4522.40631512	2039.49628047	2462.91003465	19.5
4117.91383904	-1920.33310199	-2218.08073704	20.0
-4768.05468163	1990.33901469	2756.71566694	20.5
-4521.45225048	2040.01009256	2459.94215792	21.0
-4521.13850965	2040.18268067	2458.95582897	21.5
6279.17307796	-4079.64406349	-2222.02901447	22.0
-4047.66224771	2351.29039176	1673.37185595	22.5
-1527.5583625	551.526928438	952.531434062	23.0
-1167.4521588	551.762924586	591.689234211	23.5
-559.602254943	241.05574064	294.046514303	24.0
-7759.30154642	3481.23241177	4253.06913465	24.5
-7759.00303591	3481.4097804	4252.09325551	25.0
4121.29326945	-2638.41214896	-1508.88112049	25.5
-1526.88623026	552.934503957	947.451726304	26.0
-1526.76603683	553.167082914	946.598953915	26.5
1602.16888309	-837.873680774	-791.795202313	27.0
-1886.51861396	913.630441789	944.888172167	27.5
-1886.39137784	913.861206842	944.030170993	28.0
-1526.26178757	1274.09135265	223.170434924	28.5
-2356.69492822	962.854359611	1364.3405686	29.0
-1996.41651409	963.038195325	1003.37831876	29.5
-1996.14036602	963.222768205	1002.41759782	30.0
-1165.71982368	555.005604609	579.714219066	30.5
-1995.59489287	963.594138177	1000.50075469	31.0
3404.67442015	-1556.21905874	-1880.45536141	31.5
-1635.05855705	963.968493504	638.590063547	32.0
22845.2061698	-9835.84320247	-13042.3629674	32.5
-3794.53140484	1684.34585582	2076.68554901	33.0
-3794.27128642	1684.53567069	2075.73561572	33.5
-3794.01348025	1684.72624431	2074.78723593	34.0
-3793.75799157	1684.91757876	2073.8404128	34.5
-3793.50482519	1685.10967581	2072.89514938	35.0
-4404.19876911	1997.24470752	2370.95406159	35.5
-4404.03355002	1997.46480637	2370.06874365	36.0
-4403.86594011	1997.68419221	2369.18174789	36.5
-4512.51547898	2045.88572219	2429.12975679	37.0
-4512.27399456	2046.08165486	2428.19233971	37.5
-4403.34875462	1998.33802803	2366.51072659	38.0
-4511.79807736	2046.47583226	2426.32224511	38.5
-2602.99199304	918.770276426	1644.72171662	39.0
-2351.33158758	966.873096483	1344.4584911	39.5
-2351.10188681	967.072887041	1343.52899977	40.0
-2350.87455318	967.27345003	1342.60110315	40.5
-2350.64958973	967.474785335	1341.67480439	41.0
-2350.42699936	967.676892671	1340.75010669	41.5
-2350.20678481	967.879771589	1339.82701323	42.0
-2349.98894857	968.083421367	1338.90552721	42.5
-2349.7734932	968.287841374	1337.98565182	43.0
-2349.56042068	968.49303063	1337.06739005	43.5
-2349.34973303	968.698987906	1336.15074513	44.0
-4040.85856768	1641.09428822	2354.76427946	44.5
-5480.65026692	2361.30101213	3073.84925478	45.0
-5120.43957935	2361.50696935	2712.93261001	45.5
-5120.22650682	2361.71215853	2712.01434829	46.0
-5228.3321283	2409.74024212	2771.59188617	46.5
-5228.13578309	2409.95077336	2770.68500973	47.0
-5947.94183215	2050.16205989	3849.77977227	47.5
2800.64958973	-1237.47478534	-1611.67480439	48.0
172.438884661	-109.413112133	-112.025772528	48.5
3161.10188682	-1597.07288704	-1613.52899978	49.0
5212.81001926	-2268.98529667	-2993.8247226	49.5
172.991993042	-108.770276426	-114.721716616	50.0
173.171571376	-108.554519021	-115.617052355	50.5
-2346.65124538	971.661971967	1323.48927341	51.0
-2346.47645667	971.879192752	1322.59726391	51.5
-2346.30406179	972.097139394	1321.7069224	52.0
-2346.13405991	972.315807775	1320.81825213	52.5
-2345.96645	972.535193625	1319.93125637	53.0
-2345.80123088	972.755292473	1319.04593841	53.5
-2345.63840129	972.976099709	1318.16230158	54.0
-2345.47795974	973.197610516	1317.28034922	54.5
-2345.31990463	973.419819941	1316.40008469	55.0
-2345.16423424	973.642722855	1315.52151139	55.5
-2345.01094667	973.866313957	1314.64463272	56.0
-2344.86003995	974.090587789	1313.76945216	56.5
175.288488161	-105.684461285	-127.104026876	57.0
175.434639839	-105.458839046	-127.975800793	57.5
1615.57841751	-105.232551446	-1568.84586606	58.0
285.86649025	-153.408081466	-191.458408783	58.5
286.140366023	-153.222768205	-192.417597817	59.0
286.416514085	-153.038195325	-193.37831876	59.5
176.129840023	-104.32087215	-132.308967873	60.0
-5223.73821204	2415.90864753	2746.82956451	60.5
-2232.74147079	927.511113882	1243.73035691	61.0
-432.456296961	207.692758782	162.763538179	61.5
-3063.35650083	1336.60093531	1664.25556552	62.0
-1983.2339632	976.832917087	943.401046117	62.5
-2231.58736242	928.233371769	1239.85399066	63.0
-1982.99591703	977.298664522	941.697252508	63.5
-1982.88040146	977.532414719	940.847986736	64.0
-2230.69845361	928.767588286	1236.93086532	64.5
-2230.39774506	928.94425936	1235.9534857	65.0
-2230.09484581	929.120237567	1234.97460825	65.5
-2342.4416375	978.473071563	1297.46856593	66.0
-789.482504787	209.470134665	513.012370122	66.5
-1509.17307796	569.644063496	872.029014462	67.0
-9068.86149046	2369.81731934	6631.04417112	67.5
-1508.5477495	569.989907428	870.057842071	68.0
-1621.94531837	619.660985306	933.284333065	68.5
-7741.85296682	3499.90009215	4172.45287467	69.0
-1261.76291004	620.139685554	571.623224487	69.5
-6907.27140767	3090.67369164	3746.09771603	70.0
-6186.94701768	2730.84302354	3385.10399415	70.5
-6186.6205203	2731.0117217	3384.1087986	71.0
-6186.29192432	2731.17979195	3383.11213237	71.5
-6185.96123771	2731.34724034	3382.11399737	72.0
-6185.6284679	2731.51407313	3381.11439477	72.5
-6185.29362334	2731.68029655	3380.11332679	73.0
-6184.95671176	2731.84591699	3379.11079477	73.5
-6184.61774111	2732.01094094	3378.10680017	74.0
-6184.2767193	2732.17537494	3377.10134435	74.5
-4500.92259173	2062.80452837	2362.61806336	75.0
-4743.58855384	2012.50249982	2655.08605402	75.5
-4500.79917239	2063.29419746	2361.00497493	76.0
-4500.74082425	2063.53955143	2360.20127283	76.5
-4500.68471229	2063.78523688	2359.39947541	77.0
-4500.63083296	2064.03124248	2358.59959048	77.5
-4500.57918269	2064.27755673	2357.80162597	78.0
-4500.52975829	2064.52416828	2357.00559001	78.5
-4500.48255626	2064.77106531	2356.21149095	79.0
-4500.43757338	2065.01823607	2355.41933731	79.5
-4500.39480658	2065.2656687	2354.62913788	80.0
-4500.35425279	2065.5133512	2353.84090159	80.5
-4500.31590911	2065.76127146	2353.05463765	81.0
-4500.2797727	2066.00941724	2352.27035546	81.5
-4500.24584089	2066.25777621	2351.48806468	82.0
-4500.21411096	2066.50633594	2350.70777502	82.5
-4500.1845808	2066.75508378	2349.92949702	83.0
-3780.15724788	1707.00400711	1989.15324077	83.5
-3780.13210997	1707.25309312	1988.37901685	84.0
-3780.10916503	1707.50232892	1987.60683611	84.5
-3780.08841141	1707.75170143	1986.83670999	85.0
-3780.06984718	1708.00119754	1986.06864964	85.5
-3780.05347076	1708.25080397	1985.30266679	86.0
-1620.03928068	628.500507441	904.538773236	86.5
-5220.02727604	2428.75029422	2703.77698181	87.0
