Position - Lacet;Vitesse - Lacet;Courant moteur - Lacet
27,114969;-44,387551;-1,636644
26,899594;-44,306421;-1,655565
26,684674;-44,268242;-1,655565
26,468674;-44,435274;-1,654991
26,245957;-45,356336;-1,654991
26,010838;-47,002794;-1,655565
25,759839;-51,512657;-1,653845
25,490886;-54,151762;-1,654418
25,207234;-58,671169;-1,656138
24,913693;-60,179229;-1,655565
24,615681;-61,033479;-1,653845
24,318124;-61,162332;-1,654418
24,023166;-60,794861;-1,656138
23,729136;-60,494204;-1,643524
23,431072;-61,262551;-1,654991
23,124994;-62,317238;-1,654991
22,807372;-65,686512;-1,654991
22,476994;-67,566814;-1,657858
22,135005;-69,494840;-1,653271
21,784663;-72,153035;-1,658432
21,429444;-72,892748;-1,657285
21,071914;-73,350893;-1,640658
20,713236;-73,761314;-1,659578
20,352802;-73,990386;-1,640658
19,988319;-75,116659;-1,654418
19,618571;-75,880234;-1,637791
19,242512;-76,748800;-1,654991
18,859348;-78,843858;-1,642378
18,471037;-79,679018;-1,654418
18,078272;-80,328056;-1,646964
17,682806;-81,320703;-1,650405
17,285434;-81,645223;-1,641231
16,885108;-82,432659;-1,656138
16,481306;-82,900348;-1,625177
16,071514;-83,687785;-1,656138
15,653132;-86,164630;-1,635498
15,226363;-87,348171;-1,646391
14,791579;-88,579435;-1,637218
14,349859;-90,793802;-1,681366
13,903262;-91,543059;-1,652125
13,452514;-92,817275;-1,654991
12,999656;-93,055892;-1,680793
12,543052;-93,566532;-1,653845
12,083344;-94,530545;-1,608550
11,618724;-95,232079;-1,681939
11,148469;-96,286767;-1,350540
10,670434;-98,229110;-1,682513
10,185345;-99,536732;-1,460624
9,694721;-101,187962;-1,682513
9,197955;-102,185381;-1,231855
8,698354;-102,333324;-1,551788
8,194837;-103,626629;-1,112597
7,690224;-103,626629;-1,425076
7,182776;-104,108635;-1,125211
6,674434;-104,519056;-1,216948
6,164674;-104,805397;-1,185987
5,654610;-105,034469;-1,321298
5,142251;-105,339899;-1,196880
4,628475;-105,483070;-1,238735
4,112589;-106,146425;-1,168212
3,596079;-106,122563;-1,172226
3,078118;-106,404131;-1,183120
2,559617;-106,642749;-1,258803
2,040373;-106,747740;-1,189427
1,520437;-106,967268;-1,291484
0,999911;-107,053170;-1,189427
0,478474;-107,115210;-1,249629
-0,043318;-107,287015;-1,197453
-0,557381;-107,172478;-0,165413
-1,013158;-100,658232;1,728954
-1,409265;-81,941108;1,728381
-1,754679;-74,090606;1,729528
-2,062766;-62,517677;1,722074
-2,348679;-59,205672;1,728954
-2,624501;-57,382637;1,722074
-2,893894;-55,301896;1,730674
-3,154680;-54,204257;1,719207
-3,398827;-52,195102;1,728381
-3,616582;-45,098629;1,723221
-3,798309;-39,944500;1,729528
-3,938254;-27,603225;1,716341
-4,034998;-21,084206;1,730101
-4,091107;-14,884934;1,723794
-4,112876;-4,132848;1,729528
-4,112792;-0,782664;1,727808
-4,104287;1,307622;1,730101
-4,089673;2,930218;1,726661
-4,065373;4,252156;1,730101
-4,026527;8,423183;1,728381
-3,972763;10,618460;1,730674
-3,903508;13,009404;1,726088
-3,822289;16,860683;1,730101
-3,734083;17,910599;1,730674
-3,643363;18,464190;1,730101
-3,550770;18,965286;1,730101
-3,453401;19,619097;1,730101
-3,347477;22,081625;1,731248
-3,227715;24,138505;1,730101
-3,089323;26,796699;1,728954
-2,928909;33,229816;1,724941
-2,746912;36,503642;1,730101
-2,547163;39,429087;1,728381
-2,336445;43,332863;1,728381
-2,122942;43,958040;1,723221
-1,912393;43,213554;1,730674
-1,705843;42,593150;1,724941
-1,501723;42,082509;1,729528
-1,293688;42,865174;1,722074
-1,075123;44,354144;1,727808
-0,841117;46,415796;1,724367
-0,588448;51,813314;1,728381
-0,318060;54,519232;1,723794
-0,034796;58,561406;1,730674
0,241869;57,807376;-1,585616
0,460856;51,011561;-1,653845
0,620190;32,165583;-1,641804
0,733522;25,155013;-1,655565
0,817374;19,743178;-1,637791
0,887439;14,441106;-1,654418
0,953167;13,529589;-1,634351
1,021157;13,997278;-1,655565
1,086615;13,696621;-1,654991
1,137797;12,050163;-1,653845
1,167345;5,922476;-1,654991
1,169741;1,851669;-1,654418
1,145036;-2,462528;-1,653845
1,094310;-10,160316;-1,653845
1,016837;-14,350432;-1,654418
0,918034;-20,874223;-1,656138
0,802457;-23,408336;-1,654991
0,675742;-25,274322;-1,654418
0,541012;-27,770257;-1,656712
0,398942;-28,863123;-1,656138
0,249514;-29,946444;-1,654418
0,092610;-32,179900;-1,653271
-0,068040;-33,349124;-0,177453
-0,190637;-23,436970;1,730101
-0,252568;-14,226351;1,731821
-0,268346;-6,552425;1,730101
-0,261208;1,555783;1,730101
-0,254036;1,780083;1,725514
-0,254542;0,706307;1,730674
-0,258694;-0,863794;1,725514
-0,261866;-0,868566;1,728381
-0,261039;0,372243;1,723221
-0,254998;1,030826;1,730101
-0,238005;2,395716;1,726088
-0,202905;7,411447;1,730674
-0,147066;10,460973;1,726088
-0,066892;13,935238;1,731248
0,031404;20,244274;0,829359
0,118496;19,738405;-1,332192
0,163637;8,017534;-1,642951
0,172277;2,443439;-1,654418
0,163873;-0,973558;-1,633778
0,156954;-1,341028;-1,654991
0,156094;-0,357926;-1,630337
0,156364;0,229072;-1,656138
0,153309;-0,558364;-1,631484
0,139354;-1,913709;-1,654418
0,105030;-7,764600;-1,629191
0,043470;-12,007212;-1,655565
-0,030257;-14,837210;0,024941
-0,088526;-11,725644;0,916509
-0,109586;-6,223134;1,707167
-0,096643;-0,362698;1,730101
-0,069255;5,593185;1,729528
-0,043031;5,941565;1,470944
-0,032383;1,665547;0,831653
-0,036737;-0,715851;0,727875
-0,040466;-1,231264;0,850000
-0,034442;1,431703;0,871788
-0,017955;2,863405;0,781197
0,006919;4,457367;0,328246
0,032906;5,397519;0,030101
0,054101;4,791431;-0,668246
0,067146;2,414805;-0,902749
0,070757;1,021281;-1,093103
0,069137;-0,224300;-1,099983
0,067804;-0,262479;-1,077049
0,066133;-0,262479;-1,065582
0,059484;-0,672900;-0,999073
0,043352;-3,168835;-0,897588
0,017634;-4,758025;-0,396476
-0,015086;-6,848310;-0,016914
-0,044077;-6,356759;0,687740
-0,057274;-4,108986;1,076476
-0,056919;0,209983;1,181400
-0,053257;0,897200;1,168786
-0,052903;0,396104;1,085076
-0,053156;0,000000;1,102850
-0,052262;0,262479;1,082209
-0,047891;1,049915;1,067302
-0,035083;2,343220;0,997353
-0,012504;3,884686;0,703221
0,013517;5,407063;0,295565
0,034982;4,715074;-0,020354
0,046609;3,531533;-0,580523
0,049157;0,577453;-0,701501
0,049157;0,000000;-0,735329
0,049832;0,190894;-0,735902
0,051300;0,291113;-0,748516
0,052397;0,319747;-0,778904
0,051148;-0,305430;-0,792664
0,046676;-0,720624;-0,774317
0,037479;-1,326711;-0,647605
0,021516;-3,235648;-0,511147
-0,000709;-4,199661;-0,047302
-0,024081;-4,724618;0,292125
-0,037091;-3,063843;0,582816
-0,036450;-0,959241;0,832226
-0,030476;1,269443;0,783491
-0,026983;0,940151;0,647032
-0,027236;0,324519;0,624671
-0,026696;0,152715;0,634418
-0,022849;0,462917;0,602884
-0,014462;1,846896;0,532361
-0,002379;2,433894;0,415396
0,009096;2,543658;0,079410
0,016487;1,484198;0,020354
0,018917;0,720624;-0,197521
0,017567;-0,090674;-0,192934
0,017314;-0,038179;-0,176307
0,017314;0,000000;-0,178027
0,017179;-0,038179;-0,171720
0,014816;-0,486779;-0,176307
0,011509;-0,601315;-0,101770
0,006682;-0,968785;-0,063356
0,000456;-1,221719;0,024367
-0,006547;-1,446020;0,172867
-0,010277;-0,792209;0,290405
-0,009956;-0,233845;0,350607
-0,009062;0,109764;0,333406
-0,009416;-0,100219;0,321939
-0,008876;0,000000;0,327099
-0,007189;0,415194;0,316779
-0,004286;0,534502;0,264604
-0,000658;0,696762;0,217015
0,003358;0,844704;0,163693
0,007071;0,768347;0,074823
0,010834;0,768347;0,023794
0,013972;0,696762;-0,063356
0,015677;0,462917;-0,122412
0,015677;0,000000;-0,149933
0,014884;-0,224300;-0,148212
0,013112;-0,147943;-0,126425
0,010226;-0,586998;-0,101770
0,006581;-0,672900;-0,023794
0,001569;-1,092866;0,018061
-0,005062;-1,345800;0,042715
-0,009821;-1,269443;0,296138
-0,010766;-0,133626;0,344874
-0,009956;0,229072;0,337420
-0,010496;0,000000;0,337420
-0,010496;0,000000;0,345447
-0,009956;0,152715;0,336273
-0,008454;0,314975;0,331113
-0,006092;0,462917;0,281804
-0,003831;0,501096;0,249123
-0,001502;0,529730;0,227909
0,000894;0,505868;0,140759
0,002548;0,424738;0,104637
0,003004;0,057268;0,079410
0,003257;0,104992;0,077116
0,003257;0,000000;0,070809
0,002464;0,000000;0,071383
0,002464;-0,224300;0,073676
0,002008;-0,124081;0,082277
0,001080;-0,176577;0,086864
0,000017;-0,167032;0,116105
-0,000506;-0,119309;0,148212
-0,000506;0,000000;0,176880
-0,000506;0,000000;0,168853
-0,000506;0,000000;0,174587
-0,000506;0,000000;0,170573
-0,000506;0,000000;0,175160
-0,000506;0,000000;0,170000
0,000304;0,000000;0,172293
0,000827;0,124081;0,128718
0,001097;0,100219;0,109224
0,001097;0,000000;0,105211
0,001147;0,000000;0,106357
0,001316;0,033406;0,104064
0,001485;0,033406;0,100050
0,000844;-0,176577;0,099477
0,000202;0,000000;0,110944
-0,000405;-0,128853;0,135599
-0,000506;-0,057268;0,163693
-0,000506;0,000000;0,169427
-0,000709;-0,042951;0,172293
-0,000911;-0,042951;0,177453
-0,001046;-0,028634;0,178600
-0,001046;0,000000;0,179747
-0,001046;0,000000;0,181467
-0,000236;0,000000;0,186054
-0,000236;0,229072;0,181467
-0,000236;0,000000;0,156240
0,000219;0,114536;0,157386
0,001350;0,171804;0,135599
0,001687;0,042951;0,098330
0,002143;0,090674;0,102917
0,002177;0,057268;0,088584
0,002177;0,000000;0,092024
0,001384;0,000000;0,088010
0,001384;0,000000;0,107504
0,001384;0,000000;0,100050
0,000928;-0,095447;0,113811
-0,000067;-0,133626;0,119545
-0,000506;-0,133626;0,144772
-0,000506;-0,009545;0,170573
-0,000506;0,000000;0,173440
-0,000506;0,000000;0,170573
-0,000506;0,000000;0,176307
-0,000506;0,000000;0,169427
-0,000506;0,000000;0,177453
0,000304;0,229072;0,171147
0,000304;0,000000;0,136172
0,000304;0,000000;0,127572
0,000304;0,000000;0,129292
0,000692;0,095447;0,116678
0,000304;-0,124081;0,110944
