Position - Lacet;Vitesse - Lacet;Courant moteur - Lacet
29,910094;-1,388751;0,204975
29,909554;-0,085902;0,208415
29,909554;0,000000;0,207841
29,910364;0,000000;0,207268
29,911781;0,248162;0,206695
29,914481;0,472462;0,202681
29,918801;0,897200;0,198095
29,925382;1,245581;0,190641
29,934579;1,603507;0,178027
29,944552;2,061652;0,163120
29,952939;1,875530;0,147639
29,958879;1,173996;0,131012
29,963571;0,959241;0,125278
29,968346;0,930607;0,110371
29,974269;1,255126;0,108077
29,982369;1,522377;0,093170
29,992157;1,837352;0,086290
30,003176;2,233456;0,067943
30,014314;2,357537;0,054182
30,023477;1,823035;0,028381
30,028995;1,245581;0,024367
30,030497;0,658583;-0,007167
30,029248;-0,324519;-0,000860
30,028354;-0,214755;-0,003727
30,028354;-0,066813;0,003153
30,028354;0,000000;-0,003153
30,028354;0,000000;0,003153
30,028354;0,000000;-0,004300
30,028303;-0,009545;0,004300
30,027358;-0,167032;-0,001433
30,026565;-0,138398;0,006594
30,026194;-0,124081;-0,000860
30,026194;0,000000;0,006594
30,026092;-0,019089;0,002007
30,024894;-0,214755;0,008314
30,023696;-0,219528;0,002007
30,022498;-0,257706;0,010607
30,021874;-0,243389;0,008887
30,021502;-0,095447;0,013474
30,021334;-0,057268;0,008887
30,022144;0,000000;0,012327
30,022144;0,000000;0,009460
30,022144;0,000000;0,006594
30,022515;0,104992;0,008314
30,023544;0,214755;0,008314
30,024776;0,243389;0,006020
30,025637;0,181349;0,002007
30,025637;0,000000;0,000860
30,025637;0,000000;0,002580
30,025637;0,000000;0,003153
30,025637;0,000000;0,000860
30,025637;0,000000;0,001433
30,025637;0,000000;0,002007
30,025637;0,000000;0,007167
30,025637;0,000000;0,001433
30,025637;0,000000;0,006594
30,024844;0,000000;0,002007
30,024844;0,000000;0,008314
30,024236;-0,124081;0,002007
30,024034;-0,033406;0,006020
30,024034;0,000000;0,004300
30,024034;0,000000;0,008887
30,023966;-0,014317;0,003727
30,023848;-0,023862;0,008887
30,023730;-0,028634;0,006020
30,023376;-0,085902;0,010034
30,022886;-0,038179;0,006020
30,022515;-0,076357;0,011754
30,022414;-0,028634;0,006020
30,022414;0,000000;0,007740
30,009774;-2,863405;-1,655565
29,963942;-7,979355;-1,633778
29,895075;-12,279235;-1,656138
29,818834;-15,658053;-1,629764
29,745208;-15,510111;-1,654418
29,676274;-14,025912;-1,626897
29,610394;-13,553451;-1,655565
29,542371;-13,572540;-1,653845
29,463986;-16,235507;-1,653845
29,368693;-18,783937;-1,654991
29,254753;-21,475538;-1,653845
29,122892;-26,968503;-1,654418
28,977514;-29,182870;-1,656712
28,824474;-31,626309;-1,649258
28,668684;-31,984234;-1,655565
28,511679;-32,213307;-1,654418
28,352194;-32,776443;-1,653845
28,186093;-33,769090;-1,654991
28,009378;-35,162614;-1,654991
27,819467;-38,908902;-1,653845
27,616815;-40,894196;-1,654418
27,404747;-43,819642;-1,655565
27,188207;-44,497314;-1,655565
26,971009;-44,630940;-1,654991
26,753777;-44,721614;-1,654418
26,535397;-44,745476;-1,654991
26,311432;-45,356336;-1,654991
26,077376;-48,024075;-1,654991
25,829094;-50,076182;-1,633204
25,564393;-54,867613;-1,656138
25,285702;-57,024711;-1,630911
24,996904;-58,642535;-1,655565
24,702570;-60,570561;-1,634351
24,406296;-60,976210;-1,656712
24,111084;-60,804406;-1,629764
23,815789;-60,713732;-1,654991
23,516139;-61,205283;-1,629764
23,209183;-63,419649;-1,653271
22,891410;-65,047018;-1,628617
22,561706;-66,803240;-1,654991
22,221034;-70,210692;-1,630337
21,872362;-71,389460;-1,653845
21,519169;-72,253254;-1,631484
21,163089;-73,241129;-1,655565
20,805255;-73,417705;-1,653845
20,444552;-74,286272;-1,659005
20,078601;-75,130976;-1,651551
19,706676;-75,894551;-1,652698
19,328068;-77,937113;-1,653845
18,942981;-78,944077;-1,656138
18,552577;-79,774465;-1,652698
18,159154;-80,895965;-1,656138
17,763114;-81,373199;-1,654418
17,365522;-81,855206;-1,655565
16,964471;-82,322895;-1,654418
16,558560;-83,081697;-1,652125
16,145443;-85,033585;-1,653271
15,723416;-86,374613;-1,644671
15,293846;-87,624967;-1,682513
14,857189;-89,720025;-1,642951
14,414996;-90,664948;-1,642378
13,968872;-91,886668;-1,644098
13,519102;-92,459349;-1,652125
13,066734;-92,779096;-1,645244
12,610232;-93,900596;-1,659578
12,149696;-94,621220;-1,610270
11,683896;-95,165267;-1,626897
11,211311;-97,145788;-1,682513
10,730947;-98,262516;-1,682513
10,244644;-100,204860;-1,674486
9,752434;-101,183190;-1,421062
9,257152;-101,545888;-1,666459
8,756775;-102,929867;-1,211214
8,254609;-103,139850;-1,435396
7,748595;-103,807978;-1,182547
7,242733;-103,912969;-1,383794
6,732754;-104,795852;-1,290337
6,222994;-104,891299;-1,258803
5,709420;-105,640557;-1,161332
5,196639;-105,459208;-1,281737
4,679674;-106,427993;-1,340219
4,163805;-106,060523;-1,261670
3,644004;-106,389814;-1,270843
3,126178;-106,437538;-1,213508
2,605331;-106,871821;-1,290337
2,086307;-106,680927;-1,125211
1,564566;-107,248836;-1,331619
1,044461;-107,258381;-1,043794
0,521100;-107,721298;-1,289191
-0,001451;-107,687891;-1,009393
-0,514907;-107,258381;0,385582
-0,987424;-97,728014;1,030607
-1,404641;-89,576854;1,730101
-1,767791;-73,269763;1,731248
-2,088804;-66,975044;1,732395
-2,382362;-62,231336;1,730674
-2,661508;-57,320597;1,731248
-2,931913;-55,879349;1,732395
-3,194606;-54,943970;1,731821
-3,442989;-51,278812;1,730674
-3,668591;-48,205424;1,731821
-3,860730;-38,479391;1,731821
-4,013246;-32,537826;1,731821
-4,123524;-26,290831;1,730674
-4,192189;-13,677531;1,723221
-4,224876;-8,141615;1,731821
-4,231946;-3,827418;1,723794
-4,223323;1,660775;1,731821
-4,211207;2,333675;1,726088
-4,193100;3,965816;1,731248
-4,162387;5,841346;1,724367
-4,113973;8,485224;1,732968
-4,049848;13,324378;1,730674
-3,972510;15,428981;1,732395
-3,887527;16,860683;1,720354
-3,799372;18,182622;1,731821
-3,709446;18,292386;1,720927
-3,615283;19,552284;1,731248
-3,512902;20,745370;1,719207
-3,397967;22,430006;1,733541
-3,265380;27,450510;1,731821
-3,112476;30,485719;1,731248
-2,938849;33,616375;1,732395
-2,746963;39,300234;1,732395
-2,542843;41,338024;1,730674
-2,333239;43,170603;1,731821
-2,125372;42,869946;1,730674
-1,920999;42,278175;1,734115
-1,718533;41,629137;1,727234
-1,514194;41,767535;1,732395
-1,300522;42,750637;1,733541
-1,072946;46,640096;1,731248
-0,828883;49,040584;1,702007
-0,570763;53,373870;1,379207
-0,310888;53,550447;0,843120
-0,060834;52,638929;0,370674
0,170977;47,456166;0,078836
0,381847;44,482997;-0,214148
0,566713;40,793977;-0,745649
0,723077;32,375566;-0,972698
0,852491;28,299987;-1,289191
0,957622;20,964897;-1,495599
1,043432;18,173077;-1,630337
1,112096;15,533972;-1,649831
1,164797;10,680501;-1,655565
1,204369;8,852694;-1,643524
1,227994;6,509474;-1,654418
1,234457;1,460337;-1,626897
1,224315;-1,140590;-1,654991
1,198699;-5,769761;-1,626897
1,150858;-9,167668;-1,653845
1,080439;-12,689657;-1,626897
0,989061;-19,013009;-1,654991
0,879204;-21,814374;-1,624604
0,758160;-24,004879;-1,417049
0,633707;-25,598841;-1,237588
0,511920;-25,331590;-0,945750
0,395314;-23,794896;-0,773170
0,285154;-22,830883;-0,502547
0,181558;-21,847780;-0,365514
0,084510;-19,891120;-0,238803
-0,006261;-18,984375;-0,116105
-0,089977;-17,991728;0,036408
-0,166286;-15,839402;0,222175
-0,232824;-14,259757;0,409089
-0,288292;-11,114784;0,487639
-0,334884;-9,869203;0,595430
-0,371689;-8,346826;0,669393
-0,403498;-6,456978;0,713541
-0,429941;-5,798395;0,751383
-0,449246;-4,686440;0,817319
-0,461312;-2,605699;0,841400
-0,465986;-1,412613;0,866054
-0,463539;0,691990;0,867201
-0,454056;1,746677;0,855733
-0,434683;3,039982;0,833946
-0,403026;6,662189;0,804132
-0,362121;8,179794;0,762277
-0,316170;8,890873;0,657353
-0,268549;9,831024;0,597150
-0,224286;9,286977;0,480185
-0,184123;8,089119;0,423423
-0,151284;6,886489;0,350034
-0,120606;6,328125;0,309326
-0,090467;6,170638;0,256003
-0,062100;5,827029;0,215295
-0,031911;5,951110;0,145919
0,000861;6,791042;0,102344
0,031792;6,514246;0,063929
0,061037;6,037012;0,027234
0,089100;5,836574;-0,052462
0,111881;5,268665;-0,111518
0,127541;3,135429;-0,147066
0,138577;2,433894;-0,173440
0,146728;1,961432;-0,192934
0,153529;1,403068;-0,212428
0,158962;1,212175;-0,218735
0,162152;0,582226;-0,233643
0,162557;0,114536;-0,235363
0,160599;-0,224300;-0,237656
0,157157;-0,672900;-0,233643
0,152685;-0,844704;-0,229056
0,145564;-1,164451;-0,217015
0,134646;-2,200050;-0,207268
0,119222;-2,887267;-0,174013
0,099309;-4,256929;-0,152799
0,076309;-4,786659;-0,128145
0,056278;-4,447823;-0,085717
0,041766;-2,934990;-0,045582
0,031573;-2,281179;-0,014621
0,023794;-1,756222;-0,004874
0,015457;-1,660775;0,007167
0,004776;-2,033018;0,018061
-0,008353;-2,758414;0,028381
-0,021127;-2,691601;0,056476
-0,030139;-2,243001;0,076543
-0,034526;-0,863794;0,105211
-0,034256;-0,214755;0,114958
-0,033632;0,229072;0,109798
-0,032721;0,162260;0,113811
-0,031826;0,186121;0,108077
-0,030763;0,233845;0,109224
-0,029025;0,286341;0,105211
-0,025447;0,582226;0,107504
-0,019372;1,278988;0,094317
-0,010969;1,613052;0,090304
-0,001755;1,913709;0,074823
0,005299;1,488971;0,066796
0,009231;1,054688;0,038128
0,010277;0,138398;0,033541
0,010277;0,000000;0,030674
0,010277;0,000000;0,031248
0,009484;0,000000;0,029528
0,008623;-0,128853;0,032395
0,006868;-0,276796;0,033541
0,005265;-0,353153;0,035261
0,003527;-0,305430;0,038702
0,001114;-0,539275;0,047875
-0,002042;-0,610860;0,047302
-0,005366;-0,677673;0,052462
-0,008319;-0,572681;0,059342
-0,010091;-0,477234;0,063356
-0,010766;-0,238617;0,069663
-0,010766;0,000000;0,068516
-0,010766;0,000000;0,072529
-0,010766;0,000000;0,070809
-0,010766;0,000000;0,073103
-0,010766;0,000000;0,070236
-0,010766;0,000000;0,072529
-0,009956;0,000000;0,070809
-0,009568;0,229072;0,072529
-0,008488;0,195666;0,069663
-0,007138;0,276796;0,069089
-0,006463;0,152715;0,067369
-0,006463;0,000000;0,065649
-0,006463;0,000000;0,062782
-0,006463;0,000000;0,066222
-0,006463;0,000000;0,063929
-0,006463;0,000000;0,066796
-0,006463;0,000000;0,062782
-0,006463;0,000000;0,066222
-0,006463;0,000000;0,063929
-0,006463;0,000000;0,065649
-0,006463;0,000000;0,063356
-0,006463;0,000000;0,066222
-0,006463;0,000000;0,063356
-0,006463;0,000000;0,066222
-0,006463;0,000000;0,063929
-0,006463;0,000000;0,063929
-0,007256;0,000000;0,063356
-0,007256;0,000000;0,065076
-0,007256;0,000000;0,065076
-0,007678;-0,114536;0,066222
-0,008151;-0,033406;0,065076
-0,008488;-0,138398;0,067369
-0,008707;-0,038179;0,067369
-0,008994;-0,057268;0,067943
-0,009146;-0,023862;0,066796
-0,009315;-0,033406;0,067943
-0,009534;-0,042951;0,068516
-0,009686;-0,033406;0,067943
-0,009686;0,000000;0,068516
-0,009686;0,000000;0,069089
-0,009686;0,000000;0,070236
-0,009686;0,000000;0,068516
-0,009686;0,000000;0,069663
-0,008876;0,229072;0,068516
-0,008319;0,085902;0,068516
-0,007796;0,109764;0,066222
-0,007273;0,109764;0,066222
-0,007003;0,104992;0,065649
-0,007003;0,000000;0,065076
-0,007003;0,000000;0,063929
-0,007003;0,000000;0,063929
-0,007003;0,000000;0,065076
-0,007003;0,000000;0,066222
-0,007003;0,000000;0,062782
-0,007003;0,000000;0,065649
-0,007003;0,000000;0,062782
-0,007003;0,000000;0,066222
-0,007003;0,000000;0,063929
-0,007003;0,000000;0,065649
-0,007003;0,000000;0,063356
-0,007796;-0,224300;0,066222
-0,007796;0,000000;0,064502
-0,007796;0,000000;0,066796
-0,008235;-0,090674;0,065076
-0,008421;-0,038179;0,066222
-0,008589;-0,033406;0,066222
-0,008606;0,000000;0,068516
-0,008606;0,000000;0,066222
-0,008606;0,000000;0,068516
-0,008606;0,000000;0,067943
-0,008606;0,000000;0,066796
-0,008606;0,000000;0,066796
-0,008606;0,000000;0,066796
-0,008606;0,000000;0,067943
-0,008606;0,000000;0,066222
-0,008606;0,000000;0,067943
-0,008606;0,000000;0,066222
-0,008606;0,000000;0,068516
-0,008606;0,000000;0,066222
-0,008606;0,000000;0,067943
-0,007796;0,229072;0,067943
-0,007796;0,000000;0,067943
-0,007239;0,071585;0,064502
-0,007003;0,066813;0,065649
-0,007003;0,000000;0,064502
-0,007003;0,000000;0,067943
-0,007003;0,000000;0,063929
-0,007003;0,000000;0,067943
-0,007003;0,000000;0,064502
-0,007003;0,000000;0,068516
-0,007003;0,000000;0,065076
-0,007003;0,000000;0,067369
-0,007003;0,000000;0,064502
-0,007003;0,000000;0,067369
-0,007796;-0,224300;0,065076
-0,007796;0,000000;0,068516
-0,007796;0,000000;0,066796
-0,007796;0,000000;0,069089
-0,007796;0,000000;0,065076
-0,007796;0,000000;0,068516
