Temps,Ecart,I moteur,Mesure,vitesse,accélération,position,U moteur,Consigne,Sortie Reg.,S. Action P.
0.430,22.306,132.813,77.741,77.873,35.143,43.627,18.088,99.915,169.000,22.306
0.440,22.042,124.512,78.137,78.005,29.736,44.389,18.023,99.915,167.000,22.042
0.450,21.910,133.301,78.401,78.533,27.033,45.155,17.915,99.915,166.000,21.910
0.460,21.382,124.512,78.533,78.797,29.736,45.923,18.207,99.915,162.000,21.382
0.470,21.118,128.418,78.929,78.929,24.330,46.694,18.034,99.915,160.000,21.118
0.480,20.986,128.418,79.061,79.325,18.923,47.467,18.153,99.915,159.000,20.986
0.490,20.590,126.953,79.457,79.457,24.330,48.243,18.088,99.915,156.000,20.590
0.500,20.458,121.094,79.720,79.720,21.626,49.022,18.392,99.915,155.000,20.458
0.510,20.194,125.488,79.720,79.984,16.220,49.801,18.381,99.915,153.000,20.194
0.520,19.930,120.605,80.248,80.248,24.330,50.585,18.403,99.915,151.000,19.930
0.530,19.666,122.559,80.380,80.512,18.923,51.371,18.479,99.915,149.000,19.666
0.540,19.402,118.164,80.644,80.644,18.923,52.158,18.164,99.915,147.000,19.402
0.550,19.270,122.070,80.908,80.908,18.923,52.948,18.349,99.915,146.000,19.270
0.560,19.006,121.582,81.436,80.644,8.110,53.740,18.327,99.915,144.000,19.006
0.570,19.270,120.605,81.436,80.908,10.813,54.532,18.446,99.915,146.000,19.270
0.580,19.006,120.605,81.436,81.436,13.516,55.327,18.642,99.915,144.000,19.006
0.590,18.478,116.211,81.568,81.568,24.330,56.124,18.511,99.915,140.000,18.478
0.600,18.346,117.676,81.832,81.832,13.516,56.923,18.761,99.915,139.000,18.346
0.610,18.082,114.746,81.964,82.096,18.923,57.724,18.707,99.915,137.000,18.082
0.620,17.818,117.676,82.096,82.228,24.330,58.526,18.913,99.915,135.000,17.818
0.630,17.686,112.793,82.228,82.360,13.516,59.330,18.609,99.915,134.000,17.686
0.640,17.554,117.676,82.360,82.492,13.516,60.135,18.761,99.915,133.000,17.554
0.650,17.422,112.305,82.492,82.360,8.110,60.940,18.804,99.915,132.000,17.422
0.660,17.554,115.234,82.492,82.492,5.407,61.745,18.793,99.915,133.000,17.554
0.670,17.422,111.816,82.624,82.492,2.703,62.552,18.989,99.915,132.000,17.422
0.680,17.422,115.723,82.756,82.624,8.110,63.359,18.848,99.915,132.000,17.422
0.690,17.290,114.746,82.756,82.756,2.703,64.167,18.750,99.915,131.000,17.290
0.700,17.158,109.375,82.756,82.624,5.407,64.975,18.880,99.915,130.000,17.158
0.710,17.290,111.816,82.888,82.756,2.703,65.783,18.967,99.915,131.000,17.290
0.720,17.158,107.422,82.756,83.020,8.110,66.593,19.054,99.915,130.000,17.158
0.730,16.894,109.863,83.284,83.416,18.923,67.407,19.206,99.915,128.000,16.894
0.740,16.498,86.426,83.416,83.020,2.703,68.219,18.913,99.915,125.000,16.498
0.750,16.894,113.281,83.152,83.152,5.407,69.031,18.924,99.915,128.000,16.894
0.760,16.762,113.770,83.152,83.152,0.000,69.843,18.804,99.915,127.000,16.762
0.770,16.762,117.188,83.020,83.152,10.813,70.655,18.837,99.915,127.000,16.762
0.780,16.762,108.887,83.152,83.020,-10.813,71.466,18.859,99.915,127.000,16.762
0.790,16.894,109.375,83.152,83.020,0.000,72.277,18.891,99.915,128.000,16.894
0.800,16.894,113.281,82.888,82.888,-5.407,73.087,18.945,99.915,128.000,16.894
0.810,17.026,109.863,82.756,82.888,-2.703,73.895,18.663,99.915,129.000,17.026
0.820,17.026,111.328,82.756,82.756,-8.110,74.704,18.859,99.915,129.000,17.026
0.830,17.158,106.934,82.624,82.624,-5.407,75.510,18.674,99.915,130.000,17.158
0.840,17.290,112.305,82.756,82.624,-8.110,76.318,18.750,99.915,131.000,17.290
0.850,17.290,114.746,82.756,82.624,-2.703,77.125,18.739,99.915,131.000,17.290
0.860,17.290,107.910,82.624,82.756,0.000,77.933,18.837,99.915,131.000,17.290
0.870,17.158,113.281,82.624,82.756,0.000,78.740,18.826,99.915,130.000,17.158
0.880,17.158,111.816,82.756,82.624,0.000,79.548,18.631,99.915,130.000,17.158
0.890,17.290,113.281,82.624,81.964,-16.220,80.351,18.696,99.915,131.000,17.290
0.900,17.950,118.164,82.360,82.624,0.000,81.157,18.783,99.915,136.000,17.950
0.910,17.290,116.699,82.492,82.492,-2.703,81.962,18.804,99.915,131.000,17.290
0.920,17.422,117.188,82.492,82.360,5.407,82.767,18.739,99.915,132.000,17.422
0.930,17.554,115.723,82.492,82.492,-16.220,83.573,18.815,99.915,133.000,17.554
0.940,17.422,110.352,82.492,82.360,10.813,84.378,18.837,99.915,132.000,17.422
0.950,17.554,114.746,82.360,82.492,0.000,85.183,18.815,0.000,133.000,17.554
0.960,-82.492,-126.953,82.228,81.304,-27.033,85.981,14.898,0.000,-625.000,-82.492
0.970,-81.304,-259.277,77.873,74.177,-164.900,86.723,14.138,0.000,-616.000,-81.304
0.980,-74.177,-236.328,71.009,67.578,-308.174,87.400,13.118,0.000,-562.000,-74.177
0.990,-67.578,-207.031,64.410,61.374,-405.492,88.014,12.033,0.000,-512.000,-67.578
1.000,-61.374,-184.082,58.602,55.699,-402.789,88.572,10.710,0.000,-465.000,-61.374
1.010,-55.699,-160.645,52.927,50.419,-497.403,89.077,9.668,0.000,-422.000,-55.699
1.020,-50.419,-143.066,48.043,45.404,-462.261,89.533,8.800,0.000,-382.000,-50.419
1.030,-45.404,-139.648,43.028,41.048,-427.118,89.944,8.648,0.000,-344.000,-45.404
1.040,-41.048,-130.371,39.332,37.748,-375.756,90.320,7.899,0.000,-311.000,-41.048
1.050,-37.748,-94.727,35.901,34.053,-340.613,90.662,6.673,0.000,-286.000,-37.748
1.060,-34.053,-77.637,32.205,30.489,-318.987,90.968,6.174,0.000,-258.000,-34.053
1.070,-30.489,-67.871,28.905,27.189,-305.471,91.242,5.295,0.000,-231.000,-30.489
1.080,-27.189,-57.617,25.606,24.286,-267.625,91.485,4.829,0.000,-206.000,-27.189
1.090,-24.286,-40.039,22.834,21.514,-259.515,91.702,4.123,0.000,-184.000,-24.286
1.100,-21.514,-38.086,20.062,18.610,-248.702,91.890,3.809,0.000,-163.000,-21.514
1.110,-18.610,-24.902,17.290,16.234,-232.482,92.054,3.201,0.000,-141.000,-18.610
1.120,-16.234,-17.578,15.179,14.255,-208.152,92.198,3.158,0.000,-123.000,-16.234
1.130,-14.255,-5.371,13.199,12.275,-186.526,92.322,2.604,0.000,-108.000,-14.255
1.140,-12.275,3.906,11.219,10.427,-178.416,92.428,2.246,0.000,-93.000,-12.275
1.150,-10.427,10.742,9.635,8.711,-162.197,92.517,1.964,0.000,-79.000,-10.427
1.160,-8.711,20.020,8.051,7.127,-145.977,92.592,1.508,0.000,-66.000,-8.711
1.170,-7.127,20.020,6.599,5.939,-132.461,92.653,1.345,0.000,-54.000,-7.127
1.180,-5.939,24.414,5.411,4.884,-116.241,92.703,1.183,0.000,-45.000,-5.939
1.190,-4.884,23.926,4.356,3.828,-102.725,92.743,1.150,0.000,-37.000,-4.884
1.200,-3.828,48.828,3.696,3.432,-83.802,92.778,0.868,0.000,-29.000,-3.828
1.210,-3.432,32.227,3.036,2.640,-70.285,92.806,0.770,0.000,-26.000,-3.432
1.220,-2.640,38.086,2.112,1.584,-67.582,92.824,0.629,0.000,-20.000,-2.640
1.230,-1.584,8.789,1.056,0.396,-83.802,92.831,-0.184,0.000,-12.000,-1.584
1.240,-0.396,10.254,-0.132,-0.264,-67.582,92.829,-0.260,0.000,-3.000,-0.396
1.250,0.264,-28.809,-0.264,-0.132,-51.362,92.827,0.423,0.000,2.000,0.264
1.260,0.132,22.949,0.132,0.000,-29.736,92.827,-0.586,0.000,1.000,0.132
1.270,0.000,-3.906,-0.132,0.000,-18.923,92.827,0.065,0.000,0.000,0.000
1.280,0.000,-16.113,0.000,0.000,-10.813,92.827,0.326,0.000,0.000,0.000
1.290,0.000,-21.484,0.000,0.000,2.703,92.827,-0.098,0.000,0.000,0.000
1.300,0.000,29.297,0.000,0.132,5.407,92.827,-0.521,0.000,0.000,0.000
1.310,-0.132,-6.836,-0.132,0.000,0.000,92.827,0.380,0.000,-1.000,-0.132
1.320,0.000,-15.625,0.000,0.000,0.000,92.827,0.163,0.000,0.000,0.000
1.330,0.000,-1.465,0.000,0.000,-2.703,92.827,0.043,0.000,0.000,0.000
1.340,0.000,4.395,-0.264,-0.528,-8.110,92.823,-0.456,0.000,0.000,0.000
1.350,0.528,6.348,0.000,0.792,13.516,92.827,0.499,0.000,4.000,0.528
1.360,-0.792,23.438,0.924,0.132,2.703,92.832,-0.467,0.000,-6.000,-0.792
1.370,-0.132,2.930,-0.264,-0.396,2.703,92.829,-0.033,0.000,-1.000,-0.132
1.380,0.396,-8.789,0.000,0.000,-27.033,92.829,0.391,0.000,3.000,0.396
1.390,0.000,-13.184,0.000,0.000,24.330,92.829,0.076,0.000,0.000,0.000
1.400,0.000,18.066,0.000,0.000,-5.407,92.829,-0.477,0.000,0.000,0.000
1.410,0.000,-5.371,0.000,0.000,-10.813,92.829,0.250,0.000,0.000,0.000
1.420,0.000,-17.090,0.000,-0.132,5.407,92.828,0.228,0.000,0.000,0.000
1.430,0.132,24.902,0.132,0.000,0.000,92.829,-0.499,0.000,1.000,0.132
1.440,0.000,-21.484,0.000,-0.132,-2.703,92.828,0.217,0.000,0.000,0.000
1.450,0.132,-19.531,0.000,0.132,5.407,92.829,-0.098,0.000,1.000,0.132
1.460,-0.132,9.766,-0.132,0.132,0.000,92.829,-0.293,0.000,-1.000,-0.132
1.470,-0.132,22.461,0.000,0.000,5.407,92.829,-0.543,0.000,-1.000,-0.132
1.480,0.000,-29.297,0.000,-0.132,-8.110,92.828,0.239,0.000,0.000,0.000
1.490,0.132,18.555,0.132,0.000,2.703,92.829,-0.401,0.000,1.000,0.132
1.500,0.000,3.906,0.000,0.660,13.516,92.832,0.195,0.000,0.000,0.000
1.510,-0.660,5.371,0.528,-0.264,-5.407,92.833,0.184,0.000,-5.000,-0.660
1.520,0.264,-14.160,-1.188,-0.660,-16.220,92.824,-0.152,0.000,2.000,0.264
1.530,0.660,21.973,-0.132,0.132,-8.110,92.824,-0.239,0.000,5.000,0.660
1.540,-0.132,-21.973,0.132,0.000,18.923,92.825,0.423,0.000,-1.000,-0.132
1.550,0.000,25.391,-0.132,0.000,-5.407,92.824,-0.510,0.000,0.000,0.000
1.560,0.000,2.930,0.000,0.000,-10.813,92.824,-0.119,0.000,0.000,0.000
1.570,0.000,-20.508,0.000,0.000,16.220,92.824,0.098,0.000,0.000,0.000
1.580,0.000,27.344,0.000,0.000,-2.703,92.824,-0.553,0.000,0.000,0.000
1.590,0.000,-20.508,0.000,0.000,0.000,92.824,0.369,0.000,0.000,0.000
1.600,0.000,-1.465,0.000,0.000,0.000,92.824,0.228,0.000,0.000,0.000
1.610,0.000,13.672,0.000,0.132,2.703,92.825,-0.250,0.000,0.000,0.000
1.620,-0.132,27.832,-0.132,0.000,0.000,92.824,-0.304,0.000,-1.000,-0.132
1.630,0.000,-12.207,0.000,0.000,0.000,92.824,0.336,0.000,0.000,0.000
1.640,0.000,8.301,0.000,0.000,-2.703,92.824,-0.347,0.000,0.000,0.000
1.650,0.000,3.418,0.264,0.660,16.220,92.829,0.119,0.000,0.000,0.000
1.660,-0.660,1.953,0.660,-0.132,-5.407,92.831,-0.369,0.000,-5.000,-0.660
1.670,0.132,-20.996,-0.924,-0.528,-10.813,92.824,0.293,0.000,1.000,0.132
1.680,0.528,-1.465,0.000,0.132,-10.813,92.825,-0.152,0.000,4.000,0.528
1.690,-0.132,20.996,0.132,0.000,16.220,92.826,-0.553,0.000,-1.000,-0.132
1.700,0.000,-19.531,-0.132,-0.132,-8.110,92.824,0.217,0.000,0.000,0.000
1.710,0.132,-13.672,0.000,0.132,-8.110,92.825,0.358,0.000,1.000,0.132
1.720,-0.132,22.949,0.000,0.000,13.516,92.825,-0.532,0.000,-1.000,-0.132
1.730,0.000,-10.254,0.000,0.000,0.000,92.825,0.391,0.000,0.000,0.000
1.740,0.000,-6.348,0.000,0.000,-5.407,92.825,0.119,0.000,0.000,0.000
1.750,0.000,9.277,0.000,0.000,5.407,92.825,-0.575,0.000,0.000,0.000
1.760,0.000,20.996,-0.132,0.132,0.000,92.825,-0.467,0.000,0.000,0.000
1.770,-0.132,-17.578,0.000,0.000,0.000,92.825,0.326,0.000,-1.000,-0.132
1.780,0.000,-9.277,0.000,0.000,0.000,92.825,0.217,0.000,0.000,0.000
1.790,0.000,32.715,0.000,0.000,-2.703,92.825,-0.499,0.000,0.000,0.000
1.800,0.000,-10.742,0.000,0.660,16.220,92.828,0.510,0.000,0.000,0.000
1.810,-0.660,0.000,1.320,0.660,10.813,92.838,0.434,0.000,-5.000,-0.660
1.820,-0.660,42.480,-0.924,-1.056,-21.626,92.828,-0.749,0.000,-5.000,-0.660
1.830,1.056,-7.813,-0.528,0.000,-13.516,92.826,0.195,0.000,8.000,1.056
1.840,0.000,5.371,0.132,0.132,2.703,92.827,-0.130,0.000,0.000,0.000
1.850,-0.132,14.648,0.000,-0.132,18.923,92.826,-0.532,0.000,-1.000,-0.132
1.860,0.132,-6.348,0.000,0.000,-35.143,92.826,0.401,0.000,1.000,0.132
1.870,0.000,-12.207,0.000,0.000,18.923,92.826,0.347,0.000,0.000,0.000
1.880,0.000,7.813,0.000,0.000,5.407,92.826,-0.260,0.000,0.000,0.000
1.890,0.000,6.836,0.000,0.000,-5.407,92.826,-0.521,0.000,0.000,0.000
1.900,0.000,19.043,0.000,0.000,2.703,92.826,-0.087,0.000,0.000,0.000
1.910,0.000,-22.461,0.000,0.000,0.000,92.826,0.391,0.000,0.000,0.000
1.920,0.000,25.879,0.000,0.000,0.000,92.826,-0.488,0.000,0.000,0.000
1.930,0.000,-10.254,0.000,0.000,0.000,92.826,0.369,0.000,0.000,0.000
1.940,0.000,-16.602,0.000,0.000,0.000,92.826,-0.043,0.000,0.000,0.000
1.950,0.000,14.160,0.000,0.000,0.000,92.826,-0.271,0.000,0.000,0.000
1.960,0.000,6.348,0.528,0.660,13.516,92.832,0.401,0.000,0.000,0.000
1.970,-0.660,-68.359,0.264,-0.792,-16.220,92.829,0.336,0.000,-5.000,-0.660
1.980,0.792,13.672,-0.396,-0.132,-2.703,92.827,-0.130,0.000,6.000,0.792
1.990,0.132,22.461,0.132,0.000,-13.516,92.827,-0.597,0.000,1.000,0.132
2.000,0.000,-17.578,0.000,-0.132,27.033,92.827,0.336,0.000,0.000,0.000
2.010,0.132,-17.578,0.000,0.132,-24.330,92.827,0.380,0.000,1.000,0.132
2.020,-0.132,13.184,0.000,0.000,13.516,92.827,-0.477,0.000,-1.000,-0.132
2.030,0.000,13.672,0.000,-0.132,2.703,92.827,-0.260,0.000,0.000,0.000
2.040,0.132,-18.066,0.000,0.132,-2.703,92.827,0.391,0.000,1.000,0.132
2.050,-0.132,-8.301,0.000,0.000,5.407,92.827,0.228,0.000,-1.000,-0.132
2.060,0.000,4.883,0.000,0.000,0.000,92.827,-0.532,0.000,0.000,0.000
2.070,0.000,-10.254,0.000,-0.132,-8.110,92.827,0.109,0.000,0.000,0.000
2.080,0.132,-23.926,0.000,0.132,8.110,92.827,0.401,0.000,1.000,0.132
2.090,-0.132,-1.465,0.000,0.000,-2.703,92.827,-0.076,0.000,-1.000,-0.132
2.100,0.000,0.977,0.000,-0.132,0.000,92.827,-0.065,0.000,0.000,0.000
2.110,0.132,-24.902,0.000,0.132,-2.703,92.827,0.532,0.000,1.000,0.132
2.120,-0.132,-9.277,-0.264,-0.924,-13.516,92.822,-0.445,0.000,-1.000,-0.132
2.130,0.924,55.176,-0.660,0.264,5.407,92.820,-0.640,0.000,7.000,0.924
2.140,-0.264,-13.184,0.264,0.000,-5.407,92.821,0.434,0.000,-2.000,-0.264
2.150,0.000,-13.672,-0.132,-0.132,21.626,92.820,0.326,0.000,0.000,0.000
2.160,0.132,26.855,0.000,0.000,-27.033,92.820,-0.575,0.000,1.000,0.132
2.170,0.000,-24.902,0.000,0.000,24.330,92.820,0.412,0.000,0.000,0.000
2.180,0.000,3.906,0.000,0.000,-2.703,92.820,-0.326,0.000,0.000,0.000
2.190,0.000,7.813,0.000,0.000,-2.703,92.820,-0.369,0.000,0.000,0.000
2.200,0.000,-26.855,0.000,0.000,2.703,92.820,0.326,0.000,0.000,0.000
2.210,0.000,9.277,0.000,0.000,0.000,92.820,-0.315,0.000,0.000,0.000
2.220,0.000,18.066,0.000,0.000,0.000,92.820,-0.054,0.000,0.000,0.000
2.230,0.000,-20.508,0.000,0.000,0.000,92.820,0.456,0.000,0.000,0.000
2.240,0.000,15.625,0.000,0.000,0.000,92.820,-0.271,0.000,0.000,0.000
2.250,0.000,4.395,0.000,0.000,0.000,92.820,-0.152,0.000,0.000,0.000
2.260,0.000,-2.930,0.000,0.396,8.110,92.822,0.217,0.000,0.000,0.000
2.270,-0.396,-1.465,0.528,0.264,5.407,92.826,0.532,0.000,-3.000,-0.396
2.280,-0.264,-6.348,-0.660,-0.792,-16.220,92.818,-0.586,0.000,-2.000,-0.264
2.290,0.792,8.301,-0.264,0.132,-5.407,92.818,0.206,0.000,6.000,0.792
2.300,-0.132,4.883,0.264,0.132,5.407,92.820,-0.195,0.000,-1.000,-0.132
2.310,-0.132,10.742,0.000,-0.132,10.813,92.819,-0.564,0.000,-1.000,-0.132
2.320,0.132,4.883,0.000,-0.132,-27.033,92.818,-0.043,0.000,1.000,0.132
2.330,0.132,-16.113,0.000,0.000,16.220,92.818,0.488,0.000,1.000,0.132
2.340,0.000,13.184,0.000,0.132,5.407,92.819,-0.239,0.000,0.000,0.000
2.350,-0.132,9.766,0.000,0.000,-2.703,92.819,-0.260,0.000,-1.000,-0.132
2.360,0.000,-26.367,-0.132,0.000,0.000,92.818,0.304,0.000,0.000,0.000
2.370,0.000,21.973,0.000,0.000,0.000,92.818,-0.488,0.000,0.000,0.000
2.380,0.000,17.090,0.000,0.000,2.703,92.818,-0.141,0.000,0.000,0.000
2.390,0.000,-11.230,0.000,0.000,-2.703,92.818,0.293,0.000,0.000,0.000
2.400,0.000,-8.789,0.000,0.000,0.000,92.818,0.174,0.000,0.000,0.000
2.410,0.000,0.000,0.132,0.000,0.000,92.819,-0.217,0.000,0.000,0.000
2.420,0.000,-4.883,0.528,0.924,18.923,92.826,0.618,0.000,0.000,0.000
2.430,-0.924,-64.453,0.264,-0.792,-16.220,92.824,-0.098,0.000,-7.000,-0.924
2.440,0.792,22.461,-0.792,-0.132,-2.703,92.819,-0.022,0.000,6.000,0.792
2.450,0.132,-12.207,0.000,0.132,-16.220,92.820,0.380,0.000,1.000,0.132
2.460,-0.132,-14.160,0.000,0.000,35.143,92.820,-0.054,0.000,-1.000,-0.132
2.470,0.000,7.324,0.000,0.000,-32.439,92.820,-0.152,0.000,0.000,0.000
2.480,0.000,-11.719,-0.132,0.000,10.813,92.819,0.326,0.000,0.000,0.000
2.490,0.000,6.348,0.000,0.132,8.110,92.820,-0.260,0.000,0.000,0.000
2.500,-0.132,22.949,0.000,0.000,-2.703,92.820,-0.163,0.000,-1.000,-0.132
2.510,0.000,-26.367,0.000,0.000,0.000,92.820,0.336,0.000,0.000,0.000
2.520,0.000,7.324,-0.132,0.000,-2.703,92.819,-0.315,0.000,0.000,0.000
2.530,0.000,-14.160,0.132,-0.132,0.000,92.819,0.217,0.000,0.000,0.000
2.540,0.132,-21.484,0.000,0.132,0.000,92.820,0.456,0.000,1.000,0.132
2.550,-0.132,6.836,0.000,0.000,0.000,92.820,-0.065,0.000,-1.000,-0.132
2.560,0.000,14.160,0.000,0.000,2.703,92.820,-0.391,0.000,0.000,0.000
2.570,0.000,12.695,-0.264,-0.132,-8.110,92.818,-0.282,0.000,0.000,0.000
2.580,0.132,9.277,0.528,0.792,21.626,92.824,0.184,0.000,1.000,0.132
2.590,-0.792,11.230,0.264,-0.132,-5.407,92.825,-0.326,0.000,-6.000,-0.792
2.600,0.132,19.531,-0.264,-0.132,0.000,92.823,-0.456,0.000,1.000,0.132
2.610,0.132,4.395,-0.132,0.000,-18.923,92.822,-0.553,0.000,1.000,0.132
2.620,0.000,-26.367,0.000,0.132,24.330,92.823,0.347,0.000,0.000,0.000
2.630,-0.132,26.855,0.000,0.000,-16.220,92.823,-0.488,0.000,-1.000,-0.132
2.640,0.000,-6.348,0.000,-0.132,-2.703,92.822,0.184,0.000,0.000,0.000
2.650,0.132,-16.113,0.000,0.132,2.703,92.823,0.336,0.000,1.000,0.132
2.660,-0.132,20.996,0.000,0.132,5.407,92.824,-0.510,0.000,-1.000,-0.132
2.670,-0.132,18.555,-0.132,0.000,0.000,92.823,-0.575,0.000,-1.000,-0.132
2.680,0.000,-22.461,-0.132,0.132,-2.703,92.823,0.532,0.000,0.000,0.000
2.690,-0.132,0.488,0.000,0.000,2.703,92.823,0.054,0.000,-1.000,-0.132
2.700,0.000,22.461,0.000,0.000,0.000,92.823,-0.532,0.000,0.000,0.000
2.710,0.000,-8.789,0.000,0.000,-5.407,92.823,0.412,0.000,0.000,0.000
2.720,0.000,0.000,0.000,0.264,8.110,92.824,0.043,0.000,0.000,0.000
2.730,-0.264,1.465,0.792,0.660,10.813,92.831,0.662,0.000,-2.000,-0.264
2.740,-0.660,-22.461,-0.396,-1.320,-27.033,92.823,-0.174,0.000,-5.000,-0.660
2.750,1.320,-12.695,-0.660,0.000,-5.407,92.820,0.477,0.000,10.000,1.320
2.760,0.000,24.902,0.264,0.132,-5.407,92.822,-0.521,0.000,0.000,0.000
2.770,-0.132,-25.391,0.000,-0.132,32.439,92.821,0.315,0.000,-1.000,-0.132
2.780,0.132,1.465,0.000,0.000,-40.549,92.821,-0.043,0.000,1.000,0.132
2.790,0.000,16.602,0.000,0.000,24.330,92.821,-0.510,0.000,0.000,0.000
2.800,0.000,-6.836,-0.132,0.000,5.407,92.820,0.391,0.000,0.000,0.000
2.810,0.000,8.301,0.000,0.000,-5.407,92.820,-0.228,0.000,0.000,0.000
2.820,0.000,17.578,0.132,0.000,2.703,92.821,-0.184,0.000,0.000,0.000
2.830,0.000,-35.645,0.000,0.000,0.000,92.821,0.401,0.000,0.000,0.000
2.840,0.000,7.324,-0.132,0.132,2.703,92.821,-0.206,0.000,0.000,0.000
2.850,-0.132,26.855,0.000,0.000,0.000,92.821,-0.293,0.000,-1.000,-0.132
2.860,0.000,-19.531,0.000,0.000,0.000,92.821,0.423,0.000,0.000,0.000
2.870,0.000,-23.926,0.000,0.000,-2.703,92.821,0.184,0.000,0.000,0.000
2.880,0.000,-19.043,0.396,0.264,8.110,92.824,0.098,0.000,0.000,0.000
2.890,-0.264,-55.664,-0.660,-1.056,-24.330,92.816,-0.239,0.000,-2.000,-0.264
2.900,1.056,17.578,-0.396,0.000,0.000,92.814,-0.553,0.000,8.000,1.056
2.910,0.000,-3.906,0.000,0.132,-2.703,92.815,0.467,0.000,0.000,0.000
2.920,-0.132,-7.324,0.000,0.132,29.736,92.815,0.054,0.000,-1.000,-0.132
2.930,-0.132,14.648,0.000,-0.132,-29.736,92.815,-0.608,0.000,-1.000,-0.132
2.940,0.132,-7.324,0.000,0.000,18.923,92.815,0.347,0.000,1.000,0.132
2.950,0.000,-13.184,0.000,0.000,0.000,92.815,0.369,0.000,0.000,0.000
2.960,0.000,21.484,0.000,0.132,5.407,92.815,-0.575,0.000,0.000,0.000
2.970,-0.132,-6.348,-0.132,0.000,-5.407,92.815,0.369,0.000,-1.000,-0.132
2.980,0.000,-24.414,0.000,0.000,2.703,92.815,0.152,0.000,0.000,0.000
2.990,0.000,26.367,0.000,0.000,-2.703,92.815,-0.239,0.000,0.000,0.000
