;;;;;;Nacelle NC10...
;;;;;;- Tableau des résultats -
 n° point;Temps (s);Consigne tangage (degrés);Temps (s);Angle axe tangage (degrés);
2483;   10,134063;    2,044000;   10,134063;    1,122000;
2484;   10,138144;    2,102000;   10,138144;    1,149000;
2485;   10,142265;    2,161000;   10,142265;    1,180000;
2486;   10,146328;    2,218000;   10,146328;    1,216000;
2487;   10,150432;    2,276000;   10,150432;    1,258000;
2488;   10,154550;    2,333000;   10,154550;    1,303000;
2489;   10,158615;    2,390000;   10,158615;    1,353000;
2490;   10,162720;    2,446000;   10,162720;    1,401000;
2491;   10,166824;    2,502000;   10,166824;    1,454000;
2492;   10,170902;    2,557000;   10,170902;    1,509000;
2493;   10,175062;    2,613000;   10,175062;    1,560000;
2494;   10,179093;    2,667000;   10,179093;    1,601000;
2495;   10,183196;    2,721000;   10,183196;    1,631000;
2496;   10,187299;    2,775000;   10,187299;    1,648000;
2497;   10,191380;    2,828000;   10,191380;    1,651000;
2498;   10,195493;    2,881000;   10,195493;    1,647000;
2499;   10,199587;    2,934000;   10,199587;    1,638000;
2500;   10,203669;    2,985000;   10,203669;    1,627000;
2501;   10,207772;    3,037000;   10,207772;    1,615000;
2502;   10,211876;    3,088000;   10,211876;    1,613000;
2503;   10,215977;    3,138000;   10,215977;    1,617000;
2504;   10,220067;    3,188000;   10,220067;    1,632000;
2505;   10,224143;    3,237000;   10,224143;    1,654000;
2506;   10,228246;    3,286000;   10,228246;    1,687000;
2507;   10,232352;    3,334000;   10,232352;    1,726000;
2508;   10,236499;    3,382000;   10,236499;    1,766000;
2509;   10,240539;    3,429000;   10,240539;    1,813000;
2510;   10,244637;    3,475000;   10,244637;    1,863000;
2511;   10,248744;    3,522000;   10,248744;    1,914000;
2512;   10,252827;    3,567000;   10,252827;    1,952000;
2513;   10,256948;    3,612000;   10,256948;    1,989000;
2514;   10,261059;    3,656000;   10,261059;    2,022000;
2515;   10,265117;    3,699000;   10,265117;    2,053000;
2516;   10,269222;    3,742000;   10,269222;    2,072000;
2517;   10,273297;    3,785000;   10,273297;    2,083000;
2518;   10,277403;    3,826000;   10,277403;    2,098000;
2519;   10,281486;    3,867000;   10,281486;    2,123000;
2520;   10,285589;    3,908000;   10,285589;    2,155000;
2521;   10,289692;    3,948000;   10,289692;    2,182000;
2522;   10,293794;    3,987000;   10,293794;    2,216000;
2523;   10,297877;    4,025000;   10,297877;    2,249000;
2524;   10,301975;    4,063000;   10,301975;    2,285000;
2525;   10,306060;    4,100000;   10,306060;    2,312000;
2526;   10,310168;    4,137000;   10,310168;    2,335000;
2527;   10,314274;    4,173000;   10,314274;    2,362000;
2528;   10,318351;    4,208000;   10,318351;    2,398000;
2529;   10,322454;    4,242000;   10,322454;    2,437000;
2530;   10,326557;    4,276000;   10,326557;    2,471000;
2531;   10,330639;    4,309000;   10,330639;    2,498000;
2532;   10,334745;    4,341000;   10,334745;    2,521000;
2533;   10,338844;    4,373000;   10,338844;    2,544000;
2534;   10,342923;    4,403000;   10,342923;    2,564000;
2535;   10,347063;    4,434000;   10,347063;    2,582000;
2536;   10,351143;    4,463000;   10,351143;    2,593000;
2537;   10,355243;    4,492000;   10,355243;    2,596000;
2538;   10,359325;    4,520000;   10,359325;    2,605000;
2539;   10,363403;    4,547000;   10,363403;    2,626000;
2540;   10,367507;    4,573000;   10,367507;    2,654000;
2541;   10,371613;    4,599000;   10,371613;    2,683000;
2542;   10,375694;    4,624000;   10,375694;    2,715000;
2543;   10,379793;    4,648000;   10,379793;    2,744000;
2544;   10,383896;    4,671000;   10,383896;    2,768000;
2545;   10,387984;    4,694000;   10,387984;    2,784000;
2546;   10,392090;    4,715000;   10,392090;    2,800000;
2547;   10,396194;    4,736000;   10,396194;    2,816000;
2548;   10,400272;    4,757000;   10,400272;    2,831000;
2549;   10,404374;    4,776000;   10,404374;    2,837000;
2550;   10,408483;    4,795000;   10,408483;    2,840000;
2551;   10,412559;    4,813000;   10,412559;    2,837000;
2552;   10,416665;    4,830000;   10,416665;    2,834000;
2553;   10,420765;    4,846000;   10,420765;    2,832000;
2554;   10,424847;    4,861000;   10,424847;    2,830000;
2555;   10,428959;    4,876000;   10,428959;    2,845000;
2556;   10,433060;    4,890000;   10,433060;    2,874000;
2557;   10,437147;    4,903000;   10,437147;    2,919000;
2558;   10,441221;    4,915000;   10,441221;    2,964000;
2559;   10,445322;    4,926000;   10,445322;    3,010000;
2560;   10,449428;    4,937000;   10,449428;    3,050000;
2561;   10,453508;    4,947000;   10,453508;    3,086000;
2562;   10,457625;    4,956000;   10,457625;    3,111000;
2563;   10,461716;    4,964000;   10,461716;    3,128000;
2564;   10,465819;    4,971000;   10,465819;    3,133000;
2565;   10,469898;    4,978000;   10,469898;    3,125000;
2566;   10,474060;    4,983000;   10,474060;    3,108000;
2567;   10,478088;    4,988000;   10,478088;    3,082000;
2568;   10,482196;    4,992000;   10,482196;    3,056000;
2569;   10,486272;    4,995000;   10,486272;    3,032000;
2570;   10,490374;    4,998000;   10,490374;    3,019000;
2571;   10,494477;    4,999000;   10,494477;    3,017000;
2572;   10,498593;    5,000000;   10,498593;    3,029000;
2573;   10,502667;    5,000000;   10,502667;    3,045000;
2574;   10,506767;    4,999000;   10,506767;    3,063000;
2575;   10,510868;    4,997000;   10,510868;    3,077000;
2576;   10,514951;    4,994000;   10,514951;    3,087000;
2577;   10,519061;    4,991000;   10,519061;    3,090000;
2578;   10,523138;    4,987000;   10,523138;    3,088000;
2579;   10,527245;    4,982000;   10,527245;    3,084000;
2580;   10,531351;    4,976000;   10,531351;    3,080000;
2581;   10,535454;    4,969000;   10,535454;    3,076000;
2582;   10,539529;    4,961000;   10,539529;    3,069000;
2583;   10,543638;    4,953000;   10,543638;    3,062000;
2584;   10,547722;    4,944000;   10,547722;    3,053000;
2585;   10,551841;    4,934000;   10,551841;    3,049000;
2586;   10,555935;    4,923000;   10,555935;    3,046000;
2587;   10,560059;    4,911000;   10,560059;    3,051000;
2588;   10,564115;    4,899000;   10,564115;    3,060000;
2589;   10,568217;    4,886000;   10,568217;    3,071000;
2590;   10,572320;    4,872000;   10,572320;    3,082000;
2591;   10,576430;    4,857000;   10,576430;    3,088000;
2592;   10,580509;    4,841000;   10,580509;    3,086000;
2593;   10,584612;    4,824000;   10,584612;    3,078000;
2594;   10,588710;    4,807000;   10,588710;    3,068000;
2595;   10,592814;    4,789000;   10,592814;    3,058000;
2596;   10,596901;    4,770000;   10,596901;    3,052000;
2597;   10,601058;    4,750000;   10,601058;    3,036000;
2598;   10,605088;    4,730000;   10,605088;    3,009000;
2599;   10,609190;    4,709000;   10,609190;    2,972000;
2600;   10,613296;    4,687000;   10,613296;    2,937000;
2601;   10,617399;    4,664000;   10,617399;    2,903000;
2602;   10,621476;    4,640000;   10,621476;    2,880000;
2603;   10,625587;    4,616000;   10,625587;    2,867000;
2604;   10,629686;    4,591000;   10,629686;    2,868000;
2605;   10,633762;    4,565000;   10,633762;    2,881000;
2606;   10,637866;    4,538000;   10,637866;    2,902000;
2607;   10,641984;    4,511000;   10,641984;    2,920000;
2608;   10,646058;    4,483000;   10,646058;    2,928000;
2609;   10,650170;    4,454000;   10,650170;    2,926000;
2610;   10,654260;    4,424000;   10,654260;    2,914000;
2611;   10,658351;    4,394000;   10,658351;    2,896000;
2612;   10,662451;    4,363000;   10,662451;    2,875000;
2613;   10,666534;    4,331000;   10,666534;    2,841000;
2614;   10,670637;    4,299000;   10,670637;    2,795000;
2615;   10,674739;    4,265000;   10,674739;    2,742000;
2616;   10,678841;    4,231000;   10,678841;    2,693000;
2617;   10,682924;    4,197000;   10,682924;    2,653000;
2618;   10,687060;    4,161000;   10,687060;    2,630000;
2619;   10,691115;    4,126000;   10,691115;    2,623000;
2620;   10,695216;    4,089000;   10,695216;    2,624000;
2621;   10,699296;    4,052000;   10,699296;    2,630000;
2622;   10,703399;    4,013000;   10,703399;    2,636000;
2623;   10,707484;    3,975000;   10,707484;    2,646000;
2624;   10,711578;    3,936000;   10,711578;    2,654000;
2625;   10,715685;    3,895000;   10,715685;    2,664000;
2626;   10,719790;    3,855000;   10,719790;    2,654000;
2627;   10,723868;    3,814000;   10,723868;    2,624000;
2628;   10,727968;    3,772000;   10,727968;    2,579000;
2629;   10,732089;    3,729000;   10,732089;    2,529000;
2630;   10,736166;    3,686000;   10,736166;    2,471000;
2631;   10,740268;    3,642000;   10,740268;    2,414000;
2632;   10,744347;    3,598000;   10,744347;    2,362000;
2633;   10,748454;    3,553000;   10,748454;    2,328000;
2634;   10,752558;    3,507000;   10,752558;    2,311000;
2635;   10,756674;    3,461000;   10,756674;    2,299000;
2636;   10,760737;    3,414000;   10,760737;    2,286000;
2637;   10,764845;    3,367000;   10,764845;    2,272000;
2638;   10,768918;    3,319000;   10,768918;    2,257000;
2639;   10,773054;    3,270000;   10,773054;    2,231000;
2640;   10,777109;    3,222000;   10,777109;    2,205000;
2641;   10,781224;    3,172000;   10,781224;    2,180000;
2642;   10,785320;    3,122000;   10,785320;    2,160000;
2643;   10,789428;    3,072000;   10,789428;    2,135000;
2644;   10,793499;    3,021000;   10,793499;    2,105000;
2645;   10,797611;    2,969000;   10,797611;    2,072000;
2646;   10,801687;    2,917000;   10,801687;    2,046000;
2647;   10,805813;    2,865000;   10,805813;    2,021000;
2648;   10,809893;    2,812000;   10,809893;    2,001000;
2649;   10,814059;    2,757000;   10,814059;    1,986000;
2650;   10,818087;    2,704000;   10,818087;    1,980000;
2651;   10,822162;    2,650000;   10,822162;    1,973000;
2652;   10,826292;    2,595000;   10,826292;    1,965000;
2653;   10,830371;    2,540000;   10,830371;    1,955000;
2654;   10,834479;    2,484000;   10,834479;    1,946000;
2655;   10,838555;    2,429000;   10,838555;    1,936000;
2656;   10,842655;    2,372000;   10,842655;    1,923000;
2657;   10,846764;    2,315000;   10,846764;    1,912000;
2658;   10,850844;    2,258000;   10,850844;    1,899000;
2659;   10,854962;    2,200000;   10,854962;    1,887000;
2660;   10,859055;    2,142000;   10,859055;    1,873000;
2661;   10,863139;    2,084000;   10,863139;    1,863000;
2662;   10,867226;    2,026000;   10,867226;    1,846000;
2663;   10,871317;    1,967000;   10,871317;    1,825000;
2664;   10,875429;    1,907000;   10,875429;    1,800000;
2665;   10,879505;    1,848000;   10,879505;    1,771000;
2666;   10,883607;    1,788000;   10,883607;    1,737000;
2667;   10,887683;    1,728000;   10,887683;    1,702000;
2668;   10,891788;    1,667000;   10,891788;    1,659000;
2669;   10,895951;    1,605000;   10,895951;    1,603000;
2670;   10,900054;    1,544000;   10,900054;    1,540000;
2671;   10,904108;    1,484000;   10,904108;    1,470000;
2672;   10,908189;    1,422000;   10,908189;    1,397000;
2673;   10,912292;    1,360000;   10,912292;    1,327000;
2674;   10,916397;    1,298000;   10,916397;    1,271000;
2675;   10,920473;    1,236000;   10,920473;    1,215000;
2676;   10,924577;    1,174000;   10,924577;    1,163000;
2677;   10,928684;    1,111000;   10,928684;    1,114000;
2678;   10,932761;    1,048000;   10,932761;    1,066000;
2679;   10,936870;    0,985000;   10,936870;    1,017000;
2680;   10,940969;    0,922000;   10,940969;    0,971000;
2681;   10,945053;    0,859000;   10,945053;    0,921000;
2682;   10,949136;    0,796000;   10,949136;    0,865000;
2683;   10,953242;    0,732000;   10,953242;    0,808000;
2684;   10,957359;    0,668000;   10,957359;    0,743000;
2685;   10,961445;    0,604000;   10,961445;    0,674000;
2686;   10,965527;    0,540000;   10,965527;    0,602000;
2687;   10,969608;    0,477000;   10,969608;    0,521000;
2688;   10,973730;    0,412000;   10,973730;    0,430000;
2689;   10,977837;    0,348000;   10,977837;    0,338000;
2690;   10,981922;    0,284000;   10,981922;    0,243000;
2691;   10,986053;    0,219000;   10,986053;    0,148000;
2692;   10,990108;    0,155000;   10,990108;    0,055000;
2693;   10,994184;    0,091000;   10,994184;   -0,037000;
2694;   10,998292;    0,027000;   10,998292;   -0,136000;
2695;   11,002400;   -0,038000;   11,002400;   -0,233000;
2696;   11,006472;   -0,102000;   11,006472;   -0,333000;
2697;   11,010575;   -0,166000;   11,010575;   -0,438000;
2698;   11,014681;   -0,231000;   11,014681;   -0,538000;
2699;   11,018785;   -0,295000;   11,018785;   -0,624000;
2700;   11,022861;   -0,359000;   11,022861;   -0,695000;
2701;   11,026966;   -0,423000;   11,026966;   -0,744000;
2702;   11,031054;   -0,487000;   11,031054;   -0,786000;
2703;   11,035162;   -0,551000;   11,035162;   -0,825000;
2704;   11,039237;   -0,615000;   11,039237;   -0,860000;
2705;   11,043342;   -0,679000;   11,043342;   -0,893000;
2706;   11,047447;   -0,743000;   11,047447;   -0,926000;
2707;   11,051551;   -0,806000;   11,051551;   -0,959000;
2708;   11,055649;   -0,870000;   11,055649;   -0,998000;
2709;   11,059714;   -0,932000;   11,059714;   -1,048000;
2710;   11,063816;   -0,996000;   11,063816;   -1,106000;
2711;   11,067920;   -1,059000;   11,067920;   -1,172000;
2712;   11,072052;   -1,122000;   11,072052;   -1,249000;
2713;   11,076107;   -1,184000;   11,076107;   -1,327000;
2714;   11,080216;   -1,247000;   11,080216;   -1,417000;
2715;   11,084296;   -1,309000;   11,084296;   -1,518000;
2716;   11,088393;   -1,371000;   11,088393;   -1,620000;
2717;   11,092474;   -1,432000;   11,092474;   -1,719000;
2718;   11,096578;   -1,494000;   11,096578;   -1,814000;
2719;   11,100680;   -1,555000;   11,100680;   -1,895000;
2720;   11,104760;   -1,616000;   11,104760;   -1,964000;
2721;   11,108867;   -1,677000;   11,108867;   -2,022000;
2722;   11,112968;   -1,737000;   11,112968;   -2,060000;
2723;   11,117052;   -1,797000;   11,117052;   -2,095000;
2724;   11,121133;   -1,857000;   11,121133;   -2,130000;
2725;   11,125240;   -1,917000;   11,125240;   -2,163000;
2726;   11,127232;   -1,946000;   11,127232;   -2,194000;
2727;   11,133425;   -2,035000;   11,133425;   -2,228000;
2728;   11,135428;   -2,064000;   11,135428;   -2,259000;
2729;   11,138433;   -2,107000;   11,138433;   -2,294000;
2730;   11,141602;   -2,152000;   11,141602;   -2,333000;
2731;   11,145708;   -2,210000;   11,145708;   -2,374000;
2732;   11,149811;   -2,267000;   11,149811;   -2,410000;
2733;   11,153886;   -2,324000;   11,153886;   -2,456000;
2734;   11,158075;   -2,382000;   11,158075;   -2,512000;
2735;   11,162080;   -2,437000;   11,162080;   -2,576000;
2736;   11,166186;   -2,493000;   11,166186;   -2,643000;
2737;   11,170290;   -2,549000;   11,170290;   -2,717000;
2738;   11,174366;   -2,604000;   11,174366;   -2,788000;
2739;   11,178469;   -2,659000;   11,178469;   -2,849000;
2740;   11,182575;   -2,713000;   11,182575;   -2,911000;
2741;   11,186656;   -2,767000;   11,186656;   -2,968000;
2742;   11,190761;   -2,820000;   11,190761;   -3,022000;
2743;   11,194863;   -2,873000;   11,194863;   -3,066000;
2744;   11,198945;   -2,925000;   11,198945;   -3,108000;
2745;   11,203050;   -2,978000;   11,203050;   -3,137000;
2746;   11,207131;   -3,029000;   11,207131;   -3,157000;
2747;   11,211237;   -3,080000;   11,211237;   -3,177000;
2748;   11,215342;   -3,130000;   11,215342;   -3,204000;
2749;   11,219430;   -3,180000;   11,219430;   -3,237000;
2750;   11,223525;   -3,230000;   11,223525;   -3,266000;
2751;   11,227625;   -3,278000;   11,227625;   -3,308000;
2752;   11,231705;   -3,327000;   11,231705;   -3,357000;
2753;   11,235813;   -3,374000;   11,235813;   -3,414000;
2754;   11,239911;   -3,422000;   11,239911;   -3,480000;
2755;   11,244048;   -3,469000;   11,244048;   -3,562000;
2756;   11,248105;   -3,514000;   11,248105;   -3,649000;
2757;   11,252187;   -3,560000;   11,252187;   -3,735000;
2758;   11,256308;   -3,605000;   11,256308;   -3,812000;
2759;   11,260392;   -3,649000;   11,260392;   -3,883000;
2760;   11,264489;   -3,693000;   11,264489;   -3,946000;
2761;   11,268575;   -3,736000;   11,268575;   -3,998000;
2762;   11,272677;   -3,778000;   11,272677;   -4,031000;
2763;   11,276758;   -3,820000;   11,276758;   -4,062000;
2764;   11,280866;   -3,861000;   11,280866;   -4,095000;
2765;   11,284963;   -3,902000;   11,284963;   -4,130000;
2766;   11,289048;   -3,942000;   11,289048;   -4,160000;
